CIG_category,Medium cloud cover,temp,Temperature,cloud_count,u-co600,u-co500,u-co700,u-co400,Temp1000,Temp975,Temp950,Temp925,Temp900,Temp800,Temp700,u-co300,Temp850,Geop500,Geop600,u-co100,Temp600,Geop400,u-co250,u-co150,Geop300,u-co200,u-co800,Geop700,Geop250,Temp500
1.0,0.0,1.0,271.7778,2.0,26.12897126656025,37.420983218587935,17.740019017830488,51.620666921138756,280.75273095816374,279.77439102123026,278.01064363797195,276.24294280738104,274.7510256738169,271.83121660604957,268.520910177147,65.84476253204048,272.81887002894655,5614.498203853144,4231.137852098793,,262.5538523337164,7257.32701165264,,,9297.64485490322,,11.583281209226696,3032.4748233314604,,255.67397056450142
1.0,0.0,0.0,272.0771,2.0,26.12661179713905,37.41689062863588,17.738658023066822,51.61530072055756,280.75327476952225,279.77478978340514,278.01109511486715,276.24344963906333,274.75149195711134,271.83132404269423,268.5210497293156,65.83914835937321,272.8191166947945,5614.504501735793,4231.145728891715,,262.5538942158309,7257.326725238352,,,9297.62904556468,,11.581444034818563,3032.4819305632263,,255.67330392380245
1.0,0.0,1.0,275.1183,3.0,18.0659,25.6839,12.1977,40.7107,274.9391,274.9064,274.2461,273.8455,273.5056,271.9473,266.8156,58.3495,272.7699,5602.5728,4245.2007,54.8133,259.6691,7196.1523,62.273999999999994,65.0923,9156.1973,68.3815,7.5527,3056.5818,10364.5244,249.8566
1.0,0.0,2.0,277.8845,3.0,25.94257314689457,37.097668626345694,17.6325004324317,51.196737097576246,280.7956920512952,279.8058932310669,278.0463103112997,276.28298250457743,274.78786205197684,271.83970410117763,268.5319347949698,65.40124276466668,272.83835662930505,5614.995736559854,4231.76011878252,,262.5571610212355,7257.304384915857,,,9296.395917147398,,11.438144429121163,3033.0362946558753,,255.62130596116185
1.0,2.8809,8.0,283.312,2.0,16.6459,26.7799,12.056,38.6288,282.8616,280.8025,278.7121,276.5825,274.5077,272.3486,267.5818,50.0403,273.1935,5594.3769999999995,4237.5383,51.787,258.7957,7188.3853,56.0129,60.4218,9157.6182,60.3594,6.0404,3049.2854,10371.0195,249.6051
6.0,10.2295,3.0,278.4277,3.0,25.893024279735986,37.0117242410779,17.60391954239458,51.08404689095914,280.8071120888926,279.81426723627374,278.0557913257508,276.293625968392,274.7976540005766,271.8419602707727,268.53486538951984,65.2833451051265,272.8435366116464,5615.127992089838,4231.925531445071,,262.55804054575856,7257.298370213597,,,9296.063921034336,,11.399563766084613,3033.185546528548,,255.6073065097444
6.0,12.207,5.0,278.8851,3.0,25.89066481031477,37.00763165205717,17.602558547630906,51.07868069037795,280.8076559000183,279.8146659983322,278.0562428025296,276.29413279995794,274.79812028375454,271.8420677074173,268.53500494168844,65.27773093059659,272.84378327749437,5615.134289972484,4231.933408237994,,262.5580824278732,7257.298083799193,,,9296.048111695796,,11.397726591676474,3033.192653760313,,255.6066398690455
6.0,9.2285,13.0,287.0078,3.0,25.699547749944035,36.67613187991083,17.492317972704768,50.64401846565307,280.8517046158668,279.8469657325186,278.0928124296479,276.33518616040243,274.8358892283868,271.8507700758637,268.5463086636737,64.82298281416297,272.86376320949057,5615.6444184444845,4232.571428509429,,262.5614748796361,7257.2748842336,,,9294.767555259168,,11.24891546322033,3033.7683395501226,,255.55264198477383
6.0,7.3486,14.0,287.1883,2.0,25.697188280522823,36.672039290890105,17.490956977941096,50.63865226507187,280.8522484272253,279.84736449469347,278.09326390654314,276.33569299196824,274.8363555116812,271.8508775125083,268.54644821584225,64.8173686414957,272.8640098752803,5615.650716327133,4232.579305302353,,262.56151676176523,7257.274597819195,,,9294.751745920628,,11.247078288812187,3033.775446781889,,255.55197534430766
1.0,0.0,15.0,287.9027,2.0,25.46124129369855,36.26278031338006,17.354857502505187,50.102032234892256,280.90662955795415,279.8872407097369,278.13841159420554,276.3863761529792,274.88298383844085,271.8616211772314,268.5604034282151,64.25595121271908,272.8886764579802,5616.280504563823,4233.36698464863,,262.56570497380744,7257.245956380152,,,9293.170812051745,,11.063360846135764,3034.486169978976,,255.48531128955074
1.0,0.0,14.0,288.0583,3.0,15.3656,28.0983,8.0101,36.6043,287.9007,285.9582,283.83799999999997,281.7896,280.3427,277.862,273.7455,47.2854,278.9382,5703.2119,4299.7302,37.8335,267.001,7369.2656,57.1935,49.7672,9425.2354,59.0143,4.218,3078.2327,10671.377,259.245
6.0,0.0,14.0,287.9916,2.0,25.456522353924807,36.25459513347596,17.3521355134435,50.091299833729856,280.9077171804384,279.8880382339703,278.1393145478796,276.38738981622737,274.8839164049132,271.86183605052065,268.56068253243575,64.24472286365926,272.8891697896761,5616.293100329116,4233.382738236338,,262.5657887380512,7257.245383551344,,,9293.139193374664,,11.059686497319493,3034.5003844425078,,255.48397800838575
1.0,0.0,13.0,286.6606,2.0,25.454162883572284,36.25050254445523,17.350774518679827,50.08593363501132,280.90826099179685,279.8884369961452,278.1397660247749,276.38789664779324,274.88438268820755,271.8619434871653,268.5608220846043,64.239108690992,272.88941645546583,5616.299398211761,4233.3906150292605,,262.5658306201658,7257.245097136941,,,9293.123384036124,,11.05784932291135,3034.507491674274,,255.4833113679197
1.0,0.0,11.0,283.1769,2.0,16.4683,28.3788,10.8907,39.4569,287.0238,285.9386,283.9415,281.9224,279.9116,278.1353,273.3792,52.2864,278.7482,5703.4141,4296.2368,36.9297,267.1215,7379.2974,56.7011,52.7124,9440.7725,58.0864,7.4083,3076.1956,10697.1387,260.9282
1.0,0.0,9.0,283.2754,2.0,25.449443943798546,36.242317364551134,17.348052529152483,50.07520123384894,280.9093486145139,279.88923452049494,278.14066897856543,276.3889103110414,274.8853152546799,271.8621583604545,268.561101188825,64.22788034193218,272.8899097871617,5616.311993977054,4233.406368615106,,262.56591438440955,7257.244524308131,,,9293.091765359044,,11.054174974095075,3034.5217061378057,,255.48197808675468
1.0,2.5391,9.0,282.3299,2.0,25.447084474377327,36.23822477459908,17.34669153438881,50.06983503326774,280.90989242587244,279.8896332825534,278.14112045546057,276.38941714260733,274.88578153797425,271.8622657970991,268.5612407409353,64.22226616740228,272.8901564529515,5616.318291859701,4233.414245409891,,262.5659562665387,7257.244237893843,,,9293.075956020504,,11.05233779968694,3034.528813369572,,255.4813114462886
1.0,1.8555,8.0,281.9963,2.0,22.2013,28.5155,14.4206,40.6399,283.6514,284.8655,283.3866,281.7139,280.5027,277.4562,272.5378,52.4794,279.1557,5706.0552,4289.238,35.2976,266.3644,7387.8672,55.7702,54.2752,9456.748,57.0539,9.6972,3072.2039,10714.0869,262.5906
5.0,81.4453,11.0,283.7164,3.0,29.8238,41.1064,23.3071,50.1123,286.6896,287.0345,286.5618,285.0985,283.1911,276.4238,271.4729,58.2779,279.4247,5679.1162,4256.9854,37.3132,269.0222,7366.0879,60.8967,57.3694,9443.3809,65.2158,16.597,3037.6057,10704.5254,262.9507
4.0,76.1719,13.0,284.4248,3.0,25.42113030608743,36.19320628698915,17.331720591988415,50.0108068305999,280.9158743501175,279.8940196662444,278.14608670107555,276.394992290414,274.8909106539795,271.8634476002189,268.5627758143237,64.16051025129855,272.89286977704614,5616.3875685650855,4233.500890137628,,262.56641696985747,7257.241087335511,,,9292.90205329284,,11.03212888073176,3034.6069929227233,,255.4739784002304
4.0,86.084,13.0,286.2144,3.0,25.41877083573491,36.18911369796842,17.330359597224742,50.00544063001871,280.91641816147603,279.8944184284192,278.1465381779708,276.3954991219798,274.89137693715753,271.86355503686354,268.56291536643397,64.15489607676864,272.8931164428941,5616.393866447732,4233.50876693055,,262.56645885197213,7257.2408009211085,,,9292.8862439543,,11.030291706323624,3034.6141001544893,,255.47331175953155
6.0,87.0605,14.0,287.907,3.0,30.5112,43.5477,26.6506,53.6778,288.5271,288.3211,286.9905,285.4357,283.8269,277.8965,272.5643,60.3556,280.5166,5672.1826,4258.092000000001,38.3108,266.7852,7356.5659,63.504,58.2989,9438.1279,65.6554,20.7604,3038.5078,10701.458,262.6009
5.0,82.7637,14.0,288.9713,3.0,25.234732185490433,35.869891695678234,17.22420200658962,49.58687700517476,280.9588354434818,279.9255218760809,278.1817533744033,276.43503198749386,274.92774703202303,271.871935095347,268.5738004320883,63.7169904820621,272.91235637740465,5616.885101271793,4234.123156821355,,262.5697256573767,7257.218460598611,,,9291.653115537018,,10.886992101091893,3035.168464247137,,255.4213137968909
5.0,86.4258,13.0,289.2959,3.0,25.232372716069218,35.86579910572618,17.22284101182595,49.58151080645622,280.9593792546075,279.92592063825583,278.1822048511822,276.43553881917614,274.9282133153174,271.87204253199155,268.5739399841986,63.71137630753218,272.9126030431944,5616.89139915444,4234.131033614278,,262.5697675394913,7257.218174184207,,,9291.637306198478,,10.885154926683756,3035.1755714789033,,255.42064715642482
5.0,83.8379,13.0,289.0596,3.0,30.5484,39.4721,22.9831,54.451,289.4879,287.9575,285.8281,283.9739,282.8942,279.4125,273.7101,64.4197,281.5051,5659.085,4249.2498,39.3391,267.7123,7332.3047,67.7153,61.531000000000006,9406.9531,69.6578,21.2921,3024.7739,10670.1133,260.33799999999997
6.0,78.2715,13.0,288.4467,3.0,25.22765377629549,35.85761392582208,17.220119022298604,49.570778405293815,280.9604668773245,279.92671816248907,278.1831078049727,276.4365524824243,274.9291458817897,271.87225740531,268.57421908847755,63.70014796033502,272.9130963748903,5616.903994919731,4234.146787201986,,262.56985130373505,7257.217601355514,,,9291.605687521398,,10.881480577867476,3035.189785944298,,255.41931387525986
6.0,59.0332,13.0,288.2017,3.0,25.225294306874275,35.85352133680135,17.218758027534932,49.56541220471263,280.961010688683,279.927116924664,278.183559281868,276.4370593139902,274.92961216508405,271.87236484195455,268.57435864058795,63.69453378580511,272.91334304068005,5616.910292802378,4234.154663994907,,262.5698931858642,7257.217314941108,,,9291.589878182858,,10.879643403459339,3035.196893176064,,255.4186472347937
5.0,0.0,6.0,279.5625,2.0,24.760478742420677,35.047281151637435,16.950642060954124,48.50827074423432,281.06814151606517,280.0056730682263,278.27250022662344,276.5369051410817,275.02146996872034,271.89352986143786,268.6018504090025,62.58854145370425,272.96193620865245,5618.150975629687,4235.7063923068345,,262.5781439636048,7257.160891306121,,,9288.475438456982,,10.517720040865242,3036.5970178730786,,255.28731904691085
6.0,0.0,4.0,276.211,2.0,37.6525,48.5219,24.247,61.3908,276.6184,276.8328,275.1146,273.1853,271.4021,268.2548,265.4549,73.206,269.0795,5601.6348,4208.4797,52.0076,261.8083,7268.0674,76.59100000000001,72.3387,9332.4023,77.0785,15.3517,3016.9204,10591.5645,259.7927
6.0,0.0977,11.0,285.1336,2.0,24.4247,42.9361,20.0955,60.8278,284.5817,282.3203,280.1905,278.0357,275.8561,270.3955,265.723,73.872,271.8065,5602.5415,4226.7561,45.2492,258.6282,7257.5376,78.1737,70.0262,9313.9395,79.9639,15.5205,3044.7041,10570.6553,256.4139
6.0,1.9531,11.0,285.4927,2.0,24.04791884124279,33.81131904106587,16.539621645584702,46.88767825253307,281.23237253073603,280.1260992375901,278.40884624340106,276.6899682872463,275.16228751523886,271.92597572889645,268.64399515039986,60.89306082203984,273.03642928838957,5620.05293610692,4238.085183933377,,262.5907923639897,7257.074394160183,,,9283.701018169522,,9.962893364019694,3038.743401927873,,255.0859936014749
6.0,3.6133,12.0,285.5592,2.0,24.04555937089026,33.80722645111382,16.53826065082103,46.88231205195189,281.2329163418617,280.12649799976504,278.4092977202963,276.6904751189286,275.16275379853323,271.92608316557016,268.6441347025102,60.887446647509925,273.0366759542376,5620.059233987704,4238.0930607263,,262.5908342461044,7257.074107745779,,,9283.68520883098,,9.961056189611554,3038.7505091596395,,255.08532696100883
6.0,10.3516,11.0,285.3432,2.0,25.8839,44.5156,22.7578,63.376000000000005,284.9734,282.80400000000003,280.6755,278.5179,276.3344,269.0271,265.9493,76.1446,271.9416,5592.8486,4219.4299,44.2988,258.9286,7248.6499,78.383,68.4803,9308.8408,79.8914,14.3553,3036.113,10569.668,256.0881
6.0,25.9277,10.0,285.0884,2.0,24.040840431116518,33.79904127120972,16.535538661293685,46.87157965265214,281.23400396457873,280.12729552399827,278.4102006740868,276.69148878217675,275.163686365122,271.9262980388594,268.64441380673094,60.87621830031276,273.03716928587534,5620.071829752997,4238.108814312145,,262.5909180103481,7257.07353491697,,,9283.653590150176,,9.95738184079528,3038.7647236231714,,255.08399367984381
6.0,14.0625,10.0,284.1426,2.0,24.038480961695317,33.79494868218899,16.53417766653001,46.86621345207095,281.23454777593724,280.12769428617315,278.4106521509821,276.6919956137426,275.16415264830005,271.926405475504,268.64455335889943,60.87060412578286,273.03741595172323,5620.078127635643,4238.11669110693,,262.5909598924627,7257.073248502566,,,9283.637780811638,,9.95554466638714,3038.7718308568,,255.0833270393777
6.0,4.7363,7.0,282.8876,2.0,30.206999999999997,43.3128,24.0174,65.0449,282.9425,281.5467,279.6198,277.5644,275.4682,268.7877,267.267,77.0764,271.387,5597.0674,4225.4888,43.1693,260.1593,7249.0142,80.8258,67.3803,9302.1943,78.7487,15.6658,3035.5454,10564.5908,254.6692
6.0,3.6133,8.0,281.9317,2.0,24.03376202192157,33.786763502284884,16.531455677002672,46.85548105090857,281.23563539842144,280.128491810523,278.41155510465614,276.69300927699084,275.1650852148887,271.92662034879316,268.64483246312005,60.85937577672304,273.0379092833609,5620.090723400936,4238.132444692776,,262.59104365670646,7257.072675673759,,,9283.606162134558,,9.951870317105202,3038.786045320332,,255.0819937582128
1.0,50.4883,10.0,283.0661,2.0,23.576024866662927,32.992801086977124,16.267422694712874,45.81443819217385,281.3411347919609,280.20585166756064,278.49914161884226,276.7913346092683,275.2555441686418,271.9474630583427,268.6719055751455,59.77022596634925,273.08576245378936,5621.312512580305,4239.660542625934,,262.5991687880886,7257.017111281981,,,9280.539150428029,,9.595458478201179,3040.164848322049,,254.95266549196086
6.0,22.9492,10.0,283.7871,2.0,23.566586988046765,32.97643072810024,16.261978715658188,45.79297339171171,281.34331003716215,280.20744671614375,278.50094752630685,276.79336193564814,275.25740930170286,271.94789280495024,268.67246378364507,59.74776927009225,273.08674911712296,5621.337704110892,4239.692049799487,,262.5993363165617,7257.01596562448,,,9280.475913073868,,9.588109780568633,3040.193277249113,,254.94999892986385
6.0,31.0059,9.0,281.7521,2.0,11.6257,23.8276,0.9458,35.0774,282.192,280.4892,279.0578,277.4739,275.8215,274.5332,271.1086,48.6569,274.4709,5742.8306,4338.1814,36.1596,265.9825,7401.0444,62.1751,64.3483,9420.6689,65.4007,-0.0041,3128.9888,10661.9775,259.339
6.0,53.418,7.0,280.9267,2.0,23.56186804827303,32.96824554819614,16.259256726130847,45.782240990549326,281.3443976598792,280.2082442404935,278.5018504800973,276.7943755988963,275.2583418682916,271.94810767823947,268.6727428878657,59.73654092103243,273.08724244876066,5621.350299874322,4239.707803385332,,262.59942008080543,7257.015392795673,,,9280.444294396788,,9.584435431752354,3040.2074917145073,,254.9486656486988
6.0,54.1016,7.0,279.8273,2.0,23.55950857792049,32.964152958244085,16.25789573136717,45.776874789968126,281.3449414712377,280.2086430026684,278.5023019568762,276.7948824305786,275.258808151586,271.94821511488414,268.6728824400343,59.73092674650253,273.0874891146086,5621.356597756967,4239.7156801801175,,262.5994619629346,7257.0151063812655,,,9280.428485054525,,9.582598257344218,3040.2145989462733,,254.9479990082328
6.0,64.3555,6.0,279.7312,2.0,11.4771,25.9876,1.4041,36.4428,280.8701,280.152,279.1164,277.7029,275.8469,274.8835,271.0719,37.1557,275.3486,5747.7593,4344.1602,34.5764,265.6525,7404.584,57.0767,64.2391,9424.292,67.257,-1.1217,3134.5715,10660.2168,258.97700000000003
6.0,34.5215,5.0,280.4066,3.0,16.9774,24.4116,2.5746,33.8867,282.1717,281.9247,280.559,279.1483,277.9791,273.8174,269.7595,34.3437,275.1223,5728.956999999999,4323.8635,34.9925,266.4064,7380.8589,51.9999,63.7258,9388.7793,70.6665,-2.6154,3110.2131,10608.0312,258.4878
6.0,29.3457,6.0,280.9264,3.0,23.533554409630604,32.91913447063416,16.242924788966775,45.7178465873003,281.3509233954828,280.21302938624285,278.5072682026075,276.80045757826883,275.2639372674749,271.9493969180039,268.67441751336446,59.6691708303988,273.09020243870333,5621.425874464214,4239.802324907854,,262.5999226662534,7257.011955822934,,,9280.254582330583,,9.562389338854699,3040.2927784975623,,254.94066596217453
6.0,42.9199,7.0,281.4963,3.0,23.53119493927807,32.91504188161343,16.241563794203106,45.71248038671912,281.35146720684133,280.2134281484177,278.5077196795028,276.80096440983465,275.2644035507692,271.9495043546485,268.674557065533,59.6635566558689,273.09044910449296,5621.4321723449975,4239.810201700777,,262.59996454838256,7257.011669408646,,,9280.238772992043,,9.560552164446564,3040.299885729328,,254.93999932170846
6.0,49.7559,7.0,282.8562,3.0,15.8016,22.005,1.1469,27.6995,282.7693,282.3185,281.2879,279.6734,278.1652,272.5436,270.9378,28.9123,275.4764,5728.9189,4324.5632,41.2211,267.5436,7378.0327,50.2141,59.903999999999996,9385.4209,69.3142,-2.3784,3107.7856,10603.8887,257.8696
6.0,51.0254,9.0,284.315,3.0,23.347156289964914,32.595819879323244,16.135406203567978,45.29391676187515,281.3938844888471,280.24453159607947,278.5429348758189,276.8404972754652,275.3007736455184,271.95788441313204,268.6854421311873,59.225651063025,273.1096890390036,5621.923407170922,4240.424591591582,,262.60323135377257,7256.989329086151,,,9279.00564457476,,9.417252558749167,3040.8542498238385,,254.88800135883503
6.0,32.2266,11.0,285.6976,3.0,23.344796819612387,32.59172728937119,16.13404520880431,45.288550563156605,281.3944282999728,280.24493035825435,278.5433863527141,276.84100410703104,275.30123992881266,271.9579918497766,268.68558168329764,59.2200368884951,273.10993570485147,5621.929705053568,4240.432468384503,,262.60327323590167,7256.989042671747,,,9278.989835232496,,9.415415384341033,3040.8613570556045,,254.88733471836886
6.0,47.4121,11.0,286.7372,3.0,17.6458,28.1535,4.0393,31.1635,286.1505,283.9935,282.0338,280.5092,278.8835,272.8337,270.1897,32.2612,275.737,5712.9307,4307.9211,43.3084,267.2844,7370.2236,46.6857,56.7721,9381.083,61.2774,-3.7391,3091.4194,10596.457,258.6723
6.0,39.6973,11.0,286.4252,3.0,23.34007787983864,32.58354210946709,16.131323219276965,45.27781816199422,281.3955159226898,280.2457278826041,278.54428930650465,276.8420177702792,275.3021724954014,271.9582067230658,268.6858607875183,59.20880853943528,273.11042903648917,5621.942300816998,4240.448221972212,,262.6033570001309,7256.98846984294,,,9278.958216555417,,9.411741035524756,3040.8755715191364,,254.88600143720402
6.0,52.1973,11.0,286.2115,3.0,23.33771841041744,32.57944952044636,16.129962224513292,45.27245196141303,281.3960597340483,280.246126644779,278.5447407833999,276.84252460184507,275.3026387785794,271.95831415971037,268.68600033968687,59.20319436490536,273.1106757023372,5621.948598699643,4240.456098765135,,262.6033988822601,7256.988183428532,,,9278.942407216877,,9.409903861116616,3040.882678750903,,254.88533479673785
6.0,57.0312,11.0,285.8519,3.0,16.5247,17.8728,8.4433,20.7103,285.7297,283.9466,282.3109,280.8454,279.0852,273.22700000000003,270.0864,27.6882,275.7299,5693.9995,4289.957,44.8825,266.9095,7347.561,41.2348,57.6153,9363.9404,59.4864,-1.8752,3073.5645,10583.0713,258.5548
6.0,69.7754,10.0,284.1231,3.0,23.332999470643703,32.571264340542264,16.127240234985948,45.26171956025065,281.3971473565325,280.2469241690124,278.545643737074,276.84353826509323,275.30357134516817,271.95852903302875,268.68627944390755,59.191966017708175,273.11116903397493,5621.961194464937,4240.47185235098,,262.60348264650383,7256.987610599841,,,9278.910788539795,,9.406229512300342,3040.8968932144344,,254.8840015155729
6.0,69.3848,10.0,284.2731,3.0,23.330640000291172,32.567171750590205,16.125879240222275,45.256353359669454,281.397691167891,280.24732293118717,278.5460952139693,276.8440450966591,275.30403762846254,271.95863646967337,268.6864189960179,59.18635184317827,273.1114156998228,5621.967492347583,4240.479729145764,,262.60352452861844,7256.987324185437,,,9278.894979201255,,9.404392337892203,3040.9040004462004,,254.8833348751068
6.0,68.1641,10.0,284.5932,3.0,18.1461,22.8609,8.4226,27.9208,284.6538,283.23400000000004,282.1645,281.2596,280.131,275.1022,271.0131,31.848000000000003,277.7419,5676.6914,4277.573,43.549,265.6101,7323.5005,46.3279,58.0666,9336.3018,58.4696,-3.5958,3064.6094,10562.832,257.4424
6.0,66.7969,10.0,284.8717,3.0,23.32592106051743,32.558986571617424,16.12315725069493,45.2456209603697,281.39877879060805,280.24812045542063,278.5469981677597,276.84505875990726,275.30497019493487,271.9588513429626,268.68669810029684,59.17512349411845,273.11190903146047,5621.980088112876,4240.4954827316105,,262.6036082928622,7256.986751356629,,,9278.86336052418,,9.400717989075927,3040.918214911595,,254.88200159394185
6.0,70.8008,10.0,285.2864,3.0,23.323561591096226,32.55489398166537,16.121796255931258,45.240254759788506,281.39932260173373,280.24851921759546,278.547449644655,276.84556559147313,275.30543647822924,271.9589587796072,268.6868376524071,59.169509319588535,273.1121556973085,5621.9863859936595,4240.503359526396,,262.6036501749768,7256.986464942222,,,9278.847551185638,,9.398880814667793,3040.9253221433614,,254.8813349534757
6.0,80.0781,11.0,285.7347,3.0,20.4544,30.6816,10.6972,28.1408,285.9316,284.5534,283.4252,282.8248,282.0224,277.2394,272.2427,34.7803,280.0234,5659.6836,4270.5005,42.648,264.9913,7299.2544,46.273,56.938,9312.7617,55.2108,-1.6651,3055.0623,10544.3486,255.1113
4.0,3.0273,9.0,285.7197,3.0,23.29760742280633,32.50987549405545,16.106825313996524,45.181226557120674,281.4053045262117,280.2529056012864,278.5524158902699,276.8511407392798,275.3105655941181,271.96014058272704,268.6883727257373,59.10775340348482,273.11486902140314,5622.0556627009055,4240.590004254133,,262.60411087831017,7256.983314383891,,,9278.673648461701,,9.378671895712612,3041.003501694649,,254.87400190741755
4.0,1.3184,9.0,284.8291,3.0,23.29524795245379,32.5057829041034,16.10546431923285,45.17586035653949,281.4058483375702,280.2533043634612,278.55286736716516,276.85164757084567,275.31103187741246,271.96024801937165,268.68851227790583,59.1021392289549,273.11511568719294,5622.061960583554,4240.597881047055,,262.6041527604248,7256.983027969487,,,9278.65783912316,,9.376834721304476,3041.0106089264154,,254.87333526695147
5.0,2.9785,9.0,284.0219,3.0,25.6214,30.221999999999998,20.9249,41.3985,284.0975,282.289,280.1523,278.1426,276.7553,277.6624,273.8795,57.4369,277.0214,5608.1748,4234.8442,46.1839,263.186,7222.3208,62.2364,56.1075,9246.832,61.2056,16.1462,3023.3469,10491.6406,251.1537
