date,str,ceiling
20160105090000, FEW 10   SCT 20   BKN 35  ,3500
20160105100000, FEW 3   SCT 10   BKN 35  ,3500
20160105110000, FEW 2   SCT 7   BKN 10  ,1000
20160105120000, FEW 2   SCT 10   BKN 25  ,2500
20160105210000, FEW 1   SCT 7   BKN 40  ,4000
20160105220000, FEW 2   SCT 20   BKN 40  ,4000
20160105230000, FEW 1   SCT 7   BKN 40  ,4000
20160106000000, FEW 2   SCT 25   BKN 40  ,4000
20160106010000, FEW 2   SCT 30   BKN 40  ,4000
20160106020000, FEW 1   SCT 30   BKN 40  ,4000
20160106030000, FEW 1   SCT 25   BKN 40  ,4000
20160106040000, FEW 2   SCT 20   BKN 30  ,3000
20160106050000, FEW 1   SCT 25   BKN 40  ,4000
20160106060000, FEW 2   SCT 30   BKN 40  ,4000
20160106070000, FEW 1   SCT 5   BKN 40  ,4000
20160106080000, FEW 2   SCT 40   BKN 50  ,5000
20160106090000, FEW 2   SCT 60   BKN 120  ,12000
20160106100000, FEW 2   SCT 100   BKN 120  ,12000
20160106110000, FEW 2   SCT 120   BKN 150  ,15000
20160106120000, FEW 2   SCT 120   BKN 150  ,15000
20160106210000, FEW 20   SCT 25   BKN 50  ,5000
20160106220000, FEW 30   SCT 35  ,-99999
20160106230000, FEW 35  ,-99999
20160107000000, FEW 35  ,-99999
20160107010000, FEW 35  ,-99999
20160107020000, FEW 20   SCT 30   BKN 40  ,4000
20160107030000, FEW 20   BKN 30  ,3000
20160107040000, FEW 20   SCT 30   BKN 40  ,4000
20160107050000, FEW 25   BKN 35  ,3500
20160107060000, FEW 25   BKN 35  ,3500
20160107070000, FEW 25   BKN 40  ,4000
20160107080000, FEW 25   BKN 40  ,4000
20160107090000, FEW 30   BKN 40  ,4000
20160107100000, FEW 30   BKN 40  ,4000
20160107110000, FEW 30   BKN 40  ,4000
20160107120000, FEW 30   BKN 35  ,3500
20160107210000, FEW 25   SCT 40   BKN 50  ,5000
20160107220000, FEW 25   SCT 35   BKN 50  ,5000
20160107230000, FEW 25   SCT 30   BKN 50  ,5000
20160108000000, FEW 15   SCT 25   BKN 35  ,3500
20160108010000, FEW 8   SCT 100   BKN -9999  ,-9999
20160108020000, FEW 8   SCT 15   BKN 45  ,4500
20160108030000, FEW 8   SCT 15   BKN 25  ,2500
20160108040000, FEW 10   SCT 20   BKN 30  ,3000
20160108050000, FEW 10   SCT 25   BKN 35  ,3500
20160108060000, FEW 10   SCT 20   BKN 30  ,3000
20160108070000, FEW 10   SCT 20  ,-99999
20160108080000, FEW 10   SCT 25   BKN 40  ,4000
20160108090000, FEW 15   BKN 40  ,4000
20160108100000, FEW 15   BKN 40  ,4000
20160108110000, FEW 15   SCT 25  ,-99999
20160108120000, FEW 20  ,-99999
20160108210000, FEW 30   BKN 45  ,4500
20160108220000, FEW 30   BKN 45  ,4500
20160108230000, FEW 30   BKN 45  ,4500
20160109000000, FEW 30   BKN 45  ,4500
20160109010000, FEW 35   BKN 45  ,4500
20160109020000, FEW 40   BKN 50  ,5000
20160109030000, FEW 40   BKN 50  ,5000
20160109040000, FEW 40   BKN 50  ,5000
20160109050000, FEW 40   BKN 50  ,5000
20160109060000, FEW 35   SCT 50  ,-99999
20160109070000, FEW 35   BKN 45  ,4500
20160109080000, FEW 35  ,-99999
20160109090000, FEW 35  ,-99999
20160109100000, FEW 35  ,-99999
20160109110000, FEW 35  ,-99999
20160109120000, FEW 35  ,-99999
20160109210000, FEW 30   BKN 40  ,4000
20160109220000, FEW 30   BKN 40   BKN 120  ,4000
20160109230000, FEW 40   BKN 110   BKN 140  ,11000
20160110000000, FEW 40   BKN 120   BKN 140  ,12000
20160110010000, FEW 40   SCT 110   BKN -9999  ,-9999
20160110020000, FEW 40   BKN 110  ,11000
20160110030000, FEW 40   BKN 110  ,11000
20160110040000, FEW 40   SCT 120   BKN 180  ,18000
20160110050000, FEW 40   BKN 100  ,10000
20160110060000, FEW 40   BKN 90  ,9000
20160110070000, FEW 40   BKN 90  ,9000
20160110080000, FEW 50   SCT 90   BKN 120  ,12000
20160110090000,-99999,-99999
20160110100000,-99999,-99999
20160110110000,-99999,-99999
20160110120000,-99999,-99999
20160110210000, FEW 40   BKN 50   BKN 80  ,5000
20160110220000, FEW 50   BKN 60   BKN 100  ,6000
20160110230000, FEW 40   SCT 50   BKN 100  ,10000
20160111000000, FEW 40   SCT 70   OVC 100  ,10000
20160111010000, FEW 50   BKN 80   OVC 100  ,8000
20160111020000, FEW 3   SCT 60   BKN 100  ,10000
20160111030000, FEW 6   SCT 50   BKN 80  ,8000
20160111040000, FEW 6   SCT 50   BKN 80  ,8000
20160111050000, FEW 8   BKN 40   BKN 80  ,4000
20160111060000, FEW 10   BKN 40   BKN 80  ,4000
20160111070000, FEW 10   BKN 40  ,4000
20160111080000, FEW 1   SCT 40   BKN 70  ,7000
20160111090000, FEW 1   BKN 40   BKN 70  ,4000
20160111100000, FEW 1   SCT 50   BKN 70  ,7000
20160111110000, FEW 1   SCT 60   OVC 120  ,12000
20160111120000, FEW 1   SCT 70   OVC 120  ,12000
20160111210000, FEW 30   SCT -9999  ,-99999
20160111220000, FEW 30   SCT 170  ,-99999
20160111230000, FEW 30   SCT -9999  ,-99999
20160112000000, FEW 20   SCT -9999  ,-99999
20160112010000, FEW 20  ,-99999
20160112020000, FEW 30   BKN 60  ,6000
20160112030000, FEW 30   BKN 45  ,4500
20160112040000, FEW 20   SCT 30   BKN 40  ,4000
20160112050000, FEW 20   BKN 30  ,3000
20160112060000, FEW 20   BKN 25   BKN 35  ,2500
20160112070000, FEW 20   SCT 30   BKN 50  ,5000
20160112080000, FEW 20   BKN 50  ,5000
20160112090000, FEW 25   BKN 50  ,5000
20160112100000, FEW 25   BKN 50  ,5000
20160112110000, FEW 25   BKN 45  ,4500
20160112120000, FEW 40  ,-99999
20160112210000, FEW 20   SCT 35   BKN 60  ,6000
20160112220000, FEW 20   SCT 35   BKN 50  ,5000
20160112230000, FEW 25   SCT 30   BKN 40  ,4000
20160113000000, FEW 25   SCT 30   BKN 40  ,4000
20160113010000, FEW 15   SCT 30   BKN 40  ,4000
20160113020000, FEW 15   SCT 30   BKN 40  ,4000
20160113030000, FEW 15   SCT 70  ,-99999
20160113040000, FEW 20   BKN 40  ,4000
20160113050000, FEW 15   SCT 35  ,-99999
20160113060000, FEW 15   BKN 35  ,3500
20160113070000, FEW 20  ,-99999
20160113080000, FEW 15   SCT -9999  ,-99999
20160113090000, FEW 15  ,-99999
20160113100000, FEW 15   SCT 50  ,-99999
20160113110000, FEW 15   BKN 50  ,5000
20160113120000, FEW 20   BKN 60  ,6000
20160113210000, FEW 20   BKN 40  ,4000
20160113220000, FEW 20   BKN 60   BKN -9999  ,-9999
20160113230000, FEW 20   BKN -9999  ,-9999
20160114000000, FEW 25   BKN -9999  ,-9999
20160114010000, FEW 35   BKN -9999  ,-9999
20160114020000, FEW 30   BKN -9999  ,-9999
20160114030000, FEW 30   BKN 40   BKN -9999  ,-9999
20160114040000, FEW 25   SCT 40   BKN -9999  ,-9999
20160114050000, FEW 25   BKN 35   BKN -9999  ,-9999
20160114060000, FEW 25   BKN 35   BKN -9999  ,-9999
20160114070000, FEW 25   BKN 35   BKN -9999  ,-9999
20160114080000, FEW 35   BKN -9999  ,-9999
20160114090000, FEW 40   BKN -9999  ,-9999
20160114100000, FEW 40   BKN -9999  ,-9999
20160114110000, FEW 40   BKN -9999  ,-9999
20160114120000, FEW 40   SCT -9999  ,-99999
20160114210000, FEW 40  ,-99999
20160114220000,-99999,-99999
20160114230000,-99999,-99999
20160115000000,-99999,-99999
20160115010000,-99999,-99999
20160115020000,-99999,-99999
20160115030000,-99999,-99999
20160115040000, FEW 45   SCT 50   BKN 70  ,7000
20160115050000, FEW 40   SCT 45   BKN 50  ,5000
20160115060000, FEW 35   SCT 50   BKN 70  ,7000
20160115070000, FEW 45   SCT 70   OVC 100  ,10000
20160115080000, FEW 40   SCT 50   OVC 90  ,9000
20160115090000, FEW 40   SCT 60   BKN 100  ,10000
20160115100000, FEW 40   SCT 60   BKN 120  ,12000
20160115110000, FEW 40   SCT 60   BKN 120  ,12000
20160115120000, FEW 40   BKN 60  ,6000
20160115210000, FEW 40  ,-99999
20160115220000, FEW 40  ,-99999
20160115230000,-99999,-99999
20160116000000,-99999,-99999
20160116010000,-99999,-99999
20160116020000,-99999,-99999
20160116030000,-99999,-99999
20160116040000,-99999,-99999
20160116050000, FEW 30  ,-99999
20160116060000, FEW 30  ,-99999
20160116070000,-99999,-99999
20160116080000,-99999,-99999
20160116090000,-99999,-99999
20160116100000,-99999,-99999
20160116110000,-99999,-99999
20160116120000,-99999,-99999
20160116210000, FEW 30   BKN -9999  ,-9999
20160116220000, FEW 30   SCT 50   BKN 150  ,15000
20160116230000, FEW 40   BKN 60   BKN 100  ,6000
20160117000000, FEW 40   BKN 60   BKN 100  ,6000
20160117010000, FEW 30   BKN 50   BKN 100  ,5000
20160117020000, FEW 30   BKN 60   BKN 80  ,6000
20160117030000, FEW 30   BKN 50   OVC 100  ,5000
20160117040000, FEW 25   BKN 50   OVC 100  ,5000
20160117050000, FEW 10   SCT 45   BKN 60  ,6000
20160117060000, FEW 8   BKN 40   BKN 60  ,4000
20160117070000, FEW 5   SCT 25   BKN 60  ,6000
20160117080000, FEW 6   SCT 25   BKN 60  ,6000
20160117090000, FEW 8   SCT 30   BKN 60  ,6000
20160117100000, FEW 10   SCT 30   BKN 50  ,5000
20160117110000, FEW 10   SCT 20   BKN 50  ,5000
20160117120000, FEW 10   SCT 20   BKN 25  ,2500
20160117210000, FEW 10   SCT 15   BKN 20  ,2000
20160117220000, FEW 10   SCT 20  ,-99999
20160117230000, FEW 10   SCT 15   BKN 20  ,2000
20160118000000, FEW 10   SCT 20  ,-99999
20160118010000, FEW 10   SCT 15   BKN 25  ,2500
20160118020000, FEW 15  ,-99999
20160118030000, FEW 20   SCT 35  ,-99999
20160118040000, FEW 10   SCT 20   BKN 35  ,3500
20160118050000, FEW 10   SCT 25   BKN 40  ,4000
20160118060000, FEW 20  ,-99999
20160118070000, FEW 15   SCT 30   BKN 45  ,4500
20160118080000, FEW 15   SCT 30   BKN 45  ,4500
20160118090000, FEW 15   SCT 30   BKN 45  ,4500
20160118100000, FEW 10   SCT 20   BKN 30  ,3000
20160118110000, FEW 15   SCT 30   BKN 40  ,4000
20160118120000, FEW 15   SCT 30   BKN 40  ,4000
20160118210000, FEW 5   SCT 20   BKN 30  ,3000
20160118220000, FEW 5   SCT 20   BKN 45  ,4500
20160118230000, FEW 5   SCT 15   BKN 25  ,2500
20160119000000, FEW 5   BKN 30  ,3000
20160119010000, FEW 8   SCT 20   BKN 25  ,2500
20160119020000, FEW 5   SCT 20   BKN 30  ,3000
20160119030000, FEW 10   BKN 25  ,2500
20160119040000, FEW 5   SCT 25   BKN 30  ,3000
20160119050000, FEW 5   BKN 20  ,2000
20160119060000, FEW 5   SCT 10   BKN 20  ,2000
20160119070000, FEW 5   SCT 10   BKN 20  ,2000
20160119080000, FEW 10   SCT 20   BKN 40  ,4000
20160119090000, FEW 5   SCT 15   BKN 30  ,3000
20160119100000, FEW 5   SCT 15   BKN 30  ,3000
20160119110000, FEW 5   SCT 10   BKN 20  ,2000
20160119120000, FEW 8   SCT 35   BKN 45  ,4500
20160119210000, FEW 10   SCT 25   BKN 35  ,3500
20160119220000, FEW 20  ,-99999
20160119230000, FEW 25  ,-99999
20160120000000, FEW 25  ,-99999
20160120010000, FEW 25  ,-99999
20160120020000, FEW 25   SCT 30  ,-99999
20160120030000, FEW 30  ,-99999
20160120040000, SCT 30  ,-99999
20160120050000, SCT 30  ,-99999
20160120060000, SCT 30  ,-99999
20160120070000, FEW 30  ,-99999
20160120080000, FEW 30  ,-99999
20160120090000, FEW 30  ,-99999
20160120100000, FEW 30  ,-99999
20160120110000, FEW 30  ,-99999
20160120120000, FEW 30  ,-99999
20160120210000, FEW 30   BKN 150   BKN -9999  ,-9999
20160120220000, FEW 30   SCT 130   BKN 150  ,15000
20160120230000,-99999,-99999
20160121000000,-99999,-99999
20160121010000, FEW 20   SCT 120   BKN 150  ,15000
20160121020000, FEW 50   BKN 70   BKN 120  ,7000
20160121030000, FEW 25   BKN 70   BKN 100  ,7000
20160121040000, FEW 25   SCT 30   BKN 60  ,6000
20160121050000, FEW 25   SCT 30   BKN 60  ,6000
20160121060000, FEW 15   SCT 35   BKN 50  ,5000
20160121070000, FEW 10   SCT 40   BKN 60  ,6000
20160121080000, FEW 10   SCT 45   BKN 60  ,6000
20160121090000, FEW 10   SCT 50   BKN 70  ,7000
20160121100000, FEW 15   SCT 60   OVC 70  ,7000
20160121110000, FEW 15   SCT 80   OVC 100  ,10000
20160121120000, FEW 15   SCT 60   BKN 70  ,7000
20160121210000, FEW 15   BKN 140  ,14000
20160121220000, FEW 30   BKN 150  ,15000
20160121230000, FEW 50   BKN 150   BKN -9999  ,-9999
20160122000000, FEW 50   BKN -9999  ,-9999
20160122010000, FEW 50   BKN -9999  ,-9999
20160122020000,-99999,-99999
20160122030000,-99999,-99999
20160122040000,-99999,-99999
20160122050000, FEW 40   BKN 150   BKN -9999  ,-9999
20160122060000, FEW 50   BKN 150   BKN -9999  ,-9999
20160122070000, FEW 50   BKN 150   BKN -9999  ,-9999
20160122080000, FEW 50   BKN 150   BKN -9999  ,-9999
20160122090000, FEW 50   SCT 150   BKN -9999  ,-9999
20160122100000,-99999,-99999
20160122110000,-99999,-99999
20160122120000, FEW 50   BKN 120   BKN -9999  ,-9999
20160122210000, FEW 20   SCT 40   BKN 50  ,5000
20160122220000, FEW 20   SCT 40   BKN 100  ,10000
20160122230000, FEW 30   SCT 120   BKN -9999  ,-9999
20160123000000, FEW 30   BKN 120  ,12000
20160123010000, FEW 30   BKN 120  ,12000
20160123020000, FEW 30   BKN 110  ,11000
20160123030000, FEW 30   BKN 110  ,11000
20160123040000, FEW 30   BKN 40   BKN 120  ,4000
20160123050000, FEW 20   SCT 30   BKN 40  ,4000
20160123060000, FEW 10   SCT 20   BKN 25  ,2500
20160123070000, FEW 10   SCT 20   BKN 40  ,4000
20160123080000, FEW 15   SCT 30   BKN 140  ,14000
20160123090000, FEW 10   SCT 15   BKN 20  ,2000
20160123100000, FEW 10   SCT 30   BKN 60  ,6000
20160123110000, FEW 10   SCT 30   BKN 50  ,5000
20160123120000, FEW 10   SCT 20   BKN 25  ,2500
20160123210000, FEW 5   SCT 15   BKN 25  ,2500
20160123220000, FEW 5   SCT 10   BKN 20  ,2000
20160123230000, FEW 5   SCT 10   BKN 15  ,1500
20160124000000, FEW 3   SCT 10   BKN 15  ,1500
20160124010000, FEW 5   SCT 10   BKN 15  ,1500
20160124020000, FEW 3   SCT 10   BKN 15  ,1500
20160124030000, FEW 5   SCT 10   BKN 15  ,1500
20160124040000, FEW 3   SCT 10   BKN 15  ,1500
20160124050000, FEW 5   SCT 10   BKN 15  ,1500
20160124060000, FEW 3   SCT 10   BKN 15  ,1500
20160124070000, FEW 3   SCT 10   BKN 15  ,1500
20160124080000, FEW 3   SCT 10   BKN 15  ,1500
20160124090000, FEW 3   SCT 10   BKN 15  ,1500
20160124100000, FEW 5   SCT 15   BKN 25  ,2500
20160124110000, FEW 5   SCT 15   BKN 25  ,2500
20160124120000, FEW 5   SCT 15   BKN 25  ,2500
20160124210000, FEW 30  ,-99999
20160124220000, FEW 35  ,-99999
20160124230000, FEW 30  ,-99999
20160125000000, FEW 30  ,-99999
20160125010000, FEW 40   BKN 50  ,5000
20160125020000, FEW 20   BKN 40  ,4000
20160125030000, FEW 20   BKN 45  ,4500
20160125040000, FEW 20   BKN 30  ,3000
20160125050000, FEW 20   BKN 25  ,2500
20160125060000, FEW 20   BKN 25  ,2500
20160125070000, FEW 20   BKN 25  ,2500
20160125080000, FEW 20   SCT 30  ,-99999
20160125090000, FEW 20  ,-99999
20160125100000, FEW 20  ,-99999
20160125110000, FEW 20  ,-99999
20160125120000, FEW 20   SCT 30  ,-99999
20160125210000, FEW 25   BKN 35  ,3500
20160125220000, FEW 25   BKN 60  ,6000
20160125230000, FEW 30   BKN 60  ,6000
20160126000000, FEW 30   SCT 40   BKN 50  ,5000
20160126010000, FEW 30   BKN 50  ,5000
20160126020000, FEW 30   BKN 50  ,5000
20160126030000, FEW 30   BKN 50  ,5000
20160126040000, FEW 20   BKN 25   BKN 50  ,2500
20160126050000, FEW 15   SCT 20   BKN 30  ,3000
20160126060000, FEW 15   SCT 20   BKN 30  ,3000
20160126070000, FEW 15   SCT 20   BKN 30  ,3000
20160126080000, FEW 15   SCT 25   BKN 30  ,3000
20160126090000, FEW 15   SCT 25   BKN 60  ,6000
20160126100000, FEW 10   SCT 20   BKN 30  ,3000
20160126110000, FEW 10   SCT 20   BKN 30  ,3000
20160126120000, FEW 10   BKN 30  ,3000
20160126210000, FEW 10   SCT 40  ,-99999
20160126220000, FEW 20   SCT 45   BKN -9999  ,-9999
20160126230000, FEW 25   SCT 45   BKN -9999  ,-9999
20160127000000, FEW 25   BKN -9999  ,-9999
20160127010000, FEW 25   BKN 30   BKN -9999  ,-9999
20160127020000, FEW 20   BKN 180  ,18000
20160127030000, FEW 20   BKN 170  ,17000
20160127040000, FEW 25   SCT 170   BKN -9999  ,-9999
20160127050000, FEW 25   SCT 80   BKN -9999  ,-9999
20160127060000, FEW 25   SCT 80   BKN -9999  ,-9999
20160127070000, FEW 30   BKN 70   BKN -9999  ,-9999
20160127080000, FEW 30   BKN 70   BKN -9999  ,-9999
20160127090000, FEW 30   BKN 70  ,7000
20160127100000, FEW 30   SCT 70  ,-99999
20160127110000, FEW 30   BKN 70  ,7000
20160127120000, FEW 30   BKN 70  ,7000
20160127210000, FEW 20   BKN 25  ,2500
20160127220000, FEW 20   BKN 25   BKN 40  ,2500
20160127230000, FEW 20   BKN 40   BKN 90  ,4000
20160128000000, FEW 20   SCT 25   BKN 30  ,3000
20160128010000, FEW 15   BKN 25   BKN 35  ,2500
20160128020000, FEW 15   SCT 25   BKN 35  ,3500
20160128030000, FEW 20   SCT 30   BKN 40  ,4000
20160128040000, FEW 25   SCT 35   BKN 45  ,4500
20160128050000, FEW 30   SCT 40   BKN 80  ,8000
20160128060000, FEW 40   BKN 80   BKN -9999  ,-9999
20160128070000, FEW 25   SCT 35   BKN 80  ,8000
20160128080000, FEW 20   SCT 25   BKN 30  ,3000
20160128090000, FEW 20   SCT 25   BKN 30  ,3000
20160128100000, FEW 20   SCT 35   BKN 100  ,10000
20160128110000, FEW 25   SCT 45   BKN 100  ,10000
20160128120000, FEW 25   SCT 80   BKN 100  ,10000
20160128210000, FEW 5   SCT 10   BKN 25  ,2500
20160128220000, FEW 5   SCT 10   BKN 20  ,2000
20160128230000, FEW 3   SCT 10   BKN 15  ,1500
20160129000000, FEW 3   SCT 20   BKN 30  ,3000
20160129010000, FEW 1   SCT 2   BKN 15  ,1500
20160129020000, FEW 1   SCT 3   BKN 8  ,800
20160129030000, FEW 1   SCT 2   BKN 6  ,600
20160129040000, FEW 1   SCT 2   BKN 5  ,500
20160129050000, FEW 1   SCT 3   BKN 15  ,1500
20160129060000, FEW 2   SCT 70   OVC 90  ,9000
20160129070000, FEW 2   SCT 15   BKN 20  ,2000
20160129080000, FEW 2   SCT 5   BKN 8  ,800
20160129090000, FEW 2   SCT 4   BKN 6  ,600
20160129100000, FEW 2   SCT 10   BKN 15  ,1500
20160129110000, FEW 2   SCT 4   BKN 6  ,600
20160129120000, FEW 2   SCT 4   BKN 6  ,600
20160129210000, FEW 1   SCT 3   BKN -9999  ,-9999
20160129220000, FEW 2   SCT 30   BKN 120  ,12000
20160129230000, FEW 2   BKN 160   BKN -9999  ,-9999
20160130000000, FEW 2   SCT 160   BKN -9999  ,-9999
20160130010000, FEW 5   SCT 15   BKN -9999  ,-9999
20160130020000, FEW 5   SCT 10   BKN -9999  ,-9999
20160130030000, FEW 15   SCT 25   BKN -9999  ,-9999
20160130040000, FEW 20   BKN -9999  ,-9999
20160130050000, FEW 20   SCT 25   BKN -9999  ,-9999
20160130060000, FEW 20   SCT 25   BKN -9999  ,-9999
20160130070000, FEW 20   SCT 25   BKN 120  ,12000
20160130080000, FEW 20   BKN 120  ,12000
20160130090000, FEW 20   BKN 120  ,12000
20160130100000, FEW 20   SCT 120  ,-99999
20160130110000, FEW 20   SCT 120  ,-99999
20160130120000, FEW 20   SCT 120  ,-99999
20160130210000, FEW 25  ,-99999
20160130220000, FEW 30  ,-99999
20160130230000, FEW 30  ,-99999
20160131000000, FEW 30  ,-99999
20160131010000, FEW 30   SCT 120  ,-99999
20160131020000, FEW 25   SCT 120  ,-99999
20160131030000, FEW 25   SCT 40  ,-99999
20160131040000, FEW 25   SCT 40  ,-99999
20160131050000, FEW 35   SCT 45  ,-99999
20160131060000, FEW 40  ,-99999
20160131070000, FEW 40  ,-99999
20160131080000, FEW 40  ,-99999
20160131090000, FEW 40  ,-99999
20160131100000, FEW 40  ,-99999
20160131110000, FEW 40  ,-99999
20160131120000, FEW 40  ,-99999
20160131210000, FEW 50   BKN 70   BKN 100  ,7000
20160131220000, FEW 30   BKN 50   BKN 70  ,5000
20160131230000, FEW 35   SCT 80   BKN 120  ,12000
20160201000000, FEW 35   SCT 80   BKN 120  ,12000
20160201010000, FEW 35   SCT 50   BKN 100  ,10000
20160201020000, FEW 35   SCT 60   BKN 100  ,10000
20160201030000, FEW 30   SCT 40   BKN 100  ,10000
20160201040000, FEW 30   SCT 40   OVC 120  ,12000
20160201050000, FEW 25   SCT 40   OVC 100  ,10000
20160201060000, FEW 20   SCT 30   BKN 40  ,4000
20160201070000, FEW 15   SCT 30   BKN 50  ,5000
20160201080000, FEW 15   SCT 30   OVC 100  ,10000
20160201090000, FEW 15   SCT 30   OVC 100  ,10000
20160201100000, FEW 15   SCT 25   OVC 100  ,10000
20160201110000, FEW 15   OVC 100  ,10000
20160201120000, FEW 15   BKN 170  ,17000
20160201210000, FEW 35   BKN 40  ,4000
20160201220000, FEW 35   SCT 40   BKN 150  ,15000
20160201230000, FEW 45   BKN -9999  ,-9999
20160202000000, FEW 25   BKN -9999  ,-9999
20160202010000, FEW 30   BKN -9999  ,-9999
20160202020000, FEW 35   BKN -9999  ,-9999
20160202030000, FEW 35   BKN -9999  ,-9999
20160202040000, FEW 35   BKN -9999  ,-9999
20160202050000, FEW 35   BKN -9999  ,-9999
20160202060000, FEW 40   BKN -9999  ,-9999
20160202070000, FEW 40   BKN -9999  ,-9999
20160202080000, FEW 40   BKN -9999  ,-9999
20160202090000, FEW 40   BKN -9999  ,-9999
20160202100000, FEW 40   BKN -9999  ,-9999
20160202110000, FEW 40   BKN -9999  ,-9999
20160202120000, FEW 40   SCT -9999  ,-99999
20160202210000, FEW 30  ,-99999
20160202220000, FEW 15  ,-99999
20160202230000, FEW 15  ,-99999
20160203000000, FEW 20   SCT -9999  ,-99999
20160203010000, FEW 25   SCT -9999  ,-99999
20160203020000, FEW 25   SCT -9999  ,-99999
20160203030000, FEW 30   SCT -9999  ,-99999
20160203040000, FEW 30   BKN -9999  ,-9999
20160203050000, FEW 40  ,-99999
20160203060000, FEW 40  ,-99999
20160203070000, FEW 40  ,-99999
20160203080000, FEW 35  ,-99999
20160203090000, FEW 35  ,-99999
20160203100000, FEW 35  ,-99999
20160203110000, FEW 35  ,-99999
20160203120000, FEW 35  ,-99999
20160203210000, FEW 30  ,-99999
20160203220000, FEW 30  ,-99999
20160203230000, FEW 30   BKN -9999  ,-9999
20160204000000,-99999,-99999
20160204010000, FEW 30   SCT -9999  ,-99999
20160204020000, FEW 30  ,-99999
20160204030000, FEW 30  ,-99999
20160204040000, FEW 30  ,-99999
20160204050000, FEW 35   BKN -9999  ,-9999
20160204060000, FEW 35   BKN -9999  ,-9999
20160204070000,-99999,-99999
20160204080000,-99999,-99999
20160204090000,-99999,-99999
20160204100000,-99999,-99999
20160204110000,-99999,-99999
20160204120000,-99999,-99999
20160204210000,-99999,-99999
20160204220000,-99999,-99999
20160204230000, FEW 30   BKN -9999  ,-9999
20160205000000,-99999,-99999
20160205010000,-99999,-99999
20160205020000,-99999,-99999
20160205030000,-99999,-99999
20160205040000,-99999,-99999
20160205050000,-99999,-99999
20160205060000,-99999,-99999
20160205070000,-99999,-99999
20160205080000,-99999,-99999
