date,CIG,CIG_category
20170114230000,-99999,99999
20170115000000,-99999,99999
20170115010000,-99999,99999
20170115020000,-99999,99999
20170115030000,-99999,99999
20170115040000,-99999,99999
20170115050000,-99999,99999
20170115060000,-99999,99999
20170115070000,-99999,99999
20170115080000,-99999,99999
20170115090000,-99999,99999
20170115100000,-99999,99999
20170115110000,-99999,99999
20170115120000,-99999,99999
20170115210000,-99999,99999
20170115220000,-99999,99999
20170115230000,-99999,99999
20170116000000,-99999,99999
20170116010000,-99999,99999
20170116020000,-99999,99999
20170116030000,-99999,99999
20170116040000,-99999,99999
20170116050000,-99999,99999
20170116060000,-99999,99999
20170116070000,-99999,99999
20170116080000,-99999,99999
20170116090000,-99999,99999
20170116100000,-99999,99999
20170116110000,-99999,99999
20170116120000,-99999,99999
20170116210000,-99999,99999
20170116220000,-99999,99999
20170116230000,-99999,99999
20170117000000,-99999,99999
20170117010000,-99999,99999
20170117020000,-9999,1
20170117030000,-99999,99999
20170117040000,-99999,99999
20170117050000,-9999,1
20170117060000,-99999,99999
20170117070000,-99999,99999
20170117080000,-9999,1
20170117090000,-99999,99999
20170117100000,-99999,99999
20170117110000,14000,6
20170117120000,-99999,99999
20170117210000,4500,6
20170117220000,5000,6
20170117230000,3500,5
20170118000000,3000,5
20170118010000,3000,5
20170118020000,3000,5
20170118030000,3000,5
20170118040000,3000,5
20170118050000,2000,5
20170118060000,4000,6
20170118070000,5000,6
20170118080000,4500,6
20170118090000,4500,6
20170118100000,4500,6
20170118110000,2500,5
20170118120000,3000,5
20170118210000,13000,6
20170118220000,14000,6
20170118230000,14000,6
20170119000000,-9999,1
20170119010000,-9999,1
20170119020000,-99999,99999
20170119030000,-9999,1
20170119040000,10000,6
20170119050000,10000,6
20170119060000,10000,6
20170119070000,5000,6
20170119080000,-9999,1
20170119090000,-9999,1
20170119100000,-9999,1
20170119110000,10000,6
20170119120000,10000,6
20170119210000,2000,5
20170119220000,2000,5
20170119230000,8000,6
20170120000000,1500,4
20170120010000,3000,5
20170120020000,4000,6
20170120030000,7000,6
20170120040000,4000,6
20170120050000,4000,6
20170120060000,-99999,99999
20170120070000,4000,6
20170120080000,3000,5
20170120090000,2500,5
20170120100000,5000,6
20170120110000,5000,6
20170120120000,5000,6
20170120210000,-99999,99999
20170120220000,-99999,99999
20170120230000,-99999,99999
20170121000000,-99999,99999
20170121010000,-99999,99999
20170121020000,-99999,99999
20170121030000,-99999,99999
20170121040000,-99999,99999
20170121050000,-99999,99999
20170121060000,-99999,99999
20170121070000,-99999,99999
20170121080000,-99999,99999
20170121090000,-99999,99999
20170121100000,-99999,99999
20170121110000,-99999,99999
20170121120000,4000,6
20170121210000,5000,6
20170121220000,4000,6
20170121230000,5000,6
20170122000000,3000,5
20170122010000,2500,5
20170122020000,6000,6
20170122030000,4000,6
20170122040000,3000,5
20170122050000,3000,5
20170122060000,4500,6
20170122070000,4500,6
20170122080000,4500,6
20170122090000,-99999,99999
20170122100000,-99999,99999
20170122110000,-99999,99999
20170122120000,5000,6
20170122210000,4500,6
20170122220000,4500,6
20170122230000,4500,6
20170123000000,4000,6
20170123010000,2000,5
20170123020000,2000,5
20170123030000,-99999,99999
20170123040000,-99999,99999
20170123050000,3500,5
20170123060000,4000,6
20170123070000,-99999,99999
20170123080000,-99999,99999
20170123090000,-99999,99999
20170123100000,-99999,99999
20170123110000,-99999,99999
20170123120000,-99999,99999
20170123210000,4000,6
20170123220000,4500,6
20170123230000,4500,6
20170124000000,4000,6
20170124010000,4500,6
20170124020000,4000,6
20170124030000,4000,6
20170124040000,3000,5
20170124050000,4000,6
20170124060000,-99999,99999
20170124070000,-99999,99999
20170124080000,-99999,99999
20170124090000,-99999,99999
20170124100000,-99999,99999
20170124110000,-99999,99999
20170124120000,-99999,99999
20170124210000,-99999,99999
20170124220000,-99999,99999
20170124230000,-99999,99999
20170125000000,-99999,99999
20170125010000,-99999,99999
20170125020000,-99999,99999
20170125030000,-99999,99999
20170125040000,-99999,99999
20170125050000,-99999,99999
20170125060000,-99999,99999
20170125070000,-99999,99999
20170125080000,-99999,99999
20170125090000,-99999,99999
20170125100000,-99999,99999
20170125110000,-99999,99999
20170125120000,-99999,99999
20170125210000,-99999,99999
20170125220000,-99999,99999
20170125230000,-99999,99999
20170126000000,-99999,99999
20170126010000,-99999,99999
20170126020000,-99999,99999
20170126030000,-99999,99999
20170126040000,-99999,99999
20170126050000,-99999,99999
20170126060000,-99999,99999
20170126070000,-99999,99999
20170126080000,-99999,99999
20170126090000,-99999,99999
20170126100000,-99999,99999
20170126110000,-99999,99999
20170126120000,-99999,99999
20170126210000,-99999,99999
20170126220000,4500,6
20170126230000,5000,6
20170127000000,-99999,99999
20170127010000,-99999,99999
20170127020000,6000,6
20170127030000,-9999,1
20170127040000,-9999,1
20170127050000,-9999,1
20170127060000,-9999,1
20170127070000,-9999,1
20170127080000,-9999,1
20170127090000,-99999,99999
20170127100000,-9999,1
20170127110000,-9999,1
20170127120000,-9999,1
20170127210000,-99999,99999
20170127220000,-99999,99999
20170127230000,-99999,99999
20170128000000,-99999,99999
20170128010000,-99999,99999
20170128020000,-99999,99999
20170128030000,-99999,99999
20170128040000,-99999,99999
20170128050000,-99999,99999
20170128060000,-99999,99999
20170128070000,-99999,99999
20170128080000,-99999,99999
20170128090000,-99999,99999
20170128100000,-99999,99999
20170128110000,-99999,99999
20170128120000,-99999,99999
20170128210000,-9999,1
20170128220000,-9999,1
20170128230000,6000,6
20170129000000,5000,6
20170129010000,3500,5
20170129020000,3000,5
20170129030000,7000,6
20170129040000,2000,5
20170129050000,2000,5
20170129060000,3000,5
20170129070000,10000,6
20170129080000,10000,6
20170129090000,3000,5
20170129100000,2500,5
20170129110000,2000,5
20170129120000,6000,6
20170129210000,3000,5
20170129220000,8000,6
20170129230000,3000,5
20170130000000,2500,5
20170130010000,5000,6
20170130020000,9000,6
20170130030000,2500,5
20170130040000,-99999,99999
20170130050000,-99999,99999
20170130060000,-99999,99999
20170130070000,-99999,99999
20170130080000,-99999,99999
20170130090000,-99999,99999
20170130100000,-99999,99999
20170130110000,-99999,99999
20170130120000,-99999,99999
20170130210000,-99999,99999
20170130220000,-99999,99999
20170130230000,-99999,99999
20170131000000,-99999,99999
20170131010000,-99999,99999
20170131020000,-99999,99999
20170131030000,-99999,99999
20170131040000,-99999,99999
20170131050000,-99999,99999
20170131060000,-99999,99999
20170131070000,-99999,99999
20170131080000,-99999,99999
20170131090000,-99999,99999
20170131100000,-99999,99999
20170131110000,4000,6
20170131120000,4000,6
20170131210000,4000,6
20170131220000,4000,6
20170131230000,3500,5
20170201000000,4000,6
20170201010000,4500,6
20170201020000,4000,6
20170201030000,2000,5
20170201040000,6000,6
20170201050000,10000,6
20170201060000,-99999,99999
20170201070000,-99999,99999
20170201080000,-99999,99999
20170201090000,-99999,99999
20170201100000,-99999,99999
20170201110000,-99999,99999
20170201120000,-99999,99999
20170201210000,-99999,99999
20170201220000,-99999,99999
20170201230000,-99999,99999
20170202000000,-99999,99999
20170202010000,-99999,99999
20170202020000,-99999,99999
20170202030000,-99999,99999
20170202040000,-99999,99999
20170202050000,-99999,99999
20170202060000,-99999,99999
20170202070000,-99999,99999
20170202080000,-99999,99999
20170202090000,-99999,99999
20170202100000,-99999,99999
20170202110000,-99999,99999
20170202120000,-99999,99999
20170202210000,-99999,99999
20170202220000,-99999,99999
20170202230000,-99999,99999
20170203000000,-99999,99999
20170203010000,-99999,99999
20170203020000,-99999,99999
20170203030000,-99999,99999
20170203040000,-99999,99999
20170203050000,-99999,99999
20170203060000,-99999,99999
20170203070000,-99999,99999
20170203080000,-99999,99999
20170203090000,-99999,99999
20170203100000,-99999,99999
20170203110000,-99999,99999
20170203120000,-99999,99999
20170203210000,-99999,99999
20170203220000,-99999,99999
20170203230000,-99999,99999
20170204000000,-99999,99999
20170204010000,-99999,99999
20170204020000,-99999,99999
20170204030000,-99999,99999
20170204040000,-99999,99999
20170204050000,-99999,99999
20170204060000,7000,6
20170204070000,7000,6
20170204080000,7000,6
20170204090000,7000,6
20170204100000,4500,6
20170204110000,7000,6
20170204120000,7000,6
20170204210000,4500,6
20170204220000,4000,6
20170204230000,1500,4
20170205000000,5000,6
20170205010000,7000,6
20170205020000,1500,4
20170205030000,800,3
20170205040000,1500,4
20170205050000,1500,4
20170205060000,2000,5
20170205070000,-9999,1
20170205080000,4000,6
20170205090000,-99999,99999
20170205100000,2000,5
20170205110000,-99999,99999
20170205120000,-99999,99999
20170205210000,-99999,99999
20170205220000,-99999,99999
20170205230000,-99999,99999
20170206000000,-99999,99999
20170206010000,-99999,99999
20170206020000,-99999,99999
20170206030000,-99999,99999
20170206040000,-99999,99999
20170206060000,-99999,99999
20170206080000,-9999,1
20170206100000,-99999,99999
20170206110000,-99999,99999
20170206210000,-9999,1
20170206220000,-9999,1
20170206230000,-99999,99999
20170207000000,10000,6
20170207010000,-99999,99999
20170207040000,-99999,99999
20170207080000,-99999,99999
20170207090000,-99999,99999
20170207100000,-99999,99999
20170207110000,-99999,99999
20170207120000,-99999,99999
20170207210000,-99999,99999
20170207220000,-99999,99999
20170207230000,-99999,99999
20170208000000,-99999,99999
20170208010000,-99999,99999
20170208020000,-99999,99999
20170208030000,-99999,99999
20170208040000,10000,6
20170208050000,9000,6
20170208060000,12000,6
20170208070000,8000,6
20170208080000,8000,6
20170208090000,9000,6
20170208100000,8000,6
20170208110000,6000,6
20170208120000,7000,6
20170208210000,3500,5
20170208220000,2500,5
20170208230000,2500,5
20170209000000,4000,6
20170209010000,-99999,99999
20170209020000,3500,5
20170209030000,5000,6
20170209040000,5000,6
20170209050000,5000,6
20170209060000,4000,6
20170209070000,4000,6
20170209080000,3500,5
20170209090000,5000,6
20170209100000,5000,6
20170209110000,5000,6
20170209120000,3000,5
20170209210000,5000,6
20170209220000,6000,6
20170209230000,2000,5
20170210000000,1500,4
20170210010000,1500,4
20170210020000,3000,5
20170210030000,3000,5
20170210040000,1200,4
20170210050000,3000,5
20170210060000,-99999,99999
20170210070000,-99999,99999
20170210080000,3000,5
20170210090000,2000,5
20170210100000,2500,5
20170210110000,2500,5
20170210120000,-99999,99999
20170210210000,3000,5
20170210220000,3000,5
20170210230000,3000,5
20170211000000,1500,4
20170211010000,-99999,99999
20170211020000,2500,5
20170211030000,3000,5
20170211040000,4000,6
20170211050000,4000,6
20170211060000,4000,6
20170211070000,-99999,99999
20170211080000,-99999,99999
20170211090000,-99999,99999
20170211100000,-99999,99999
20170211110000,-99999,99999
20170211120000,-99999,99999
20170211210000,6000,6
20170211220000,-99999,99999
20170211230000,-99999,99999
20170212000000,-99999,99999
20170212010000,-99999,99999
20170212020000,4000,6
20170212030000,4500,6
20170212040000,-99999,99999
20170212050000,4500,6
20170212060000,-9999,1
20170212070000,-99999,99999
20170212080000,-99999,99999
20170212090000,-99999,99999
20170212100000,-99999,99999
20170212110000,-99999,99999
20170212120000,-99999,99999
20170212210000,-99999,99999
20170212220000,-99999,99999
20170212230000,-99999,99999
20170213000000,-99999,99999
20170213010000,-99999,99999
20170213020000,-99999,99999
20170213030000,-99999,99999
20170213040000,-99999,99999
20170213050000,-99999,99999
20170213060000,-99999,99999
20170213070000,-99999,99999
20170213080000,-99999,99999
20170213090000,-99999,99999
20170213100000,-99999,99999
20170213110000,-99999,99999
20170213120000,-99999,99999
20170213210000,-99999,99999
20170213220000,-99999,99999
20170213230000,-99999,99999
20170214000000,4000,6
20170214010000,4000,6
20170214020000,-99999,99999
20170214030000,-99999,99999
20170214040000,-99999,99999
20170214050000,-99999,99999
20170214060000,-99999,99999
20170214070000,-99999,99999
20170214080000,-99999,99999
20170214090000,-99999,99999
20170214100000,-99999,99999
20170214110000,-99999,99999
20170214120000,-99999,99999
20170214210000,-99999,99999
20170214220000,-99999,99999
20170214230000,-99999,99999
20170215000000,-99999,99999
20170215010000,-99999,99999
20170215020000,-99999,99999
20170215030000,-99999,99999
20170215040000,-99999,99999
20170215050000,-99999,99999
20170215060000,-99999,99999
20170215070000,-99999,99999
20170215080000,-99999,99999
20170215090000,-99999,99999
20170215100000,-99999,99999
20170215110000,-99999,99999
20170215120000,-99999,99999
20170215210000,-99999,99999
20170215220000,-99999,99999
20170215230000,-99999,99999
20170216000000,-99999,99999
20170216010000,-99999,99999
20170216020000,-99999,99999
20170216030000,-99999,99999
20170216040000,-99999,99999
20170216050000,-9999,1
20170216060000,-9999,1
20170216070000,-9999,1
20170216080000,-9999,1
20170216090000,-9999,1
20170216100000,-9999,1
20170216110000,-9999,1
20170216120000,-9999,1
20170216210000,6000,6
20170216220000,3500,5
20170216230000,3000,5
20170217000000,3000,5
20170217010000,3000,5
20170217020000,2000,5
20170217030000,2000,5
20170217040000,4000,6
20170217050000,2500,5
20170217060000,-99999,99999
20170217070000,-99999,99999
20170217080000,-99999,99999
20170217090000,-99999,99999
20170217100000,-99999,99999
20170217110000,-99999,99999
20170217120000,-99999,99999
20170217210000,-99999,99999
20170217220000,-99999,99999
20170217230000,-99999,99999
20170218000000,-99999,99999
20170218010000,-99999,99999
20170218020000,-99999,99999
20170218030000,-99999,99999
20170218040000,10000,6
20170218050000,12000,6
20170218060000,-99999,99999
20170218070000,-99999,99999
20170218080000,-99999,99999
20170218090000,-99999,99999
20170218100000,-99999,99999
20170218110000,-99999,99999
20170218120000,-99999,99999
20170218210000,-99999,99999
20170218220000,-99999,99999
20170218230000,-99999,99999
20170219000000,-99999,99999
20170219010000,-99999,99999
20170219020000,-99999,99999
20170219030000,-99999,99999
20170219040000,-99999,99999
20170219050000,-99999,99999
20170219060000,-99999,99999
20170219070000,-99999,99999
20170219080000,-99999,99999
20170219090000,-99999,99999
20170219100000,-99999,99999
20170219110000,-99999,99999
20170219120000,-99999,99999
20170219210000,2500,5
20170219220000,2000,5
20170219230000,2000,5
20170220000000,2500,5
20170220010000,2500,5
20170220020000,1500,4
20170220030000,1500,4
20170220040000,2500,5
20170220050000,2500,5
20170220060000,2500,5
20170220070000,2500,5
20170220080000,2500,5
20170220090000,3500,5
20170220100000,-99999,99999
20170220110000,-99999,99999
20170220120000,-99999,99999
20170220210000,-99999,99999
20170220220000,-99999,99999
20170220230000,-9999,1
20170221000000,-99999,99999
20170221010000,-99999,99999
20170221020000,-99999,99999
20170221030000,-99999,99999
20170221040000,-99999,99999
20170221050000,-99999,99999
20170221060000,-99999,99999
20170221070000,-99999,99999
20170221080000,-99999,99999
20170221090000,-99999,99999
20170221100000,-99999,99999
20170221110000,-99999,99999
20170221120000,-99999,99999
20170221210000,-99999,99999
20170221220000,-9999,1
20170221230000,12000,6
20170222000000,12000,6
20170222010000,9000,6
20170222020000,3500,5
20170222030000,3000,5
20170222040000,3000,5
20170222050000,2500,5
20170222060000,3000,5
20170222070000,3000,5
20170222080000,2500,5
20170222090000,2500,5
20170222100000,2000,5
20170222110000,1500,4
20170222120000,600,3
20170222210000,1000,4
20170222220000,1500,4
20170222230000,1500,4
20170223000000,1500,4
20170223010000,2000,5
20170223020000,2000,5
20170223030000,2000,5
20170223040000,2500,5
20170223050000,2500,5
20170223060000,2500,5
20170223070000,3000,5
20170223080000,3000,5
20170223090000,2500,5
20170223100000,11000,6
20170223110000,-9999,1
20170223120000,-9999,1
20170223210000,-99999,99999
20170223220000,-99999,99999
20170223230000,-99999,99999
20170224000000,-9999,1
20170224010000,14000,6
20170224020000,-99999,99999
20170224030000,-99999,99999
20170224040000,-9999,1
20170224050000,-9999,1
20170224060000,-9999,1
20170224070000,-9999,1
20170224080000,-9999,1
20170224090000,-9999,1
20170224100000,-9999,1
20170224110000,-99999,99999
20170224120000,-99999,99999
20170224210000,-99999,99999
20170224220000,-99999,99999
20170224230000,-99999,99999
20170225000000,-99999,99999
20170225010000,-99999,99999
20170225020000,-9999,1
20170225030000,-9999,1
20170225040000,-9999,1
20170225050000,-9999,1
20170225060000,-99999,99999
20170225070000,-9999,1
20170225080000,-9999,1
20170225090000,-99999,99999
20170225100000,-99999,99999
20170225110000,-99999,99999
20170225120000,-99999,99999
20170225210000,15000,6
20170225220000,15000,6
20170225230000,15000,6
20170226000000,14000,6
20170226010000,12000,6
20170226020000,-99999,99999
20170226030000,-99999,99999
20170226040000,-99999,99999
20170226050000,-99999,99999
20170226060000,-99999,99999
20170226070000,11000,6
20170226080000,11000,6
20170226090000,11000,6
20170226100000,10000,6
20170226110000,-99999,99999
20170226120000,10000,6
20170226210000,-99999,99999
20170226220000,-99999,99999
20170226230000,-99999,99999
20170227000000,-9999,1
20170227010000,-9999,1
20170227020000,-9999,1
20170227030000,-9999,1
20170227040000,-9999,1
20170227050000,-99999,99999
20170227060000,-99999,99999
20170227070000,-99999,99999
20170227080000,-99999,99999
20170227090000,-99999,99999
20170227100000,-99999,99999
20170227110000,-99999,99999
20170227120000,-99999,99999
20170227210000,-99999,99999
20170227220000,-99999,99999
20170227230000,-99999,99999
20170228000000,-99999,99999
20170228010000,-9999,1
20170228020000,-9999,1
20170228030000,-9999,1
20170228040000,-9999,1
20170228050000,-9999,1
20170228060000,-9999,1
20170228070000,-9999,1
20170228080000,-99999,99999
20170228090000,-99999,99999
20170228100000,-99999,99999
20170228110000,-99999,99999
20170228120000,-99999,99999
20170228210000,-99999,99999
20170228220000,15000,6
20170228230000,-9999,1
20170301000000,-9999,1
20170301010000,12000,6
20170301020000,7000,6
20170301030000,4000,6
20170301040000,5000,6
20170301050000,5000,6
20170301060000,5000,6
20170301070000,4000,6
20170301080000,5000,6
20170301090000,-9999,1
20170301100000,-9999,1
20170301110000,-9999,1
20170301120000,-9999,1
20170301210000,3000,5
20170301220000,-9999,1
20170301230000,3500,5
20170302000000,3500,5
20170302010000,-99999,99999
20170302020000,3500,5
20170302030000,4000,6
20170302040000,-99999,99999
20170302050000,-99999,99999
20170302060000,-99999,99999
20170302070000,-99999,99999
20170302080000,4000,6
20170302090000,-99999,99999
20170302100000,5000,6
20170302110000,-99999,99999
20170302120000,-99999,99999
20170302210000,-99999,99999
20170302220000,-99999,99999
20170302230000,-99999,99999
20170303000000,-99999,99999
20170303010000,-99999,99999
20170303020000,-99999,99999
20170303030000,-99999,99999
20170303040000,-9999,1
20170303050000,-9999,1
20170303060000,-99999,99999
20170303070000,-99999,99999
20170303080000,-99999,99999
20170303090000,-99999,99999
20170303100000,-99999,99999
20170303110000,-99999,99999
20170303120000,-99999,99999
20170303210000,-99999,99999
20170303220000,-99999,99999
20170303230000,-99999,99999
20170304000000,-99999,99999
20170304010000,-99999,99999
20170304020000,-99999,99999
20170304030000,-99999,99999
20170304040000,-99999,99999
20170304050000,-99999,99999
20170304060000,-99999,99999
20170304070000,-99999,99999
20170304080000,-99999,99999
20170304090000,-99999,99999
20170304100000,-99999,99999
20170304110000,-99999,99999
20170304120000,-99999,99999
20170304210000,-9999,1
20170304220000,-9999,1
20170304230000,-9999,1
20170305000000,4500,6
20170305010000,4500,6
20170305020000,4000,6
20170305030000,3000,5
20170305040000,2500,5
20170305050000,2000,5
20170305060000,8000,6
20170305070000,7000,6
20170305080000,9000,6
20170305090000,10000,6
20170305100000,500,3
20170305110000,10000,6
20170305120000,4000,6
20170305210000,8000,6
20170305220000,11000,6
20170305230000,10000,6
20170306000000,10000,6
20170306010000,9000,6
20170306020000,9000,6
20170306030000,15000,6
20170306040000,-9999,1
20170306050000,-99999,99999
20170306060000,-99999,99999
20170306070000,-99999,99999
20170306080000,-99999,99999
20170306090000,-99999,99999
20170306100000,-99999,99999
20170306110000,-99999,99999
20170306120000,-99999,99999
20170306210000,-99999,99999
20170306220000,-99999,99999
20170306230000,-99999,99999
20170307000000,-99999,99999
20170307010000,-99999,99999
20170307020000,-99999,99999
20170307030000,-99999,99999
20170307040000,-99999,99999
20170307050000,-99999,99999
20170307060000,-99999,99999
20170307070000,4500,6
20170307080000,3000,5
20170307090000,3000,5
20170307100000,-99999,99999
20170307110000,3000,5
20170307120000,-99999,99999
20170307210000,4500,6
20170307220000,4500,6
20170307230000,5000,6
20170308000000,5000,6
20170308010000,4500,6
20170308020000,5000,6
20170308030000,-99999,99999
20170308040000,4500,6
20170308050000,4500,6
20170308060000,4000,6
20170308070000,3500,5
20170308080000,3500,5
20170308090000,-99999,99999
20170308100000,-99999,99999
20170308110000,-99999,99999
20170308120000,4000,6
20170308210000,4000,6
20170308220000,4000,6
20170308230000,6000,6
20170309000000,5000,6
20170309010000,3500,5
20170309020000,3000,5
20170309030000,4000,6
20170309040000,4000,6
20170309050000,4500,6
20170309060000,-99999,99999
20170309070000,-99999,99999
20170309080000,-99999,99999
20170309090000,-99999,99999
20170309100000,-99999,99999
20170309110000,-99999,99999
20170309120000,-99999,99999
20170309210000,-99999,99999
20170309220000,-99999,99999
20170309230000,-99999,99999
20170310000000,-99999,99999
20170310010000,-99999,99999
20170310020000,-9999,1
20170310030000,-9999,1
20170310040000,-9999,1
20170310050000,-99999,99999
20170310060000,-99999,99999
20170310070000,-99999,99999
20170310080000,-99999,99999
20170310090000,-99999,99999
20170310100000,-99999,99999
20170310110000,-99999,99999
20170310120000,-99999,99999
20170310210000,-99999,99999
20170310220000,-99999,99999
20170310230000,-99999,99999
20170311000000,-99999,99999
20170311010000,-99999,99999
20170311020000,-99999,99999
20170311030000,-99999,99999
20170311040000,-99999,99999
20170311050000,-99999,99999
20170311060000,-9999,1
20170311070000,-99999,99999
20170311080000,-9999,1
20170311090000,-99999,99999
20170311100000,-99999,99999
20170311110000,-99999,99999
20170311120000,-99999,99999
20170311210000,-99999,99999
20170311220000,-9999,1
20170311230000,-9999,1
20170312000000,-9999,1
20170312010000,-9999,1
20170312020000,-99999,99999
20170312030000,-99999,99999
20170312040000,-99999,99999
20170312050000,-9999,1
20170312060000,-9999,1
20170312070000,-9999,1
20170312080000,-9999,1
20170312090000,-9999,1
20170312100000,-9999,1
20170312110000,13000,6
20170312120000,-9999,1
20170312210000,12000,6
20170312220000,6000,6
20170312230000,5000,6
20170313000000,5000,6
20170313010000,5000,6
20170313020000,5000,6
20170313030000,4000,6
20170313040000,2500,5
20170313050000,1500,4
20170313060000,3000,5
20170313070000,-99999,99999
20170313070000,2500,5
20170313080000,3000,5
20170313090000,3000,5
20170313100000,4000,6
20170313110000,4000,6
20170313120000,4000,6
20170313210000,10000,6
20170313220000,10000,6
20170313230000,12000,6
20170314000000,-99999,99999
