date,str,ceiling
20140112100000, FEW 30   BKN 90  ,9000
20140112110000, FEW 30   BKN 90  ,9000
20140112120000, FEW 30   SCT 100   BKN 120  ,12000
20140112210000, FEW 40   BKN 50  ,5000
20140112220000, FEW 50   SCT 160   BKN -9999  ,-9999
20140112230000, FEW 50   BKN 160  ,16000
20140113000000, NSC -1  ,-99999
20140113010000, NSC -1  ,-99999
20140113020000, FEW 30   BKN -9999  ,-9999
20140113030000, FEW 30   BKN -9999  ,-9999
20140113040000, FEW 30   BKN -9999  ,-9999
20140113050000, FEW 30   SCT -9999  ,-99999
20140113060000, FEW 30   BKN -9999  ,-9999
20140113070000, FEW 40   BKN -9999  ,-9999
20140113080000, FEW 40   BKN -9999  ,-9999
20140113090000, FEW 40   BKN -9999  ,-9999
20140113100000, FEW 40   BKN -9999  ,-9999
20140113110000, FEW 40   BKN -9999  ,-9999
20140113120000, FEW 40   BKN -9999  ,-9999
20140113210000, FEW 35   SCT 50   BKN 120  ,12000
20140113220000, FEW 35   BKN 40   BKN 120  ,4000
20140113230000, FEW 35   BKN 40   BKN 120  ,4000
20140114000000, FEW 30   BKN 35  ,3500
20140114010000, FEW 30   BKN 35   BKN 50  ,3500
20140114020000, FEW 30   BKN 35   BKN 50  ,3500
20140114030000, FEW 30   SCT 35   BKN 100  ,10000
20140114040000, FEW 30   BKN 40   BKN 100  ,4000
20140114050000, FEW 30   BKN 35   BKN 60  ,3500
20140114060000, FEW 25   SCT 30   BKN 40  ,4000
20140114070000, FEW 25   SCT 30   BKN 40  ,4000
20140114080000, FEW 30   BKN 45  ,4500
20140114090000, FEW 30   BKN 50   BKN 150  ,5000
20140114100000, FEW 30   BKN 50  ,5000
20140114110000, FEW 30   BKN 50  ,5000
20140114120000, FEW 30   BKN 50  ,5000
20140114210000, FEW 35  ,-99999
20140114220000, FEW 35  ,-99999
20140114230000, FEW 35  ,-99999
20140115000000, FEW 35  ,-99999
20140115010000, FEW 35  ,-99999
20140115020000, FEW 35  ,-99999
20140115030000, FEW 35  ,-99999
20140115040000, FEW 40  ,-99999
20140115050000, FEW 40  ,-99999
20140115060000, FEW 40  ,-99999
20140115070000, FEW 40  ,-99999
20140115080000, FEW 40  ,-99999
20140115090000, FEW 35  ,-99999
20140115100000, FEW 35  ,-99999
20140115110000, FEW 30  ,-99999
20140115120000, FEW 30  ,-99999
20140115210000,-99999,-99999
20140115220000, FEW 30  ,-99999
20140115230000, FEW 30  ,-99999
20140116000000, FEW 30  ,-99999
20140116010000, FEW 30  ,-99999
20140116020000, FEW 30  ,-99999
20140116030000, FEW 30  ,-99999
20140116040000, FEW 30  ,-99999
20140116050000, FEW 40  ,-99999
20140116060000,-99999,-99999
20140116070000,-99999,-99999
20140116080000, FEW 20  ,-99999
20140116090000, FEW 20  ,-99999
20140116100000, FEW 20  ,-99999
20140116110000, FEW 20  ,-99999
20140116120000, FEW 20  ,-99999
20140116210000, FEW 40  ,-99999
20140116220000, FEW 40  ,-99999
20140116230000, FEW 40  ,-99999
20140117000000, FEW 50  ,-99999
20140117010000, FEW 50  ,-99999
20140117020000,-99999,-99999
20140117030000, FEW 40  ,-99999
20140117040000, FEW 40  ,-99999
20140117050000, FEW 40  ,-99999
20140117060000,-99999,-99999
20140117070000,-99999,-99999
20140117080000,-99999,-99999
20140117090000,-99999,-99999
20140117100000,-99999,-99999
20140117110000,-99999,-99999
20140117120000,-99999,-99999
20140117210000, FEW 50  ,-99999
20140117220000, FEW 40  ,-99999
20140117230000, FEW 50  ,-99999
20140118000000, FEW 35  ,-99999
20140118010000, FEW 35  ,-99999
20140118020000, FEW 35  ,-99999
20140118030000, FEW 40  ,-99999
20140118040000, FEW 40   SCT 50  ,-99999
20140118050000, FEW 40   SCT 50  ,-99999
20140118060000, FEW 40   SCT 50  ,-99999
20140118070000, FEW 40   SCT 50  ,-99999
20140118080000, FEW 40  ,-99999
20140118090000, FEW 40  ,-99999
20140118100000, FEW 40   SCT 60  ,-99999
20140118110000, FEW 35   SCT 50  ,-99999
20140118120000, FEW 35   SCT 60  ,-99999
20140118210000, FEW 35  ,-99999
20140118220000, FEW 35  ,-99999
20140118230000,-99999,-99999
20140119000000,-99999,-99999
20140119010000, FEW 25  ,-99999
20140119020000, FEW 30  ,-99999
20140119030000,-99999,-99999
20140119040000,-99999,-99999
20140119050000,-99999,-99999
20140119060000,-99999,-99999
20140119070000,-99999,-99999
20140119080000,-99999,-99999
20140119090000,-99999,-99999
20140119100000,-99999,-99999
20140119110000,-99999,-99999
20140119120000,-99999,-99999
20140119210000, FEW 30   BKN 50  ,5000
20140119220000, FEW 30   SCT 50  ,-99999
20140119230000, FEW 30   SCT 60  ,-99999
20140120000000, FEW 40   BKN 50  ,5000
20140120010000, FEW 25   SCT 30   BKN 40  ,4000
20140120020000, FEW 15   SCT 40   BKN 60  ,6000
20140120030000, FEW 20   SCT 50  ,-99999
20140120040000, FEW 20   SCT 30   BKN 40  ,4000
20140120050000, FEW 20   SCT 30   BKN 40  ,4000
20140120060000, FEW 30   SCT 40  ,-99999
20140120070000, FEW 30   SCT 40  ,-99999
20140120080000, FEW 20   SCT 40   BKN 60  ,6000
20140120090000, FEW 30   SCT 50  ,-99999
20140120100000, FEW 30   SCT 50  ,-99999
20140120110000, FEW 30   SCT 50   BKN 160  ,16000
20140120120000, FEW 20   BKN 30   BKN 40  ,3000
20140120210000, FEW 30   BKN 50  ,5000
20140120220000, FEW 20   SCT 30   BKN 50  ,5000
20140120230000, FEW 20   SCT 30   BKN 45  ,4500
20140121000000, FEW 25   SCT 50  ,-99999
20140121010000, FEW 20   BKN 40  ,4000
20140121020000, FEW 25   BKN 40  ,4000
20140121030000, FEW 25   BKN 35  ,3500
20140121040000, FEW 20   BKN 30  ,3000
20140121050000, FEW 20   BKN 35  ,3500
20140121060000, FEW 20   BKN 30  ,3000
20140121070000, SCT 20   BKN 30  ,3000
20140121080000, FEW 15   SCT 30   BKN 40  ,4000
20140121090000, FEW 15   SCT 30   BKN 40  ,4000
20140121100000, FEW 20   SCT 30   BKN 40  ,4000
20140121110000, FEW 30   SCT 50  ,-99999
20140121120000, FEW 30   SCT 60  ,-99999
20140121210000, FEW 40  ,-99999
20140121220000, FEW 30  ,-99999
20140121230000, SCT 40  ,-99999
20140122000000, FEW 40  ,-99999
20140122010000, FEW 40  ,-99999
20140122020000, FEW 40  ,-99999
20140122030000, FEW 40  ,-99999
20140122040000, FEW 40  ,-99999
20140122050000, FEW 40  ,-99999
20140122060000, FEW 40  ,-99999
20140122070000, SCT 45  ,-99999
20140122080000, FEW 40  ,-99999
20140122090000, FEW 40  ,-99999
20140122100000, FEW 40  ,-99999
20140122110000, FEW 40  ,-99999
20140122120000, FEW 40  ,-99999
20140122210000, FEW 40  ,-99999
20140122220000, FEW 20  ,-99999
20140122230000, FEW 40  ,-99999
20140123000000, FEW 40  ,-99999
20140123010000, FEW 40  ,-99999
20140123020000, FEW 40  ,-99999
20140123030000,-99999,-99999
20140123040000, FEW 35  ,-99999
20140123050000, FEW 35  ,-99999
20140123060000, FEW 35  ,-99999
20140123070000,-99999,-99999
20140123080000,-99999,-99999
20140123090000, FEW 30  ,-99999
20140123100000, FEW 30  ,-99999
20140123110000, FEW 30  ,-99999
20140123120000, FEW 30  ,-99999
20140123210000, FEW 30  ,-99999
20140123220000, FEW 30  ,-99999
20140123230000, FEW 30  ,-99999
20140124000000, BKN 20   BKN -9999  ,-9999
20140124010000, FEW 20   BKN 40  ,4000
20140124020000, FEW 30  ,-99999
20140124030000, FEW 30   SCT 40  ,-99999
20140124040000, FEW 35  ,-99999
20140124050000, FEW 35   SCT -9999  ,-99999
20140124060000, FEW 40  ,-99999
20140124070000, FEW 40  ,-99999
20140124080000, FEW 40  ,-99999
20140124090000, FEW 40  ,-99999
20140124100000, FEW 40  ,-99999
20140124110000, FEW 40  ,-99999
20140124120000, FEW 40  ,-99999
20140124210000, FEW 30   SCT 50  ,-99999
20140124220000, FEW 30   SCT 50   BKN -9999  ,-9999
20140124230000, FEW 30   BKN 40   BKN -9999  ,-9999
20140125000000, FEW 30   BKN 40   BKN -9999  ,-9999
20140125010000, FEW 15   SCT 40   BKN -9999  ,-9999
20140125020000, FEW 40   BKN -9999  ,-9999
20140125030000, FEW 30   SCT 40   BKN -9999  ,-9999
20140125040000, FEW 25   SCT 35   BKN 45  ,4500
20140125050000, FEW 25   BKN 35  ,3500
20140125060000, FEW 30   BKN 40  ,4000
20140125070000, FEW 20   SCT 30   BKN 40  ,4000
20140125080000, FEW 7   SCT 15   BKN 25  ,2500
20140125090000, FEW 5   SCT 15   BKN 25  ,2500
20140125100000, FEW 3   SCT 15   BKN 50  ,5000
20140125110000, FEW 3   SCT 8   BKN 15  ,1500
20140125120000, FEW 1   SCT 5   BKN 20  ,2000
20140125210000, FEW 15   BKN -9999  ,-9999
20140125220000, FEW 15   BKN -9999  ,-9999
20140125230000, FEW 15   BKN -9999  ,-9999
20140126000000, FEW 20   BKN -9999  ,-9999
20140126010000, FEW 20   BKN -9999  ,-9999
20140126020000, FEW 25   BKN -9999  ,-9999
20140126030000, FEW 30   BKN -9999  ,-9999
20140126040000, FEW 30   BKN -9999  ,-9999
20140126050000, FEW 30   BKN -9999  ,-9999
20140126060000, FEW 30   BKN -9999  ,-9999
20140126070000, FEW 30   BKN -9999  ,-9999
20140126080000,-99999,-99999
20140126090000,-99999,-99999
20140126100000,-99999,-99999
20140126110000,-99999,-99999
20140126120000,-99999,-99999
20140126210000,-99999,-99999
20140126220000, FEW 45  ,-99999
20140126230000, FEW 45  ,-99999
20140127000000,-99999,-99999
20140127010000,-99999,-99999
20140127020000,-99999,-99999
20140127030000,-99999,-99999
20140127040000,-99999,-99999
20140127050000,-99999,-99999
20140127060000,-99999,-99999
20140127070000,-99999,-99999
20140127080000,-99999,-99999
20140127090000,-99999,-99999
20140127100000,-99999,-99999
20140127110000,-99999,-99999
20140127120000,-99999,-99999
20140127210000, FEW 25   SCT 30   BKN 40  ,4000
20140127220000, FEW 35  ,-99999
20140127230000, FEW 40   SCT 50  ,-99999
20140128000000, FEW 40   SCT 50  ,-99999
20140128010000, FEW 40  ,-99999
20140128020000, FEW 40  ,-99999
20140128030000, FEW 40   SCT 60  ,-99999
20140128040000, FEW 40  ,-99999
20140128050000, FEW 40   BKN 50  ,5000
20140128060000, FEW 40  ,-99999
20140128070000, FEW 35   BKN 45  ,4500
20140128080000, FEW 20   SCT 30   BKN 50  ,5000
20140128090000, FEW 25   SCT 50   BKN -9999  ,-9999
20140128100000, FEW 30   BKN -9999  ,-9999
20140128110000, FEW 30   SCT 80   BKN -9999  ,-9999
20140128120000, FEW 30   SCT 100   BKN -9999  ,-9999
20140128210000, FEW 30  ,-99999
20140128220000,-99999,-99999
20140128230000, FEW 35  ,-99999
20140129000000, FEW 35  ,-99999
20140129010000, FEW 35  ,-99999
20140129020000, FEW 35  ,-99999
20140129030000, FEW 40  ,-99999
20140129040000, FEW 40  ,-99999
20140129050000, FEW 35  ,-99999
20140129060000, FEW 35  ,-99999
20140129070000, FEW 35  ,-99999
20140129080000, FEW 40  ,-99999
20140129090000, FEW 40  ,-99999
20140129100000, FEW 40  ,-99999
20140129110000, FEW 40   SCT 50  ,-99999
20140129120000, FEW 40   SCT 50  ,-99999
20140129210000, FEW 20   BKN 30  ,3000
20140129220000, FEW 25   SCT 40   BKN 70  ,7000
20140129230000, FEW 3   BKN 8   BKN 15   FEW 20 CB ,800
20140130000000, FEW 5   SCT 10   BKN 15  ,1500
20140130010000, FEW 2   SCT 9   BKN 25  ,2500
20140130020000, FEW 2   SCT 25   BKN 60  ,6000
20140130030000, FEW 2   SCT 20   BKN 60  ,6000
20140130040000, FEW 10   BKN 20   BKN 60  ,2000
20140130050000, FEW 10   SCT 20   BKN 25  ,2500
20140130060000, FEW 10   SCT 20   BKN 30  ,3000
20140130070000, FEW 10   BKN 30  ,3000
20140130080000, FEW 15  ,-99999
20140130090000, FEW 15   BKN 20  ,2000
20140130100000, FEW 15   SCT 20   BKN 30  ,3000
20140130110000, FEW 20   SCT 30   BKN 40  ,4000
20140130120000, FEW 20   SCT 40  ,-99999
20140130210000, FEW 40  ,-99999
20140130220000, NSC -1  ,-99999
20140130230000, NSC -1  ,-99999
20140131000000, NSC -1  ,-99999
20140131010000, NSC -1  ,-99999
20140131020000, NSC -1  ,-99999
20140131030000,-99999,-99999
20140131040000,-99999,-99999
20140131050000,-99999,-99999
20140131060000,-99999,-99999
20140131070000,-99999,-99999
20140131080000,-99999,-99999
20140131090000, FEW 40  ,-99999
20140131100000, FEW 40  ,-99999
20140131110000, FEW 40  ,-99999
20140131120000, FEW 40  ,-99999
20140131210000, NSC -1  ,-99999
20140131220000, SCT 50   SCT -9999  ,-99999
20140131230000, FEW 50   BKN -9999  ,-9999
20140201000000, NSC -1  ,-99999
20140201010000, NSC -1  ,-99999
20140201020000, FEW 40   BKN -9999  ,-9999
20140201030000, FEW 30   BKN -9999  ,-9999
20140201040000, FEW 30   BKN -9999  ,-9999
20140201050000, FEW 35   BKN -9999  ,-9999
20140201060000, FEW 40   BKN -9999  ,-9999
20140201070000, FEW 30   SCT 40   BKN -9999  ,-9999
20140201080000, FEW 30   SCT 45   BKN -9999  ,-9999
20140201090000, FEW 30   BKN -9999  ,-9999
20140201100000, FEW 30   BKN 70   BKN -9999  ,-9999
20140201110000, FEW 30   BKN 70  ,7000
20140201120000, FEW 20   SCT 25   BKN 40  ,4000
20140201210000, FEW 1   SCT 3   BKN 10  ,1000
20140201220000, FEW 2   SCT 20  ,-99999
20140201230000, FEW 30  ,-99999
20140202000000, FEW 20  ,-99999
20140202010000, FEW 7   SCT 10  ,-99999
20140202020000, FEW 10   BKN 15  ,1500
20140202030000, FEW 15   SCT 20  ,-99999
20140202040000, FEW 20  ,-99999
20140202050000, FEW 30  ,-99999
20140202060000, FEW 30  ,-99999
20140202070000, FEW 40  ,-99999
20140202080000, FEW 40  ,-99999
20140202090000, FEW 40  ,-99999
20140202100000, FEW 40  ,-99999
20140202110000, FEW 40  ,-99999
20140202120000, FEW 40  ,-99999
20140202210000, FEW 1   SCT 15  ,-99999
20140202220000, FEW 1   SCT 5   BKN 15  ,1500
20140202230000, FEW 1   SCT 3  ,-99999
20140203000000, FEW 1  ,-99999
20140203010000, FEW 1  ,-99999
20140203020000, FEW 10   SCT 30  ,-99999
20140203030000, FEW 10   SCT 15  ,-99999
20140203040000, FEW 10   SCT 30  ,-99999
20140203050000, FEW 20   SCT 40   BKN 120  ,12000
20140203060000, FEW 20   SCT 30   BKN 70  ,7000
20140203070000, FEW 15   SCT 20   BKN 100  ,10000
20140203080000, FEW 8   SCT 10   BKN 20  ,2000
20140203090000, FEW 5   BKN 10   BKN 15  ,1000
20140203100000, FEW 10   SCT 15   BKN 20  ,2000
20140203110000, FEW 40  ,-99999
20140203120000, FEW 40   SCT 130  ,-99999
20140203210000, FEW 30   SCT 50  ,-99999
20140203220000, FEW 40  ,-99999
20140203230000, FEW 30  ,-99999
20140204000000, FEW 25   BKN 35  ,3500
20140204010000, FEW 25   BKN 30  ,3000
20140204020000, FEW 25   BKN 30  ,3000
20140204030000, FEW 25   SCT 35  ,-99999
20140204040000, FEW 25   SCT 30  ,-99999
20140204050000, FEW 30  ,-99999
20140204060000, FEW 30  ,-99999
20140204070000, FEW 30  ,-99999
20140204080000, FEW 25  ,-99999
20140204090000, FEW 20  ,-99999
20140204100000, FEW 20  ,-99999
20140204110000, FEW 30   SCT -9999  ,-99999
20140204120000, FEW 30   BKN -9999  ,-9999
20140204210000, FEW 30  ,-99999
20140204220000, FEW 20  ,-99999
20140204230000,-99999,-99999
20140205000000, FEW 40   BKN -9999  ,-9999
20140205010000,-99999,-99999
20140205020000,-99999,-99999
20140205030000,-99999,-99999
20140205040000,-99999,-99999
20140205050000,-99999,-99999
20140205060000, FEW 30   SCT -9999  ,-99999
20140205070000, FEW 30   SCT 120  ,-99999
20140205080000, FEW 40  ,-99999
20140205090000, FEW 50   BKN 100  ,10000
20140205100000, FEW 50   SCT 80   BKN 100  ,10000
20140205110000, FEW 50   SCT 80   BKN 120  ,12000
20140205120000, FEW 50   SCT 80   BKN 120  ,12000
20140205210000, SCT 25   BKN 35  ,3500
20140205220000, SCT 20   BKN 30  ,3000
20140205230000, FEW 6   SCT 15   BKN 20  ,2000
20140206000000, FEW 3   SCT 20   BKN 35  ,3500
20140206010000, FEW 3   BKN 30   BKN 40  ,3000
20140206020000, FEW 3   BKN 25   BKN 40  ,2500
20140206030000, FEW 8   SCT 30   BKN 40  ,4000
20140206040000, FEW 8   SCT 25   BKN 40  ,4000
20140206050000, FEW 8   BKN 25   BKN 40  ,2500
20140206060000, FEW 3   BKN 25   BKN 40  ,2500
20140206070000, FEW 3   BKN 25   BKN 40  ,2500
20140206080000, FEW 3   SCT 15   BKN 30  ,3000
20140206090000, FEW 3   SCT 15   BKN 30  ,3000
20140206100000, FEW 3   BKN 30   BKN 45  ,3000
20140206110000, FEW 3   BKN 30   BKN 40  ,3000
20140206120000, FEW 3   BKN 30   BKN 40  ,3000
20140206210000, FEW 3   SCT 35   BKN 45  ,4500
20140206220000, FEW 1   SCT 30   BKN 40  ,4000
20140206230000, FEW 1   SCT 30   BKN 40  ,4000
20140207000000, FEW 1   SCT 20   BKN 40  ,4000
20140207010000, FEW 1   SCT 20   BKN 40  ,4000
20140207020000, FEW 3   SCT 25   BKN 40  ,4000
20140207030000, FEW 3   SCT 15   BKN 50  ,5000
20140207040000, FEW 3   SCT 15   BKN 45  ,4500
20140207050000, FEW 5   SCT 15   BKN 45  ,4500
20140207060000, FEW 5   SCT 40   BKN 70  ,7000
20140207070000, FEW 3   SCT 20   BKN 45  ,4500
20140207080000, FEW 1   SCT 20   BKN 40  ,4000
20140207090000, FEW 1   SCT 20   BKN 40  ,4000
20140207100000, FEW 1   SCT 15   BKN 35  ,3500
20140207110000, FEW 1   SCT 20   BKN 40  ,4000
20140207120000, FEW 1   SCT 15   BKN 40  ,4000
20140207210000, FEW 1   SCT 10   BKN 40  ,4000
20140207220000, FEW 1   SCT 15   BKN 40  ,4000
20140207230000, FEW 1   SCT 40   BKN 50  ,5000
20140208000000, FEW 1   SCT 8   BKN 60  ,6000
20140208010000, FEW 1   BKN 120  ,12000
20140208020000, FEW 5   SCT 10   BKN 30  ,3000
20140208030000, FEW 15   SCT 25  ,-99999
20140208040000, FEW 15  ,-99999
20140208050000, FEW 20  ,-99999
20140208060000, FEW 20  ,-99999
20140208070000, FEW 20  ,-99999
20140208080000, FEW 40  ,-99999
20140208090000, FEW 40  ,-99999
20140208100000, FEW 40  ,-99999
20140208110000, FEW 40  ,-99999
20140208120000, FEW 40  ,-99999
20140208210000, FEW 30   BKN 50  ,5000
20140208220000, FEW 5   BKN 50  ,5000
20140208230000, FEW 50  ,-99999
20140209000000, FEW 40  ,-99999
20140209010000, FEW 40  ,-99999
20140209020000, FEW 35  ,-99999
20140209030000, FEW 35  ,-99999
20140209040000, FEW 30   SCT 40  ,-99999
20140209050000, FEW 35   BKN 45   BKN 130  ,4500
20140209060000, FEW 35   SCT 45   BKN -9999  ,-9999
20140209070000, FEW 35   SCT 120   BKN -9999  ,-9999
20140209080000, FEW 35   BKN 120   BKN -9999  ,-9999
20140209090000, FEW 50   BKN 120  ,12000
