date,str,ceiling
20150103230000, FEW 30   SCT 45   BKN 100  ,10000
20150104000000, FEW 45   SCT 100  ,-99999
20150104010000, FEW 30   SCT 40  ,-99999
20150104020000, FEW 30  ,-99999
20150104030000, FEW 30  ,-99999
20150104040000, FEW 30   SCT 40   BKN 80  ,8000
20150104050000, FEW 30   BKN 80  ,8000
20150104060000, FEW 30  ,-99999
20150104070000, FEW 30  ,-99999
20150104080000, FEW 30   SCT 45  ,-99999
20150104090000, FEW 35  ,-99999
20150104100000, FEW 35  ,-99999
20150104110000, FEW 50  ,-99999
20150104120000, FEW 50  ,-99999
20150104210000,-99999,-99999
20150104220000,-99999,-99999
20150104230000,-99999,-99999
20150105000000,-99999,-99999
20150105010000,-99999,-99999
20150105020000,-99999,-99999
20150105030000,-99999,-99999
20150105040000,-99999,-99999
20150105050000, FEW 50   BKN -9999  ,-9999
20150105060000, FEW 50   SCT 100   BKN -9999  ,-9999
20150105070000, FEW 50   BKN 190  ,19000
20150105080000, FEW 50   BKN -9999  ,-9999
20150105090000, FEW 50   BKN -9999  ,-9999
20150105100000, FEW 50   BKN -9999  ,-9999
20150105110000, FEW 50   BKN -9999  ,-9999
20150105120000, FEW 50   BKN -9999  ,-9999
20150105210000, FEW 10   SCT 15   BKN 25  ,2500
20150105220000, FEW 3   SCT 8   BKN 10  ,1000
20150105230000, FEW 2   SCT 8   BKN 10  ,1000
20150106000000, FEW 2   SCT 15   BKN 50  ,5000
20150106010000, FEW 2   SCT 15   BKN 30  ,3000
20150106020000, FEW 10   SCT 15   BKN 30  ,3000
20150106030000, FEW 10   SCT 20   BKN 30  ,3000
20150106040000, FEW 10   SCT 20   BKN 40  ,4000
20150106050000, FEW 10   SCT 20   BKN 50  ,5000
20150106060000, FEW 15   SCT 25  ,-99999
20150106070000, FEW 15  ,-99999
20150106080000, FEW 20  ,-99999
20150106090000, FEW 25  ,-99999
20150106100000, FEW 25  ,-99999
20150106110000, FEW 25  ,-99999
20150106120000, FEW 25   SCT 140  ,-99999
20150106210000, FEW 40  ,-99999
20150106220000, FEW 30  ,-99999
20150106230000, FEW 30  ,-99999
20150107000000, FEW 30  ,-99999
20150107010000, FEW 30  ,-99999
20150107020000, FEW 30  ,-99999
20150107030000, FEW 30  ,-99999
20150107040000, FEW 30   SCT 35  ,-99999
20150107050000, FEW 35  ,-99999
20150107060000, FEW 35  ,-99999
20150107070000, FEW 40  ,-99999
20150107080000, FEW 35  ,-99999
20150107090000, FEW 30  ,-99999
20150107100000, FEW 30  ,-99999
20150107110000, FEW 30  ,-99999
20150107120000, FEW 30  ,-99999
20150107210000, FEW 40  ,-99999
20150107220000, FEW 30  ,-99999
20150107230000, FEW 35  ,-99999
20150108000000, FEW 30   SCT 40  ,-99999
20150108010000, FEW 30   SCT 40  ,-99999
20150108020000, FEW 30   BKN 35  ,3500
20150108030000, FEW 30   SCT 40  ,-99999
20150108040000, FEW 35  ,-99999
20150108050000, FEW 35  ,-99999
20150108060000, FEW 35  ,-99999
20150108070000, FEW 40  ,-99999
20150108080000, FEW 40  ,-99999
20150108090000, FEW 40  ,-99999
20150108100000, FEW 40  ,-99999
20150108110000, FEW 40  ,-99999
20150108120000, FEW 40  ,-99999
20150108210000, FEW 40  ,-99999
20150108220000, FEW 40  ,-99999
20150108230000, FEW 40  ,-99999
20150109000000, FEW 40  ,-99999
20150109010000, FEW 40  ,-99999
20150109020000, FEW 40  ,-99999
20150109030000, FEW 35  ,-99999
20150109040000, FEW 35  ,-99999
20150109050000, FEW 35  ,-99999
20150109060000, FEW 30  ,-99999
20150109070000, FEW 30  ,-99999
20150109080000, FEW 40  ,-99999
20150109090000, FEW 40  ,-99999
20150109100000, FEW 40  ,-99999
20150109110000, FEW 35  ,-99999
20150109120000, FEW 35  ,-99999
20150109210000, FEW 35   BKN 45  ,4500
20150109220000, FEW 40   SCT 50  ,-99999
20150109230000, FEW 40   SCT 50  ,-99999
20150110000000, FEW 40   SCT 50  ,-99999
20150110010000, FEW 40  ,-99999
20150110020000, FEW 30   SCT 40  ,-99999
20150110030000, FEW 40  ,-99999
20150110040000, FEW 40  ,-99999
20150110050000, FEW 40  ,-99999
20150110060000, FEW 40  ,-99999
20150110070000, FEW 40  ,-99999
20150110080000, FEW 40  ,-99999
20150110090000, FEW 40  ,-99999
20150110100000,-99999,-99999
20150110110000,-99999,-99999
20150110120000,-99999,-99999
20150110210000, SCT 30  ,-99999
20150110220000, FEW 40  ,-99999
20150110230000, FEW 40  ,-99999
20150111000000, FEW 40  ,-99999
20150111010000, FEW 30   SCT 40  ,-99999
20150111020000, FEW 30   SCT 40  ,-99999
20150111030000, FEW 30   BKN 40  ,4000
20150111040000, FEW 30   BKN 40  ,4000
20150111050000, FEW 35   BKN 45  ,4500
20150111060000, FEW 30   BKN 40  ,4000
20150111070000, SCT 30   BKN 40  ,4000
20150111080000, FEW 30   BKN 40  ,4000
20150111090000, FEW 30   BKN 45  ,4500
20150111100000, FEW 30   BKN 45  ,4500
20150111110000, FEW 30   SCT 45  ,-99999
20150111120000, FEW 30   SCT 45  ,-99999
20150111210000, FEW 30  ,-99999
20150111220000, FEW 30  ,-99999
20150111230000, FEW 30  ,-99999
20150112000000, FEW 30  ,-99999
20150112010000, FEW 30  ,-99999
20150112020000, FEW 30  ,-99999
20150112030000, FEW 40  ,-99999
20150112040000, FEW 40  ,-99999
20150112050000, FEW 40  ,-99999
20150112060000, FEW 40  ,-99999
20150112070000, FEW 40  ,-99999
20150112080000, FEW 40  ,-99999
20150112090000, FEW 50  ,-99999
20150112100000, FEW 50  ,-99999
20150112110000, FEW 50  ,-99999
20150112120000, FEW 50  ,-99999
20150112210000,-99999,-99999
20150112220000,-99999,-99999
20150112230000,-99999,-99999
20150113000000,-99999,-99999
20150113010000,-99999,-99999
20150113020000,-99999,-99999
20150113030000, FEW 40   SCT 150  ,-99999
20150113040000, FEW 40   BKN -9999  ,-9999
20150113050000,-99999,-99999
20150113060000,-99999,-99999
20150113070000,-99999,-99999
20150113080000, FEW 50   BKN 150  ,15000
20150113090000, FEW 40   BKN 160  ,16000
20150113100000, FEW 40   BKN 160  ,16000
20150113110000, FEW 40   BKN 170  ,17000
20150113120000, FEW 40   BKN 120  ,12000
20150113210000, FEW 30   SCT 50   BKN 100  ,10000
20150113220000, FEW 30   BKN 50   BKN 100  ,5000
20150113230000, FEW 30   BKN 50   BKN 120  ,5000
20150114000000, FEW 30   BKN 50   BKN 120  ,5000
20150114010000, FEW 30   BKN 60   BKN 110  ,6000
20150114020000, FEW 30   BKN 50   BKN 110  ,5000
20150114030000, FEW 30   BKN 60   BKN 110  ,6000
20150114040000, FEW 30   BKN 60   BKN 120  ,6000
20150114050000, FEW 30   BKN 60   BKN 120  ,6000
20150114060000, FEW 30   BKN 50   BKN 120  ,5000
20150114070000, FEW 30   BKN 40   BKN 70  ,4000
20150114080000, FEW 10   BKN 45   BKN 80  ,4500
20150114090000, FEW 10   BKN 40   BKN 80  ,4000
20150114100000, FEW 10   SCT 40   BKN 80  ,8000
20150114110000, FEW 10   SCT 25   BKN 50  ,5000
20150114120000, FEW 10   SCT 25   BKN 50  ,5000
20150114210000, FEW 15  ,-99999
20150114220000, FEW 5   SCT 10   BKN 15  ,1500
20150114230000, FEW 5   SCT 8   BKN 15  ,1500
20150115000000, FEW 5   SCT 10   BKN 20  ,2000
20150115010000, FEW 10   BKN 15   BKN 25  ,1500
20150115020000, FEW 10   SCT 15   BKN 25  ,2500
20150115030000, FEW 15   SCT 25  ,-99999
20150115040000, FEW 15   BKN 30  ,3000
20150115050000, FEW 20   BKN 30  ,3000
20150115060000, FEW 20   SCT 30   BKN 50  ,5000
20150115070000, FEW 10   SCT 15   BKN 25  ,2500
20150115080000, FEW 10   SCT 25   BKN 40  ,4000
20150115090000, FEW 15   SCT 20   BKN 25  ,2500
20150115100000, FEW 25   SCT 50  ,-99999
20150115110000, FEW 15   SCT 20   BKN 30  ,3000
20150115120000, FEW 25  ,-99999
20150115210000, FEW 25  ,-99999
20150115220000, FEW 25   BKN 40  ,4000
20150115230000, FEW 25   BKN 40  ,4000
20150116000000, FEW 25   SCT 40  ,-99999
20150116010000, FEW 40  ,-99999
20150116020000, FEW 40  ,-99999
20150116030000, FEW 30   BKN 45  ,4500
20150116040000, FEW 30   BKN 40  ,4000
20150116050000, SCT 35   BKN 45  ,4500
20150116060000, SCT 35   BKN 45  ,4500
20150116070000, SCT 30   BKN 40  ,4000
20150116080000, FEW 30   SCT 40   BKN 60  ,6000
20150116090000, FEW 30   SCT 40   BKN 60  ,6000
20150116100000, FEW 25   SCT 30   BKN 50  ,5000
20150116110000, FEW 20   SCT 30   BKN 50  ,5000
20150116120000, FEW 20   SCT 30   BKN 40  ,4000
20150116210000, FEW 20   SCT 40   BKN 50  ,5000
20150116220000, FEW 20   SCT 40   BKN 50  ,5000
20150116230000, FEW 30   SCT 50   BKN 60  ,6000
20150117000000, FEW 30   SCT 40   BKN 50  ,5000
20150117010000, FEW 30   SCT 40   BKN 50  ,5000
20150117020000, FEW 25   BKN 35  ,3500
20150117030000, FEW 25   BKN 35  ,3500
20150117040000, FEW 30  ,-99999
20150117050000, FEW 30  ,-99999
20150117060000, FEW 40  ,-99999
20150117070000, FEW 40  ,-99999
20150117080000, FEW 40  ,-99999
20150117090000, FEW 40  ,-99999
20150117100000, FEW 40  ,-99999
20150117110000, FEW 40  ,-99999
20150117120000, FEW 40  ,-99999
20150117210000,-99999,-99999
20150117220000, FEW 50  ,-99999
20150117230000,-99999,-99999
20150118000000,-99999,-99999
20150118010000,-99999,-99999
20150118020000,-99999,-99999
20150118030000,-99999,-99999
20150118040000, NSC -1  ,-99999
20150118050000,-99999,-99999
20150118060000,-99999,-99999
20150118070000,-99999,-99999
20150118080000, FEW 50   BKN 170  ,17000
20150118090000, FEW 50   SCT 170  ,-99999
20150118100000,-99999,-99999
20150118110000, FEW 40   BKN 140  ,14000
20150118120000, FEW 40   BKN 50  ,5000
20150118210000, FEW 20   BKN 60  ,6000
20150118220000, FEW 20   SCT 30   BKN 50  ,5000
20150118230000, FEW 25   SCT 50  ,-99999
20150119000000, FEW 30   SCT 40  ,-99999
20150119010000, FEW 40  ,-99999
20150119020000, FEW 45  ,-99999
20150119030000, FEW 45  ,-99999
20150119040000, FEW 45  ,-99999
20150119050000, FEW 45  ,-99999
20150119060000, FEW 45  ,-99999
20150119070000, FEW 45  ,-99999
20150119080000, FEW 45  ,-99999
20150119090000, FEW 45  ,-99999
20150119100000, FEW 45  ,-99999
20150119110000, FEW 45  ,-99999
20150119120000, FEW 45  ,-99999
20150119210000,-99999,-99999
20150119220000, FEW 30  ,-99999
20150119230000,-99999,-99999
20150120000000,-99999,-99999
20150120010000,-99999,-99999
20150120020000,-99999,-99999
20150120030000,-99999,-99999
20150120040000,-99999,-99999
20150120050000,-99999,-99999
20150120060000,-99999,-99999
20150120070000, FEW 40  ,-99999
20150120080000, FEW 40   SCT -9999  ,-99999
20150120090000, FEW 40   SCT -9999  ,-99999
20150120100000, FEW 40  ,-99999
20150120110000, FEW 40  ,-99999
20150120120000, FEW 40   SCT 150  ,-99999
20150120210000, FEW 30   SCT 60   BKN 120  ,12000
20150120220000, FEW 35   BKN 60   BKN 100  ,6000
20150120230000, FEW 35   BKN 60   BKN 120  ,6000
20150121000000, FEW 35   SCT 60   BKN 120  ,12000
20150121010000, FEW 40   SCT 50   BKN 60  ,6000
20150121020000, FEW 30   SCT 40   BKN 50  ,5000
20150121030000, FEW 30   SCT 40   BKN 50  ,5000
20150121040000, FEW 20   SCT 30   BKN 40  ,4000
20150121050000, FEW 20   SCT 50   BKN 70  ,7000
20150121060000, FEW 20   SCT 50   BKN 60  ,6000
20150121070000, FEW 25   SCT 35   BKN 45  ,4500
20150121080000, FEW 15   SCT 30   BKN 45  ,4500
20150121090000, FEW 10   BKN 15   BKN 25  ,1500
20150121100000, FEW 10   SCT 15   BKN 25  ,2500
20150121110000, FEW 10   SCT 20   FEW 25 CB  BKN 30  ,3000
20150121120000, FEW 2   SCT 15   BKN 30  ,3000
20150121210000, FEW 10  ,-99999
20150121220000, FEW 20  ,-99999
20150121230000, FEW 20  ,-99999
20150122000000, FEW 15   SCT 25   BKN 60  ,6000
20150122010000, FEW 15  ,-99999
20150122020000, FEW 15  ,-99999
20150122030000, FEW 20   SCT 60  ,-99999
20150122040000, FEW 15   SCT 30   BKN 45  ,4500
20150122050000, FEW 15   SCT 40   BKN 60  ,6000
20150122060000, FEW 15   SCT 25   BKN 70  ,7000
20150122070000, FEW 20  ,-99999
20150122080000, FEW 25  ,-99999
20150122090000, FEW 25  ,-99999
20150122100000, FEW 20   BKN 25  ,2500
20150122110000, FEW 30  ,-99999
20150122120000, FEW 30  ,-99999
20150122210000, FEW 30  ,-99999
20150122220000, FEW 30  ,-99999
20150122230000, FEW 10  ,-99999
20150123000000, FEW 10  ,-99999
20150123010000, FEW 30  ,-99999
20150123020000, FEW 30  ,-99999
20150123030000, FEW 35  ,-99999
20150123040000, FEW 40  ,-99999
20150123050000, FEW 40  ,-99999
20150123060000, FEW 40  ,-99999
20150123070000, FEW 40  ,-99999
20150123080000, FEW 50  ,-99999
20150123090000, FEW 50  ,-99999
20150123100000, FEW 50  ,-99999
20150123110000,-99999,-99999
20150123120000,-99999,-99999
20150123210000, FEW 40  ,-99999
20150123220000, FEW 25  ,-99999
20150123230000, FEW 25  ,-99999
20150124000000, FEW 25  ,-99999
20150124010000, FEW 30  ,-99999
20150124020000, FEW 30  ,-99999
20150124030000, FEW 30  ,-99999
20150124040000, FEW 30  ,-99999
20150124050000, FEW 30   SCT 40  ,-99999
20150124060000, FEW 30   SCT 40  ,-99999
20150124070000, FEW 30   SCT 40  ,-99999
20150124080000, FEW 30  ,-99999
20150124090000, FEW 30  ,-99999
20150124100000, FEW 40  ,-99999
20150124110000, FEW 40  ,-99999
20150124120000, FEW 40  ,-99999
20150124210000,-99999,-99999
20150124220000, FEW 30   BKN -9999  ,-9999
20150124230000, FEW 10   BKN -9999  ,-9999
20150125000000,-99999,-99999
20150125010000, FEW 30   SCT -9999  ,-99999
20150125020000, FEW 30   SCT -9999  ,-99999
20150125030000, FEW 30   BKN -9999  ,-9999
20150125040000, FEW 30   SCT -9999  ,-99999
20150125050000, FEW 35  ,-99999
20150125060000, FEW 35  ,-99999
20150125070000, FEW 35   BKN -9999  ,-9999
20150125080000, FEW 35   BKN -9999  ,-9999
20150125090000, FEW 35   SCT 70   BKN -9999  ,-9999
20150125100000, FEW 35   BKN 80   BKN -9999  ,-9999
20150125110000, FEW 35   BKN 80   BKN -9999  ,-9999
20150125120000, FEW 30   SCT 130   BKN -9999  ,-9999
20150125210000, FEW 15   SCT 20   BKN 30  ,3000
20150125220000, FEW 10   SCT 12   BKN 15  ,1500
20150125230000, FEW 10   BKN 15   BKN 20  ,1500
20150126000000, FEW 6   BKN 8   BKN 15  ,800
20150126010000, FEW 4   BKN 6   BKN 8  ,600
20150126020000, FEW 1   SCT 4   BKN 35  ,3500
20150126030000, FEW 1   SCT 8   BKN 40  ,4000
20150126040000, FEW 1   SCT 3   BKN 6  ,600
20150126050000, FEW 1   SCT 2   BKN 3  ,300
20150126060000, FEW 3   SCT 6   BKN 15  ,1500
20150126070000, FEW 6   SCT 15   BKN 35  ,3500
20150126080000, FEW 6   SCT 35   BKN 45  ,4500
20150126090000, FEW 8   SCT 25   BKN 45  ,4500
20150126100000, FEW 10   SCT 20   BKN 50  ,5000
20150126110000, FEW 20  ,-99999
20150126120000, FEW 15  ,-99999
20150126210000, FEW 15   BKN 35  ,3500
20150126220000, FEW 15   BKN 35  ,3500
20150126230000, FEW 15   SCT 35  ,-99999
20150127000000, FEW 30  ,-99999
20150127010000, FEW 15  ,-99999
20150127020000, FEW 15   SCT 20  ,-99999
20150127030000, FEW 20   BKN 35  ,3500
20150127040000, FEW 20   SCT 30  ,-99999
20150127050000, FEW 25   SCT 35  ,-99999
20150127060000, FEW 25   SCT 35  ,-99999
20150127070000, FEW 30  ,-99999
20150127080000, FEW 30  ,-99999
20150127090000, FEW 30  ,-99999
20150127100000, FEW 40  ,-99999
20150127110000, FEW 40  ,-99999
20150127120000, FEW 40   SCT 150   BKN -9999  ,-9999
20150127210000, FEW 40   SCT -9999  ,-99999
20150127220000,-99999,-99999
20150127230000, FEW 40   BKN -9999  ,-9999
20150128000000, FEW 40   SCT 160   BKN -9999  ,-9999
20150128010000,-99999,-99999
20150128020000, FEW 30   BKN 150   BKN -9999  ,-9999
20150128030000, FEW 30   BKN 150  ,15000
20150128040000, FEW 30   BKN 150  ,15000
20150128050000, FEW 15   BKN 130  ,13000
20150128060000, FEW 30   BKN 120  ,12000
20150128070000, FEW 30   BKN 120   BKN -9999  ,-9999
20150128080000, FEW 30   BKN -9999  ,-9999
20150128090000, FEW 30   SCT -9999  ,-99999
20150128100000, FEW 40  ,-99999
20150128110000, FEW 40   SCT -9999  ,-99999
20150128120000, FEW 40   BKN -9999  ,-9999
20150128210000, FEW 30   BKN -9999  ,-9999
20150128220000, FEW 30   SCT -9999  ,-99999
20150128230000, FEW 30   BKN -9999  ,-9999
20150129000000, FEW 30   BKN 50  ,5000
20150129010000, FEW 30   BKN 50   BKN 130  ,5000
20150129020000, FEW 30   BKN 50   BKN 120  ,5000
20150129030000, FEW 30   BKN 50   BKN 120  ,5000
20150129040000, FEW 25   SCT 45   BKN 50  ,5000
20150129050000, FEW 25   SCT 45   BKN 50  ,5000
20150129060000, FEW 25   SCT 35   BKN 40  ,4000
20150129070000, FEW 2   SCT 35   BKN 40  ,4000
20150129080000, FEW 1   SCT 25   BKN 40  ,4000
20150129090000, FEW 5   SCT 25   BKN 40  ,4000
20150129100000, FEW 5   SCT 20   BKN 30  ,3000
20150129110000, FEW 5   BKN 20   BKN 30  ,2000
20150129120000, FEW 5   SCT 20   BKN 30  ,3000
20150129210000, FEW 1   SCT 35   BKN 60  ,6000
20150129220000, FEW 1   SCT 30   BKN 40  ,4000
20150129230000, FEW 1   SCT 15   BKN 40  ,4000
20150130000000, FEW 1   SCT 20   BKN 30  ,3000
20150130010000, FEW 1   SCT 20   BKN 30  ,3000
20150130020000, FEW 1   SCT 20   BKN 40  ,4000
20150130030000, FEW 1   SCT 8   BKN 20  ,2000
20150130040000, FEW 3   SCT 8   BKN 20  ,2000
20150130050000, FEW 8   SCT 20   BKN 50  ,5000
20150130060000, FEW 10   SCT 20   BKN 50  ,5000
20150130070000, FEW 15   SCT 20   BKN 30  ,3000
20150130080000, FEW 15   SCT 20   BKN 35  ,3500
20150130090000, FEW 20   SCT 25   BKN 40  ,4000
20150130100000, FEW 20   SCT 30   BKN 40  ,4000
20150130110000, FEW 20   SCT 30   BKN 40  ,4000
20150130120000, FEW 20   SCT 30   BKN 40  ,4000
20150130210000, FEW 30  ,-99999
20150130220000, FEW 30  ,-99999
20150130230000, FEW 30   BKN 35  ,3500
20150131000000, FEW 30  ,-99999
20150131010000, FEW 25   BKN 35  ,3500
20150131020000, FEW 30   BKN 40  ,4000
20150131030000, FEW 30   BKN 40  ,4000
20150131040000, FEW 30   SCT 40  ,-99999
20150131050000, FEW 30   SCT 40  ,-99999
20150131060000, FEW 40  ,-99999
20150131070000, FEW 40  ,-99999
20150131080000, FEW 40  ,-99999
20150131090000, FEW 30  ,-99999
20150131100000, FEW 30  ,-99999
20150131110000, FEW 30  ,-99999
20150131120000, FEW 30  ,-99999
20150131210000, FEW 30  ,-99999
20150131220000, FEW 30  ,-99999
20150131230000,-99999,-99999
20150201000000,-99999,-99999
20150201010000,-99999,-99999
20150201020000,-99999,-99999
20150201030000,-99999,-99999
20150201040000,-99999,-99999
20150201050000,-99999,-99999
20150201060000, FEW 40  ,-99999
20150201070000,-99999,-99999
20150201080000,-99999,-99999
20150201090000, FEW 40  ,-99999
20150201100000, FEW 40  ,-99999
20150201110000, FEW 40  ,-99999
20150201120000, FEW 40  ,-99999
20150201210000, FEW 40   BKN 100  ,10000
20150201220000,-99999,-99999
20150201230000,-99999,-99999
20150202000000,-99999,-99999
20150202010000,-99999,-99999
20150202020000, FEW 30   SCT 90   BKN 110  ,11000
20150202030000, FEW 30   SCT 90   BKN 110  ,11000
20150202040000, FEW 35   BKN 80  ,8000
20150202050000, FEW 35   BKN 80  ,8000
20150202060000, FEW 40   BKN 100  ,10000
20150202070000, FEW 40   BKN 90  ,9000
20150202080000, FEW 40   BKN 70  ,7000
20150202090000, FEW 50   BKN 70  ,7000
20150202100000, FEW 50   BKN 70  ,7000
20150202110000, FEW 50   BKN 70  ,7000
20150202120000, FEW 50   BKN 70  ,7000
20150202210000,-99999,-99999
20150202220000, FEW 40  ,-99999
20150202230000, FEW 40  ,-99999
20150203000000, FEW 40  ,-99999
20150203010000, FEW 40  ,-99999
20150203020000, FEW 40  ,-99999
20150203030000, FEW 40  ,-99999
20150203040000, FEW 40  ,-99999
20150203050000, FEW 40  ,-99999
20150203060000, FEW 40  ,-99999
20150203070000, FEW 40  ,-99999
20150203080000, FEW 50  ,-99999
20150203090000, FEW 50  ,-99999
20150203100000, FEW 50  ,-99999
20150203110000,-99999,-99999
20150203120000,-99999,-99999
20150203210000, FEW 30   SCT 35   BKN 50  ,5000
20150203220000, FEW 15   SCT 30   BKN 40  ,4000
20150203230000, FEW 25   BKN 35  ,3500
20150204000000, FEW 20   BKN 40   BKN 60  ,4000
20150204010000, FEW 20   SCT 30   BKN 40  ,4000
20150204020000, FEW 20   SCT 30   BKN 40  ,4000
20150204030000, FEW 2   SCT 30   BKN 40  ,4000
20150204040000, FEW 2   SCT 25   BKN 40  ,4000
20150204050000, FEW 2   SCT 30   BKN 40  ,4000
20150204060000, FEW 15   SCT 30   BKN 40  ,4000
20150204070000, FEW 20   SCT 30   BKN 40  ,4000
20150204080000, FEW 25   SCT 35   BKN 45  ,4500
20150204090000, FEW 25   SCT 35   BKN 40  ,4000
20150204100000, FEW 25   SCT 35   BKN 40  ,4000
20150204110000, FEW 25   SCT 35   BKN 40  ,4000
20150204120000, FEW 25   SCT 35   BKN 40  ,4000
20150204210000, FEW 20   SCT 60  ,-99999
20150204220000, FEW 20   SCT 70  ,-99999
20150204230000, FEW 20   SCT 70  ,-99999
20150205000000, FEW 30   SCT 40  ,-99999
20150205010000, FEW 30   SCT 40  ,-99999
20150205020000, FEW 30   BKN 40  ,4000
20150205030000, FEW 35  ,-99999
20150205040000, FEW 30   SCT 40  ,-99999
20150205050000, FEW 35   SCT 45  ,-99999
20150205060000, FEW 35   BKN 45  ,4500
20150205070000, FEW 35   SCT 45  ,-99999
20150205080000, FEW 35   SCT 45  ,-99999
20150205090000, FEW 30  ,-99999
20150205100000, FEW 30  ,-99999
20150205110000, FEW 30  ,-99999
20150205120000, FEW 30  ,-99999
20150205210000, FEW 30  ,-99999
20150205220000, FEW 30  ,-99999
20150205230000, FEW 35  ,-99999
20150206000000, FEW 40  ,-99999
20150206010000, FEW 40  ,-99999
20150206020000, FEW 40  ,-99999
20150206030000, FEW 40  ,-99999
20150206040000, FEW 40  ,-99999
20150206050000, FEW 40  ,-99999
20150206060000,-99999,-99999
20150206070000,-99999,-99999
20150206080000,-99999,-99999
20150206090000,-99999,-99999
20150206100000,-99999,-99999
20150206110000,-99999,-99999
20150206120000,-99999,-99999
20150206210000, FEW 40   SCT -9999  ,-99999
20150206220000, FEW 50  ,-99999
20150206230000, FEW 40   BKN 50  ,5000
20150207000000, FEW 50   BKN 60  ,6000
20150207010000, FEW 50   SCT 130  ,-99999
20150207020000, FEW 50   SCT 60   BKN 120  ,12000
20150207030000, FEW 30   BKN 50  ,5000
20150207040000, FEW 20   BKN 30  ,3000
20150207050000, FEW 20   BKN 30  ,3000
20150207060000, FEW 25   BKN 30   BKN 40  ,3000
20150207070000, FEW 15   BKN 25  ,2500
20150207080000, FEW 15   SCT 30   BKN 50  ,5000
20150207090000, FEW 10   SCT 60  ,-99999
20150207100000, FEW 10   SCT 25   BKN 50  ,5000
20150207110000, FEW 1  ,-99999
20150207120000, FEW 5   BKN 30  ,3000
20150207210000, FEW 5   SCT 30   BKN 50  ,5000
20150207220000, FEW 5   SCT 30   BKN 50  ,5000
20150207230000, FEW 5   SCT 20   BKN 30  ,3000
20150208000000, FEW 5   SCT 20   BKN 30  ,3000
20150208010000, FEW 5   SCT 20  ,-99999
20150208020000, FEW 5   SCT 15   BKN 30  ,3000
20150208030000, FEW 5   SCT 10   BKN 15  ,1500
20150208040000, FEW 5   SCT 15   BKN 25  ,2500
20150208050000, FEW 15   SCT 20   BKN 30  ,3000
20150208060000, FEW 15   SCT 30   BKN 40  ,4000
20150208070000, FEW 20   SCT 30   BKN 40  ,4000
20150208080000, FEW 20   SCT 40  ,-99999
20150208090000, FEW 20   SCT 30   BKN 40  ,4000
20150208100000, FEW 20   SCT 30   BKN 40  ,4000
20150208110000, FEW 20   SCT 30  ,-99999
20150208120000, FEW 30  ,-99999
20150208210000, FEW 35  ,-99999
20150208220000, FEW 35  ,-99999
20150208230000, FEW 35  ,-99999
20150209000000, FEW 25   SCT 35  ,-99999
20150209010000, FEW 35  ,-99999
20150209020000, FEW 30  ,-99999
20150209030000, FEW 30  ,-99999
20150209040000, FEW 30  ,-99999
20150209050000, FEW 30  ,-99999
20150209060000, FEW 30  ,-99999
20150209070000, FEW 30  ,-99999
20150209080000, FEW 30  ,-99999
20150209090000, FEW 30  ,-99999
20150209100000, FEW 30  ,-99999
20150209110000, FEW 30  ,-99999
20150209120000, FEW 30  ,-99999
20150209210000, FEW 30  ,-99999
20150209220000, FEW 35  ,-99999
