date,str_cloud,ceiling_metar,CIG_metar,CLING,CIG_after
20170320060000,FEW 2   SCT 6   BKN 12,1200,4,1066.8,4
20170320060000,FEW 2   SCT 6   BKN 12,1200,4,457.2,2
20170320070000,FEW 3   SCT 8   BKN 15,1500,4,762.0,3
20170320070000,FEW 3   SCT 8   BKN 15,1500,4,457.2,2
20170320080000,FEW 3   SCT 8   BKN 20,2000,5,457.2,2
20170320080000,FEW 3   SCT 8   BKN 20,2000,5,457.2,2
20170320090000,FEW 3   SCT 6   BKN 30,3000,5,243.84,2
20170320090000,FEW 3   SCT 6   BKN 30,3000,5,457.2,2
20170320100000,FEW 3   SCT 8   BKN 25,2500,5,243.84,2
20170320100000,FEW 3   SCT 8   BKN 25,2500,5,457.2,2
20170320110000,FEW 3   SCT 8   BKN 35,3500,5,243.84,2
20170320110000,FEW 3   SCT 8   BKN 35,3500,5,609.6,3
20170320120000,FEW 3   SCT 8   BKN 35,3500,5,152.4,1
20170320120000,FEW 3   SCT 8   BKN 35,3500,5,609.6,3
20170320210000,FEW 2   SCT 6   BKN 8,800,3,60.96,1
20170320220000,FEW 2   SCT 6   BKN 8,800,3,60.96,1
20170320230000,FEW 2   SCT 8   BKN 15,1500,4,60.96,1
20170321000000,FEW 4   SCT 10   BKN 20,2000,5,609.6,3
20170321010000,FEW 2   SCT 10   BKN 15,1500,4,640.08,3
20170321020000,FEW 15   SCT 35,-99999,99999,701.04,3
20170321030000,FEW 15   BKN 25,2500,5,731.52,3
20170321040000,FEW 15   SCT 20   BKN 30,3000,5,822.96,3
20170321050000,FEW 15   BKN 25,2500,5,1066.8,4
20170321060000,FEW 20   BKN 35,3500,5,1066.8,4
20170321060000,FEW 20   BKN 35,3500,5,30479.695,99999
20170321070000,FEW 25   SCT 35,-99999,99999,1066.8,4
20170321070000,FEW 25   SCT 35,-99999,99999,30479.695,99999
20170321080000,FEW 30,-99999,99999,30479.695,99999
20170321080000,FEW 30,-99999,99999,30479.695,99999
20170321090000,FEW 30,-99999,99999,30479.695,99999
20170321090000,FEW 30,-99999,99999,30479.695,99999
20170321100000,FEW 30,-99999,99999,30479.695,99999
20170321100000,FEW 30,-99999,99999,30479.695,99999
20170321110000,FEW 30,-99999,99999,30479.695,99999
20170321110000,FEW 30,-99999,99999,914.4,3
20170321120000,FEW 30,-99999,99999,30479.695,99999
20170321120000,FEW 30,-99999,99999,762.0,3
20170321210000,FEW 1,-99999,99999,30479.695,99999
20170321220000,FEW 5   SCT -9999,-99999,99999,30479.695,99999
20170321230000,FEW 7   BKN -9999,-9999,9999,30479.695,99999
20170322000000,-99999,-99999,99999,30479.695,99999
20170322010000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170322020000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170322030000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170322040000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170322050000,FEW 45   BKN -9999,-9999,9999,30479.695,99999
20170322060000,FEW 45   BKN -9999,-9999,9999,30479.695,99999
20170322060000,FEW 45   BKN -9999,-9999,9999,30479.695,99999
20170322070000,FEW 45   SCT 180   BKN -9999,-9999,9999,30479.695,99999
20170322070000,FEW 45   SCT 180   BKN -9999,-9999,9999,30479.695,99999
20170322080000,FEW 40   SCT 140   BKN -9999,-9999,9999,30479.695,99999
20170322080000,FEW 40   SCT 140   BKN -9999,-9999,9999,30479.695,99999
20170322090000,FEW 50   BKN 170   BKN -9999,-9999,9999,30479.695,99999
20170322090000,FEW 50   BKN 170   BKN -9999,-9999,9999,30479.695,99999
20170322100000,FEW 50   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170322100000,FEW 50   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170322110000,FEW 50   SCT 120   BKN 180,18000,6,30479.695,99999
20170322110000,FEW 50   SCT 120   BKN 180,18000,6,30479.695,99999
20170322120000,FEW 50   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170322120000,FEW 50   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170322210000,FEW 3   SCT 30   BKN 40,4000,6,457.2,2
20170322220000,FEW 1   SCT 30   BKN 40,4000,6,457.2,2
20170322230000,FEW 1   SCT 25   BKN 35,3500,5,304.8,2
20170323000000,FEW 1   SCT 40   BKN 50,5000,6,243.84,2
20170323010000,FEW 1   BKN 60   BKN 80,6000,6,243.84,2
20170323020000,FEW 1   BKN 35   BKN 50,3500,5,243.84,2
20170323030000,FEW 1   SCT 30   BKN 40,4000,6,243.84,2
20170323040000,FEW 1   SCT 4   BKN 35,3500,5,243.84,2
20170323050000,FEW 1   SCT 3   BKN 5,500,3,243.84,2
20170323060000,FEW 2   SCT 5   BKN 30,3000,5,304.8,2
20170323060000,FEW 2   SCT 5   BKN 30,3000,5,152.4,1
20170323070000,FEW 1   SCT 2   BKN 4,400,2,457.2,2
20170323070000,FEW 1   SCT 2   BKN 4,400,2,152.4,1
20170323080000,FEW 1   SCT 2   BKN 4,400,2,457.2,2
20170323080000,FEW 1   SCT 2   BKN 4,400,2,152.4,1
20170323090000,FEW 1   SCT 3   BKN 5,500,3,457.2,2
20170323090000,FEW 1   SCT 3   BKN 5,500,3,121.92,1
20170323100000,FEW 1   SCT 2   BKN 5,500,3,457.2,2
20170323100000,FEW 1   SCT 2   BKN 5,500,3,121.92,1
20170323110000,FEW 1   SCT 4   BKN 6,600,3,457.2,2
20170323110000,FEW 1   SCT 4   BKN 6,600,3,121.92,1
20170323120000,FEW 2   SCT 8   BKN 10,1000,4,243.84,2
20170323120000,FEW 2   SCT 8   BKN 10,1000,4,91.44,1
20170323210000,FEW 2   BKN -9999,-9999,9999,30479.695,99999
20170323220000,FEW 2   SCT 160   BKN -9999,-9999,9999,30479.695,99999
20170323230000,FEW 2   BKN -9999,-9999,9999,30479.695,99999
20170324000000,FEW 10,-99999,99999,30479.695,99999
20170324010000,FEW 10   BKN 150,15000,6,30479.695,99999
20170324020000,FEW 30   SCT -9999,-99999,99999,30479.695,99999
20170324030000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170324040000,FEW 40   BKN 130,13000,6,30479.695,99999
20170324050000,FEW 40   BKN 130,13000,6,30479.695,99999
20170324060000,FEW 40   BKN 120,12000,6,30479.695,99999
20170324060000,FEW 40   BKN 120,12000,6,30479.695,99999
20170324070000,FEW 40   BKN 120,12000,6,30479.695,99999
20170324070000,FEW 40   BKN 120,12000,6,30479.695,99999
20170324080000,FEW 40   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170324080000,FEW 40   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170324090000,-99999,-99999,99999,30479.695,99999
20170324090000,-99999,-99999,99999,30479.695,99999
20170324100000,-99999,-99999,99999,30479.695,99999
20170324100000,-99999,-99999,99999,30479.695,99999
20170324110000,-99999,-99999,99999,30479.695,99999
20170324110000,-99999,-99999,99999,30479.695,99999
20170324120000,-99999,-99999,99999,30479.695,99999
20170324120000,-99999,-99999,99999,30479.695,99999
20170324210000,FEW 2   SCT 40   BKN 50,5000,6,1066.8,4
20170324220000,FEW 1   SCT 40   BKN 50,5000,6,1066.8,4
20170324230000,FEW 1   SCT 40   BKN 50,5000,6,1066.8,4
20170324230000,FEW 1   SCT 40   BKN 50,5000,6,1066.8,4
20170325000000,FEW 1   SCT 50   BKN 70,7000,6,1066.8,4
20170325010000,FEW 1   BKN 50   BKN 70,5000,6,1066.8,4
20170325020000,FEW 1   SCT 6   BKN 45,4500,6,1066.8,4
20170325030000,FEW 1   SCT 7   BKN 35,3500,5,914.4,3
20170325040000,FEW 1   SCT 6   BKN 50,5000,6,914.4,3
20170325050000,FEW 1   SCT 6   BKN 10,1000,4,914.4,3
20170325060000,FEW 1   SCT 6   BKN 12,1200,4,914.4,3
20170325060000,FEW 1   SCT 6   BKN 12,1200,4,182.88,1
20170325070000,FEW 1   SCT 6   BKN 40,4000,6,914.4,3
20170325070000,FEW 1   SCT 6   BKN 40,4000,6,182.88,1
20170325080000,FEW 2   BKN 40   BKN 80,4000,6,914.4,3
20170325080000,FEW 2   BKN 40   BKN 80,4000,6,182.88,1
20170325090000,FEW 2   BKN 40   BKN 80,4000,6,762.0,3
20170325090000,FEW 2   BKN 40   BKN 80,4000,6,152.4,1
20170325100000,FEW 2   SCT 5   BKN 40,4000,6,762.0,3
20170325100000,FEW 2   SCT 5   BKN 40,4000,6,121.92,1
20170325110000,FEW 1   SCT 2   BKN 4,400,2,762.0,3
20170325110000,FEW 1   SCT 2   BKN 4,400,2,91.44,1
20170325120000,FEW 2   SCT 15   BKN 80,8000,6,762.0,3
20170325120000,FEW 2   SCT 15   BKN 80,8000,6,60.96,1
20170325210000,FEW 1   BKN 60,6000,6,60.96,1
20170325220000,FEW 1   SCT 2   BKN -9999,-9999,9999,60.96,1
20170325230000,FEW 1,-99999,99999,152.4,1
20170326000000,FEW 2   SCT 10   BKN 60,6000,6,30479.695,99999
20170326010000,FEW 5   SCT 15   BKN 60,6000,6,30479.695,99999
20170326020000,FEW 20   SCT 25,-99999,99999,30479.695,99999
20170326030000,FEW 25   BKN 30,3000,5,30479.695,99999
20170326040000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170326050000,FEW 30   BKN 40,4000,6,30479.695,99999
20170326060000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170326060000,FEW 30   SCT 40,-99999,99999,1219.2,4
20170326070000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170326070000,FEW 30   SCT 40,-99999,99999,1219.2,4
20170326080000,FEW 30,-99999,99999,30479.695,99999
20170326080000,FEW 30,-99999,99999,1219.2,4
20170326090000,FEW 30   SCT 40   BKN 60,6000,6,30479.695,99999
20170326090000,FEW 30   SCT 40   BKN 60,6000,6,1219.2,4
20170326100000,FEW 20   SCT 30   BKN 60,6000,6,762.0,3
20170326100000,FEW 20   SCT 30   BKN 60,6000,6,1066.8,4
20170326110000,FEW 15   SCT 30   BKN 40,4000,6,762.0,3
20170326110000,FEW 15   SCT 30   BKN 40,4000,6,762.0,3
20170326120000,FEW 15   SCT 40   BKN 60,6000,6,762.0,3
20170326120000,FEW 15   SCT 40   BKN 60,6000,6,762.0,3
20170326210000,FEW 20,-99999,99999,1066.8,4
20170326220000,FEW 10   SCT 20   BKN 30,3000,5,1066.8,4
20170326230000,FEW 5,-99999,99999,1066.8,4
20170327000000,FEW 5   SCT 25   BKN 40,4000,6,30479.695,99999
20170327010000,FEW 5   SCT 20   BKN 35,3500,5,30479.695,99999
20170327020000,FEW 10   SCT 20   BKN 30,3000,5,30479.695,99999
20170327030000,FEW 10   SCT 25   BKN 30,3000,5,30479.695,99999
20170327040000,FEW 10   SCT 25,-99999,99999,30479.695,99999
20170327050000,FEW 15   SCT 25   BKN 35,3500,5,30479.695,99999
20170327060000,FEW 15   SCT 35   BKN 80,8000,6,30479.695,99999
20170327060000,FEW 15   SCT 35   BKN 80,8000,6,1066.8,4
20170327070000,FEW 20,-99999,99999,30479.695,99999
20170327070000,FEW 20,-99999,99999,1066.8,4
20170327080000,FEW 20,-99999,99999,30479.695,99999
20170327080000,FEW 20,-99999,99999,1219.2,4
20170327090000,FEW 20,-99999,99999,30479.695,99999
20170327090000,FEW 20,-99999,99999,30479.695,99999
20170327100000,FEW 20,-99999,99999,30479.695,99999
20170327100000,FEW 20,-99999,99999,30479.695,99999
20170327110000,FEW 20,-99999,99999,30479.695,99999
20170327110000,FEW 20,-99999,99999,30479.695,99999
20170327120000,FEW 20,-99999,99999,30479.695,99999
20170327120000,FEW 20,-99999,99999,30479.695,99999
20170327210000,FEW 40,-99999,99999,30479.695,99999
20170327220000,FEW 40,-99999,99999,30479.695,99999
20170327230000,FEW 40,-99999,99999,30479.695,99999
20170328000000,FEW 40,-99999,99999,30479.695,99999
20170328010000,FEW 40,-99999,99999,30479.695,99999
20170328020000,FEW 40,-99999,99999,30479.695,99999
20170328030000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170328040000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170328050000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170328060000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170328060000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170328070000,FEW 45,-99999,99999,30479.695,99999
20170328070000,FEW 45,-99999,99999,30479.695,99999
20170328080000,FEW 45,-99999,99999,30479.695,99999
20170328080000,FEW 45,-99999,99999,30479.695,99999
20170328090000,-99999,-99999,99999,30479.695,99999
20170328090000,-99999,-99999,99999,30479.695,99999
20170328100000,-99999,-99999,99999,30479.695,99999
20170328100000,-99999,-99999,99999,30479.695,99999
20170328110000,-99999,-99999,99999,30479.695,99999
20170328110000,-99999,-99999,99999,30479.695,99999
20170328120000,-99999,-99999,99999,30479.695,99999
20170328120000,-99999,-99999,99999,30479.695,99999
20170328210000,FEW 40   SCT 70   BKN 100,10000,6,30479.695,99999
20170328220000,FEW 40   BKN 70   OVC 100,7000,6,30479.695,99999
20170328230000,FEW 40   BKN 60   OVC 80,6000,6,30479.695,99999
20170329000000,FEW 40   BKN 50   OVC 70,5000,6,30479.695,99999
20170329010000,FEW 40   BKN 60,6000,6,30479.695,99999
20170329020000,FEW 40   SCT 50   BKN 70,7000,6,30479.695,99999
20170329030000,FEW 35   SCT 45   BKN 70,7000,6,30479.695,99999
20170329040000,FEW 35   SCT 40   BKN 60,6000,6,30479.695,99999
20170329050000,FEW 30   SCT 40   BKN 60,6000,6,1066.8,4
20170329060000,FEW 20   SCT 30   BKN 40,4000,6,1066.8,4
20170329060000,FEW 20   SCT 30   BKN 40,4000,6,609.6,3
20170329070000,FEW 30   SCT 40   BKN 60,6000,6,1066.8,4
20170329070000,FEW 30   SCT 40   BKN 60,6000,6,609.6,3
20170329080000,FEW 25   SCT 30   BKN 50,5000,6,883.92,3
20170329080000,FEW 25   SCT 30   BKN 50,5000,6,457.2,2
20170329090000,FEW 15   SCT 25   BKN 50,5000,6,792.48,3
20170329090000,FEW 15   SCT 25   BKN 50,5000,6,243.84,2
20170329100000,FEW 12   BKN 20   BKN 45,2000,5,701.04,3
20170329100000,FEW 12   BKN 20   BKN 45,2000,5,243.84,2
20170329110000,FEW 8   SCT 15   BKN 20,2000,5,487.68,2
20170329110000,FEW 8   SCT 15   BKN 20,2000,5,152.4,1
20170329120000,FEW 6   SCT 10   BKN 15,1500,4,396.24,2
20170329120000,FEW 6   SCT 10   BKN 15,1500,4,91.44,1
20170329210000,FEW 1   SCT 6   BKN 12,1200,4,60.96,1
20170329220000,FEW 5   SCT 10   BKN 15,1500,4,60.96,1
20170329230000,FEW 6   BKN 9   BKN 15,900,3,152.4,1
20170330000000,FEW 8   SCT 15   BKN 20,2000,5,243.84,2
20170330010000,FEW 2   SCT 6   BKN 8,800,3,457.2,2
20170330020000,FEW 1   BKN 9   BKN 15,900,3,457.2,2
20170330030000,FEW 5   SCT 10   BKN 25,2500,5,30479.695,99999
20170330040000,FEW 15   SCT 25   BKN -9999,-9999,9999,30479.695,99999
20170330050000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330060000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330060000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330070000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170330070000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170330080000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170330080000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170330090000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330090000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330100000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330100000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170330110000,-99999,-99999,99999,30479.695,99999
20170330110000,-99999,-99999,99999,30479.695,99999
20170330120000,-99999,-99999,99999,30479.695,99999
20170330120000,-99999,-99999,99999,30479.695,99999
20170330210000,FEW 30   BKN 50   BKN 120,5000,6,762.0,3
20170330220000,FEW 2   BKN 40   BKN 70,4000,6,457.2,2
20170330230000,FEW 2   SCT 30   BKN 40,4000,6,457.2,2
20170331000000,FEW 2   SCT 20   BKN 30,3000,5,243.84,2
20170331010000,FEW 2   SCT 10   BKN 20,2000,5,243.84,2
20170331020000,FEW 1   SCT 2   BKN 4,400,2,243.84,2
20170331030000,FEW 2   SCT 4   BKN 15,1500,4,243.84,2
20170331040000,FEW 2   SCT 10   BKN 30,3000,5,243.84,2
20170331050000,FEW 1   SCT 10   BKN 35,3500,5,243.84,2
20170331060000,FEW 1   SCT 10   BKN 40,4000,6,243.84,2
20170331060000,FEW 1   SCT 10   BKN 40,4000,6,152.4,1
20170331070000,FEW 1   SCT 6   BKN 30,3000,5,243.84,2
20170331070000,FEW 1   SCT 6   BKN 30,3000,5,152.4,1
20170331080000,FEW 1   SCT 4   BKN 8,800,3,243.84,2
20170331080000,FEW 1   SCT 4   BKN 8,800,3,152.4,1
20170331090000,FEW 1   SCT 3   BKN 6,600,3,152.4,1
20170331090000,FEW 1   SCT 3   BKN 6,600,3,152.4,1
20170331100000,FEW 1   SCT 3   BKN 6,600,3,152.4,1
20170331100000,FEW 1   SCT 3   BKN 6,600,3,91.44,1
20170331110000,FEW 1   SCT 2   BKN 6,600,3,152.4,1
20170331110000,FEW 1   SCT 2   BKN 6,600,3,91.44,1
20170331120000,FEW 1   SCT 10   BKN 30,3000,5,152.4,1
20170331120000,FEW 1   SCT 10   BKN 30,3000,5,91.44,1
20170331210000,FEW 1   BKN 20   OVC 160,2000,5,30479.695,99999
20170331220000,FEW 1   BKN -9999,-9999,9999,30479.695,99999
20170331230000,FEW 1   BKN -9999,-9999,9999,30479.695,99999
20170401000000,FEW 10   OVC -9999,-9999,9999,30479.695,99999
20170401010000,FEW 20   OVC -9999,-9999,9999,30479.695,99999
20170401020000,FEW 20   BKN -9999,-9999,9999,30479.695,99999
20170401030000,FEW 20   BKN -9999,-9999,9999,30479.695,99999
20170401040000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170401050000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170401060000,FEW 40,-99999,99999,30479.695,99999
20170401060000,FEW 40,-99999,99999,30479.695,99999
20170401070000,FEW 40,-99999,99999,30479.695,99999
20170401070000,FEW 40,-99999,99999,30479.695,99999
20170401080000,FEW 40,-99999,99999,30479.695,99999
20170401080000,FEW 40,-99999,99999,30479.695,99999
20170401090000,FEW 40,-99999,99999,30479.695,99999
20170401090000,FEW 40,-99999,99999,30479.695,99999
20170401100000,FEW 35,-99999,99999,30479.695,99999
20170401100000,FEW 35,-99999,99999,30479.695,99999
20170401110000,FEW 35   SCT 80,-99999,99999,30479.695,99999
20170401110000,FEW 35   SCT 80,-99999,99999,30479.695,99999
20170401120000,FEW 35   SCT 100,-99999,99999,30479.695,99999
20170401120000,FEW 35   SCT 100,-99999,99999,30479.695,99999
20170401210000,FEW 30,-99999,99999,1066.8,4
20170401220000,FEW 30,-99999,99999,30479.695,99999
20170401230000,FEW 25,-99999,99999,30479.695,99999
20170402000000,FEW 25,-99999,99999,30479.695,99999
20170402010000,FEW 30,-99999,99999,30479.695,99999
20170402020000,FEW 35,-99999,99999,30479.695,99999
20170402030000,FEW 40,-99999,99999,30479.695,99999
20170402040000,FEW 40,-99999,99999,30479.695,99999
20170402050000,FEW 40,-99999,99999,30479.695,99999
20170402060000,FEW 45,-99999,99999,30479.695,99999
20170402060000,FEW 45,-99999,99999,30479.695,99999
20170402070000,FEW 45,-99999,99999,30479.695,99999
20170402070000,FEW 45,-99999,99999,30479.695,99999
20170402080000,FEW 45,-99999,99999,30479.695,99999
20170402080000,FEW 45,-99999,99999,30479.695,99999
20170402090000,-99999,-99999,99999,30479.695,99999
20170402090000,-99999,-99999,99999,30479.695,99999
20170402100000,FEW 45   BKN 70,7000,6,30479.695,99999
20170402100000,FEW 45   BKN 70,7000,6,30479.695,99999
20170402110000,FEW 45,-99999,99999,30479.695,99999
20170402110000,FEW 45,-99999,99999,30479.695,99999
20170402120000,FEW 45,-99999,99999,30479.695,99999
20170402120000,FEW 45,-99999,99999,30479.695,99999
20170402210000,-99999,-99999,99999,30479.695,99999
20170402220000,FEW 40,-99999,99999,30479.695,99999
20170402230000,-99999,-99999,99999,30479.695,99999
20170403000000,-99999,-99999,99999,30479.695,99999
20170403010000,FEW 40,-99999,99999,30479.695,99999
20170403020000,FEW 40,-99999,99999,30479.695,99999
20170403030000,FEW 30,-99999,99999,30479.695,99999
20170403040000,FEW 30,-99999,99999,30479.695,99999
20170403050000,FEW 30,-99999,99999,30479.695,99999
20170403060000,FEW 35,-99999,99999,30479.695,99999
20170403060000,FEW 35,-99999,99999,30479.695,99999
20170403070000,FEW 35,-99999,99999,30479.695,99999
20170403070000,FEW 35,-99999,99999,30479.695,99999
20170403080000,FEW 35,-99999,99999,30479.695,99999
20170403080000,FEW 35,-99999,99999,30479.695,99999
20170403090000,FEW 35,-99999,99999,30479.695,99999
20170403090000,FEW 35,-99999,99999,30479.695,99999
20170403100000,FEW 35,-99999,99999,30479.695,99999
20170403100000,FEW 35,-99999,99999,30479.695,99999
20170403110000,FEW 35,-99999,99999,30479.695,99999
20170403110000,FEW 35,-99999,99999,30479.695,99999
20170403120000,FEW 35,-99999,99999,30479.695,99999
20170403120000,FEW 35,-99999,99999,30479.695,99999
20170403210000,-99999,-99999,99999,30479.695,99999
20170403220000,-99999,-99999,99999,30479.695,99999
20170403230000,-99999,-99999,99999,30479.695,99999
20170404000000,-99999,-99999,99999,30479.695,99999
20170404010000,-99999,-99999,99999,30479.695,99999
20170404020000,FEW 30,-99999,99999,30479.695,99999
20170404030000,-99999,-99999,99999,30479.695,99999
20170404040000,-99999,-99999,99999,30479.695,99999
20170404050000,-99999,-99999,99999,30479.695,99999
20170404060000,-99999,-99999,99999,30479.695,99999
20170404060000,-99999,-99999,99999,30479.695,99999
20170404070000,FEW 45   SCT -9999,-99999,99999,30479.695,99999
20170404070000,FEW 45   SCT -9999,-99999,99999,30479.695,99999
20170404080000,-99999,-99999,99999,30479.695,99999
20170404080000,-99999,-99999,99999,30479.695,99999
20170404090000,-99999,-99999,99999,30479.695,99999
20170404090000,-99999,-99999,99999,30479.695,99999
20170404100000,-99999,-99999,99999,30479.695,99999
20170404100000,-99999,-99999,99999,30479.695,99999
20170404110000,-99999,-99999,99999,30479.695,99999
20170404110000,-99999,-99999,99999,30479.695,99999
20170404120000,-99999,-99999,99999,30479.695,99999
20170404120000,-99999,-99999,99999,30479.695,99999
20170404210000,FEW 30   SCT 100   BKN 140,14000,6,30479.695,99999
20170404220000,FEW 30   BKN 140   BKN -9999,-9999,9999,30479.695,99999
20170404230000,FEW 30   SCT 40   BKN -9999,-9999,9999,30479.695,99999
20170405000000,FEW 35   BKN 40   BKN -9999,-9999,9999,30479.695,99999
20170405010000,FEW 30   SCT 40   BKN -9999,-9999,9999,30479.695,99999
20170405020000,FEW 30   SCT 40   BKN 150,15000,6,30479.695,99999
20170405030000,FEW 35   BKN 140   BKN -9999,-9999,9999,30479.695,99999
20170405040000,FEW 35   BKN 60   BKN 120,6000,6,30479.695,99999
20170405050000,FEW 35   SCT 50   BKN 120,12000,6,30479.695,99999
20170405060000,FEW 35   SCT 45   BKN 120,12000,6,30479.695,99999
20170405060000,FEW 35   SCT 45   BKN 120,12000,6,30479.695,99999
20170405070000,FEW 35   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170405070000,FEW 35   BKN 120   BKN -9999,-9999,9999,30479.695,99999
20170405080000,FEW 30   SCT 40   BKN 120,12000,6,30479.695,99999
20170405080000,FEW 30   SCT 40   BKN 120,12000,6,30479.695,99999
20170405090000,FEW 20   SCT 40   BKN 110,11000,6,30479.695,99999
20170405090000,FEW 20   SCT 40   BKN 110,11000,6,30479.695,99999
20170405100000,FEW 20   SCT 40   BKN 100,10000,6,30479.695,99999
20170405100000,FEW 20   SCT 40   BKN 100,10000,6,30479.695,99999
20170405110000,FEW 20   SCT 40   BKN 50,5000,6,914.4,3
20170405110000,FEW 20   SCT 40   BKN 50,5000,6,30479.695,99999
20170405120000,FEW 20   SCT 30   BKN 100,10000,6,914.4,3
20170405120000,FEW 20   SCT 30   BKN 100,10000,6,30479.695,99999
20170405210000,FEW 20   SCT 30   BKN 40,4000,6,457.2,2
20170405220000,FEW 20   SCT 40   BKN 90,9000,6,304.8,2
20170405230000,FEW 20   SCT 40   BKN 60,6000,6,304.8,2
20170406000000,FEW 20   BKN 40   BKN 60,4000,6,304.8,2
20170406010000,FEW 20   BKN 30   BKN 50,3000,5,304.8,2
20170406020000,FEW 20   SCT 30   BKN 70,7000,6,304.8,2
20170406030000,FEW 20   SCT 35   BKN 45,4500,6,304.8,2
20170406040000,FEW 15   SCT 35   BKN 45,4500,6,457.2,2
20170406050000,FEW 15   SCT 35   BKN 50,5000,6,457.2,2
20170406060000,FEW 15   SCT 25   BKN 40,4000,6,457.2,2
20170406060000,FEW 15   SCT 25   BKN 40,4000,6,457.2,2
20170406070000,FEW 15   SCT 20   BKN 30,3000,5,457.2,2
20170406070000,FEW 15   SCT 20   BKN 30,3000,5,243.84,2
20170406080000,FEW 4   SCT 6   BKN 15,1500,4,457.2,2
20170406080000,FEW 4   SCT 6   BKN 15,1500,4,243.84,2
20170406090000,FEW 2   SCT 10   BKN 20,2000,5,304.8,2
20170406090000,FEW 2   SCT 10   BKN 20,2000,5,182.88,1
20170406100000,FEW 2   SCT 4   BKN 15,1500,4,304.8,2
20170406100000,FEW 2   SCT 4   BKN 15,1500,4,121.92,1
20170406110000,FEW 2   SCT 4   BKN 8,800,3,304.8,2
20170406110000,FEW 2   SCT 4   BKN 8,800,3,91.44,1
20170406120000,FEW 1   BKN 2   BKN 4,200,2,243.84,2
20170406120000,FEW 1   BKN 2   BKN 4,200,2,91.44,1
20170406210000,FEW 2   SCT 4   BKN 6,600,3,60.96,1
20170406220000,FEW 2   BKN 4   BKN 6,400,2,60.96,1
20170406230000,FEW 2   BKN 4   BKN 6,400,2,60.96,1
20170407000000,FEW 2   SCT 6   BKN 10,1000,4,60.96,1
20170407010000,FEW 2   SCT 6   BKN 9,900,3,91.44,1
20170407020000,FEW 2   BKN 8   BKN 12,800,3,91.44,1
20170407030000,FEW 1   SCT 3   BKN 5,500,3,121.92,1
20170407040000,FEW 1   SCT 3   BKN 6,600,3,121.92,1
20170407050000,FEW 1   SCT 3   BKN 5,500,3,121.92,1
20170407060000,FEW 2   SCT 6   BKN 12,1200,4,121.92,1
20170407070000,FEW 1   SCT 4   BKN 9,900,3,152.4,1
20170407080000,FEW 1   SCT 3   BKN 6,600,3,152.4,1
20170407090000,FEW 1   SCT 4   BKN 8,800,3,243.84,2
20170407100000,FEW 1   SCT 3   BKN 8,800,3,243.84,2
20170407100000,FEW 1   SCT 3   BKN 8,800,3,243.84,2
20170407110000,FEW 1   SCT 2   BKN 5,500,3,243.84,2
20170407120000,FEW 1   SCT 2   BKN 4,400,2,182.88,1
20170408060000,FEW 1   SCT 4   BKN 6,600,3,152.4,1
20170408070000,FEW 2   SCT 6   BKN 8,800,3,152.4,1
20170408080000,FEW 2   SCT 4   BKN 6,600,3,152.4,1
20170408090000,FEW 2   SCT 4   BKN 9,900,3,152.4,1
20170408100000,FEW 2   SCT 5   BKN 15,1500,4,121.92,1
20170408110000,FEW 4   BKN 8   BKN 15,800,3,91.44,1
20170408120000,FEW 1   SCT 3   BKN 5,500,3,91.44,1
20170408210000,FEW 1   SCT 3   BKN 5,500,3,91.44,1
20170408220000,FEW 1   SCT 4   BKN 7,700,3,152.4,1
20170408230000,FEW 1   BKN 4   BKN 6,400,2,243.84,2
