date,str_cloud,ceiling_metar,CIG_metar,CLING,CIG_after
20170101070000,-99999,-99999,99999,30479.695,99999
20170101080000,-99999,-99999,99999,30479.695,99999
20170101090000,-99999,-99999,99999,30479.695,99999
20170101100000,-99999,-99999,99999,30479.695,99999
20170101110000,-99999,-99999,99999,30479.695,99999
20170101120000,-99999,-99999,99999,30479.695,99999
20170101210000,FEW 25   SCT 60   BKN 80,8000,6,30479.695,99999
20170101220000,FEW 30   BKN 70,7000,6,30479.695,99999
20170101230000,FEW 30   BKN 60,6000,6,30479.695,99999
20170102000000,FEW 30   BKN 50,5000,6,30479.695,99999
20170102010000,FEW 30   SCT 50   BKN -9999,-9999,9999,30479.695,99999
20170102020000,FEW 30,-99999,99999,30479.695,99999
20170102030000,FEW 30   BKN 90,9000,6,30479.695,99999
20170102040000,FEW 30,-99999,99999,30479.695,99999
20170102050000,FEW 30,-99999,99999,1066.8,4
20170102060000,FEW 30,-99999,99999,1066.8,4
20170102060000,FEW 30,-99999,99999,30479.695,99999
20170102070000,FEW 30   SCT 40,-99999,99999,1066.8,4
20170102070000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170102080000,FEW 30   SCT 35,-99999,99999,914.4,3
20170102080000,FEW 30   SCT 35,-99999,99999,1066.8,4
20170102090000,FEW 25   BKN 35,3500,5,762.0,3
20170102090000,FEW 25   BKN 35,3500,5,883.92,3
20170102100000,FEW 30,-99999,99999,762.0,3
20170102100000,FEW 30,-99999,99999,914.4,3
20170102110000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170102110000,FEW 30   SCT 40,-99999,99999,1219.2,4
20170102120000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170102120000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170102210000,FEW 30,-99999,99999,30479.695,99999
20170102220000,FEW 25,-99999,99999,30479.695,99999
20170102230000,FEW 25,-99999,99999,30479.695,99999
20170103000000,FEW 30,-99999,99999,30479.695,99999
20170103010000,-99999,-99999,99999,30479.695,99999
20170103020000,FEW 40,-99999,99999,30479.695,99999
20170103030000,FEW 40,-99999,99999,30479.695,99999
20170103040000,FEW 40,-99999,99999,30479.695,99999
20170103050000,-99999,-99999,99999,30479.695,99999
20170103060000,-99999,-99999,99999,30479.695,99999
20170103060000,-99999,-99999,99999,30479.695,99999
20170103070000,-99999,-99999,99999,30479.695,99999
20170103070000,-99999,-99999,99999,30479.695,99999
20170103080000,-99999,-99999,99999,30479.695,99999
20170103080000,-99999,-99999,99999,30479.695,99999
20170103090000,-99999,-99999,99999,30479.695,99999
20170103090000,-99999,-99999,99999,30479.695,99999
20170103100000,-99999,-99999,99999,30479.695,99999
20170103100000,-99999,-99999,99999,30479.695,99999
20170103110000,-99999,-99999,99999,30479.695,99999
20170103110000,-99999,-99999,99999,30479.695,99999
20170103120000,-99999,-99999,99999,30479.695,99999
20170103120000,-99999,-99999,99999,30479.695,99999
20170103210000,-99999,-99999,99999,30479.695,99999
20170103220000,-99999,-99999,99999,30479.695,99999
20170103230000,-99999,-99999,99999,30479.695,99999
20170104000000,-99999,-99999,99999,30479.695,99999
20170104010000,-99999,-99999,99999,30479.695,99999
20170104020000,-99999,-99999,99999,30479.695,99999
20170104030000,-99999,-99999,99999,30479.695,99999
20170104040000,-99999,-99999,99999,30479.695,99999
20170104050000,-99999,-99999,99999,30479.695,99999
20170104060000,-99999,-99999,99999,30479.695,99999
20170104060000,-99999,-99999,99999,30479.695,99999
20170104070000,-99999,-99999,99999,30479.695,99999
20170104070000,-99999,-99999,99999,30479.695,99999
20170104080000,-99999,-99999,99999,30479.695,99999
20170104080000,-99999,-99999,99999,30479.695,99999
20170104090000,-99999,-99999,99999,30479.695,99999
20170104090000,-99999,-99999,99999,30479.695,99999
20170104100000,-99999,-99999,99999,30479.695,99999
20170104100000,-99999,-99999,99999,30479.695,99999
20170104110000,-99999,-99999,99999,30479.695,99999
20170104110000,-99999,-99999,99999,30479.695,99999
20170104120000,-99999,-99999,99999,30479.695,99999
20170104120000,-99999,-99999,99999,30479.695,99999
20170104210000,-99999,-99999,99999,30479.695,99999
20170104220000,-99999,-99999,99999,30479.695,99999
20170104230000,-99999,-99999,99999,30479.695,99999
20170105000000,-99999,-99999,99999,30479.695,99999
20170105010000,-99999,-99999,99999,30479.695,99999
20170105020000,-99999,-99999,99999,30479.695,99999
20170105030000,-99999,-99999,99999,30479.695,99999
20170105040000,-99999,-99999,99999,30479.695,99999
20170105050000,-99999,-99999,99999,30479.695,99999
20170105060000,FEW 30   SCT 120   BKN 140,14000,6,30479.695,99999
20170105060000,FEW 30   SCT 120   BKN 140,14000,6,30479.695,99999
20170105070000,FEW 25   SCT 100   BKN 130,13000,6,30479.695,99999
20170105070000,FEW 25   SCT 100   BKN 130,13000,6,30479.695,99999
20170105080000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105080000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105090000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105090000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105100000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105100000,FEW 30   SCT 100   BKN 130,13000,6,30479.695,99999
20170105110000,FEW 30   BKN 100   BKN 130,10000,6,30479.695,99999
20170105110000,FEW 30   BKN 100   BKN 130,10000,6,30479.695,99999
20170105120000,FEW 30   BKN 100,10000,6,30479.695,99999
20170105120000,FEW 30   BKN 100,10000,6,30479.695,99999
20170105210000,FEW 30   BKN 50   BKN 80,5000,6,1219.2,4
20170105220000,FEW 20   SCT 50   BKN 90,9000,6,1219.2,4
20170105230000,FEW 10   SCT 70   BKN 90,9000,6,1219.2,4
20170106000000,FEW 10   SCT 60   BKN 80,8000,6,1219.2,4
20170106010000,FEW 5   SCT 60   BKN 80,8000,6,1219.2,4
20170106020000,FEW 2   SCT 80   BKN 100,10000,6,30479.695,99999
20170106030000,FEW 2   BKN 140,14000,6,30479.695,99999
20170106040000,FEW 2   SCT 100   BKN -9999,-9999,9999,30479.695,99999
20170106050000,FEW 5   BKN 100,10000,6,30479.695,99999
20170106060000,FEW 8   BKN 100,10000,6,30479.695,99999
20170106060000,FEW 8   BKN 100,10000,6,1219.2,4
20170106070000,FEW 15   BKN -9999,-9999,9999,30479.695,99999
20170106070000,FEW 15   BKN -9999,-9999,9999,1219.2,4
20170106080000,FEW 15   SCT -9999,-99999,99999,30479.695,99999
20170106080000,FEW 15   SCT -9999,-99999,99999,1219.2,4
20170106090000,FEW 15   BKN -9999,-9999,9999,30479.695,99999
20170106090000,FEW 15   BKN -9999,-9999,9999,30479.695,99999
20170106100000,FEW 20   BKN -9999,-9999,9999,30479.695,99999
20170106100000,FEW 20   BKN -9999,-9999,9999,30479.695,99999
20170106110000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170106110000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170106120000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170106120000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170106210000,FEW 20,-99999,99999,30479.695,99999
20170106220000,FEW 30,-99999,99999,30479.695,99999
20170106230000,-99999,-99999,99999,30479.695,99999
20170107000000,FEW 20   SCT -9999,-99999,99999,30479.695,99999
20170107010000,FEW 30   BKN 80,8000,6,30479.695,99999
20170107020000,FEW 30   SCT 80   BKN -9999,-9999,9999,1219.2,4
20170107030000,FEW 25   BKN 90   BKN -9999,-9999,9999,1219.2,4
20170107040000,FEW 25   SCT 70   BKN 90,9000,6,1219.2,4
20170107050000,FEW 25   SCT 80   BKN 100,10000,6,1219.2,4
20170107060000,FEW 25   SCT 70   BKN 100,10000,6,1219.2,4
20170107060000,FEW 25   SCT 70   BKN 100,10000,6,1066.8,4
20170107070000,FEW 25   SCT 80   BKN 100,10000,6,457.2,2
20170107070000,FEW 25   SCT 80   BKN 100,10000,6,762.0,3
20170107080000,FEW 15   SCT 80   BKN 120,12000,6,457.2,2
20170107080000,FEW 15   SCT 80   BKN 120,12000,6,457.2,2
20170107090000,FEW 20   SCT 80   BKN 120,12000,6,304.8,2
20170107090000,FEW 20   SCT 80   BKN 120,12000,6,243.84,2
20170107100000,FEW 20   SCT 35   BKN 70,7000,6,243.84,2
20170107100000,FEW 20   SCT 35   BKN 70,7000,6,243.84,2
20170107110000,FEW 20   SCT 70   OVC 100,10000,6,243.84,2
20170107110000,FEW 20   SCT 70   OVC 100,10000,6,243.84,2
20170107120000,FEW 20   SCT 70   OVC 120,12000,6,243.84,2
20170107120000,FEW 20   SCT 70   OVC 120,12000,6,182.88,1
20170107210000,FEW 2   SCT 15   BKN 30,3000,5,121.92,1
20170107220000,FEW 3   SCT 15   BKN 30,3000,5,152.4,1
20170107230000,FEW 2   SCT 15   BKN 30,3000,5,182.88,1
20170108000000,FEW 2   SCT 8   BKN 20,2000,5,243.84,2
20170108010000,FEW 1   SCT 2   BKN 10,1000,4,457.2,2
20170108020000,FEW 1   SCT 30   BKN 40,4000,6,762.0,3
20170108030000,FEW 2   BKN 90,9000,6,30479.695,99999
20170108040000,FEW 10,-99999,99999,30479.695,99999
20170108050000,FEW 15,-99999,99999,30479.695,99999
20170108060000,FEW 15,-99999,99999,30479.695,99999
20170108060000,FEW 15,-99999,99999,30479.695,99999
20170108070000,FEW 15   SCT 25,-99999,99999,30479.695,99999
20170108070000,FEW 15   SCT 25,-99999,99999,30479.695,99999
20170108080000,FEW 15   BKN 25,2500,5,30479.695,99999
20170108080000,FEW 15   BKN 25,2500,5,762.0,3
20170108090000,FEW 15,-99999,99999,30479.695,99999
20170108090000,FEW 15,-99999,99999,762.0,3
20170108100000,FEW 15,-99999,99999,30479.695,99999
20170108100000,FEW 15,-99999,99999,762.0,3
20170108110000,FEW 20,-99999,99999,30479.695,99999
20170108110000,FEW 20,-99999,99999,609.6,3
20170108120000,FEW 20,-99999,99999,30479.695,99999
20170108120000,FEW 20,-99999,99999,609.6,3
20170108210000,FEW 20,-99999,99999,457.2,2
20170108220000,FEW 25,-99999,99999,762.0,3
20170108230000,FEW 25,-99999,99999,1066.8,4
20170109000000,FEW 30   SCT 70,-99999,99999,30479.695,99999
20170109010000,FEW 25,-99999,99999,30479.695,99999
20170109020000,FEW 20   SCT 35,-99999,99999,30479.695,99999
20170109030000,FEW 20   SCT 30   BKN 40,4000,6,30479.695,99999
20170109040000,FEW 20   SCT 40,-99999,99999,30479.695,99999
20170109050000,FEW 25,-99999,99999,30479.695,99999
20170109060000,FEW 30,-99999,99999,30479.695,99999
20170109060000,FEW 30,-99999,99999,30479.695,99999
20170109070000,FEW 35,-99999,99999,30479.695,99999
20170109070000,FEW 35,-99999,99999,30479.695,99999
20170109080000,FEW 25,-99999,99999,30479.695,99999
20170109080000,FEW 25,-99999,99999,30479.695,99999
20170109090000,FEW 20,-99999,99999,30479.695,99999
20170109090000,FEW 20,-99999,99999,30479.695,99999
20170109100000,FEW 20,-99999,99999,30479.695,99999
20170109100000,FEW 20,-99999,99999,30479.695,99999
20170109110000,FEW 25,-99999,99999,30479.695,99999
20170109110000,FEW 25,-99999,99999,30479.695,99999
20170109120000,FEW 20,-99999,99999,30479.695,99999
20170109120000,FEW 20,-99999,99999,30479.695,99999
20170109210000,FEW 30   BKN 35,3500,5,30479.695,99999
20170109220000,FEW 30   BKN 35,3500,5,30479.695,99999
20170109230000,FEW 30   BKN 40,4000,6,30479.695,99999
20170110000000,FEW 30   BKN 40,4000,6,30479.695,99999
20170110010000,FEW 35   BKN 45,4500,6,30479.695,99999
20170110020000,FEW 30   BKN 40,4000,6,1066.8,4
20170110030000,FEW 30   BKN 40,4000,6,1066.8,4
20170110040000,FEW 30   BKN 45,4500,6,1066.8,4
20170110050000,FEW 30   SCT 40   BKN 45,4500,6,30479.695,99999
20170110060000,FEW 30   SCT 35   BKN 45,4500,6,30479.695,99999
20170110060000,FEW 30   SCT 35   BKN 45,4500,6,30479.695,99999
20170110070000,FEW 30   SCT 35   BKN 45,4500,6,30479.695,99999
20170110070000,FEW 30   SCT 35   BKN 45,4500,6,30479.695,99999
20170110080000,FEW 25   SCT 45,-99999,99999,30479.695,99999
20170110080000,FEW 25   SCT 45,-99999,99999,30479.695,99999
20170110090000,FEW 25   SCT 40,-99999,99999,30479.695,99999
20170110090000,FEW 25   SCT 40,-99999,99999,30479.695,99999
20170110100000,FEW 30,-99999,99999,30479.695,99999
20170110100000,FEW 30,-99999,99999,30479.695,99999
20170110110000,FEW 30,-99999,99999,30479.695,99999
20170110110000,FEW 30,-99999,99999,30479.695,99999
20170110120000,FEW 30,-99999,99999,30479.695,99999
20170110120000,FEW 30,-99999,99999,30479.695,99999
20170110210000,FEW 30,-99999,99999,30479.695,99999
20170110220000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170110230000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170111000000,FEW 30   SCT 120,-99999,99999,30479.695,99999
20170111010000,FEW 25   SCT 35,-99999,99999,30479.695,99999
20170111020000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170111030000,FEW 30,-99999,99999,30479.695,99999
20170111040000,FEW 35   SCT -9999,-99999,99999,30479.695,99999
20170111050000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111060000,FEW 35   SCT 150   BKN -9999,-9999,9999,30479.695,99999
20170111060000,FEW 35   SCT 150   BKN -9999,-9999,9999,30479.695,99999
20170111070000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111070000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111080000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111080000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111090000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111090000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170111100000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111100000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111110000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111110000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111120000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111120000,FEW 30   BKN -9999,-9999,9999,30479.695,99999
20170111210000,FEW 25   BKN 130,13000,6,30479.695,99999
20170111220000,FEW 40   BKN 130   BKN -9999,-9999,9999,30479.695,99999
20170111230000,FEW 40   SCT 150   BKN -9999,-9999,9999,30479.695,99999
20170112000000,FEW 40   BKN 170   BKN -9999,-9999,9999,30479.695,99999
20170112010000,FEW 40   BKN 170   BKN -9999,-9999,9999,30479.695,99999
20170112020000,FEW 40   SCT 150   BKN -9999,-9999,9999,30479.695,99999
20170112030000,FEW 40   SCT 100   BKN -9999,-9999,9999,30479.695,99999
20170112040000,FEW 35   SCT 100   BKN 150,15000,6,30479.695,99999
20170112050000,FEW 35   BKN 100,10000,6,30479.695,99999
20170112060000,FEW 35   BKN 100,10000,6,30479.695,99999
20170112060000,FEW 35   BKN 100,10000,6,30479.695,99999
20170112070000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112070000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112080000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112080000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112090000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112090000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112100000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112100000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112110000,FEW 30   BKN 100,10000,6,1219.2,4
20170112110000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112120000,FEW 30   BKN 100,10000,6,1219.2,4
20170112120000,FEW 30   BKN 100,10000,6,30479.695,99999
20170112210000,FEW 3   BKN 50   BKN 120,5000,6,30479.695,99999
20170112220000,FEW 3   BKN 50,5000,6,30479.695,99999
20170112230000,FEW 20,-99999,99999,30479.695,99999
20170113000000,FEW 30,-99999,99999,30479.695,99999
20170113010000,FEW 30,-99999,99999,30479.695,99999
20170113020000,FEW 35   BKN 45,4500,6,30479.695,99999
20170113030000,FEW 40   BKN 45,4500,6,1219.2,4
20170113040000,FEW 40   SCT 45,-99999,99999,1219.2,4
20170113050000,FEW 40   SCT 45,-99999,99999,1219.2,4
20170113060000,FEW 40   SCT 45,-99999,99999,30479.695,99999
20170113060000,FEW 40   SCT 45,-99999,99999,30479.695,99999
20170113070000,FEW 45,-99999,99999,30479.695,99999
20170113070000,FEW 45,-99999,99999,30479.695,99999
20170113080000,FEW 45,-99999,99999,30479.695,99999
20170113080000,FEW 45,-99999,99999,30479.695,99999
20170113090000,FEW 40   BKN 45,4500,6,30479.695,99999
20170113090000,FEW 40   BKN 45,4500,6,1219.2,4
20170113100000,FEW 40,-99999,99999,30479.695,99999
20170113100000,FEW 40,-99999,99999,1219.2,4
20170113110000,FEW 40   BKN 60,6000,6,914.4,3
20170113110000,FEW 40   BKN 60,6000,6,1219.2,4
20170113120000,FEW 30   BKN 50,5000,6,914.4,3
20170113120000,FEW 30   BKN 50,5000,6,914.4,3
20170113210000,FEW 30   SCT 40,-99999,99999,30479.695,99999
20170113220000,FEW 30,-99999,99999,30479.695,99999
20170113230000,FEW 40,-99999,99999,30479.695,99999
20170114000000,FEW 40,-99999,99999,30479.695,99999
20170114010000,FEW 35,-99999,99999,30479.695,99999
20170114020000,FEW 35   BKN 40,4000,6,30479.695,99999
20170114030000,FEW 35   BKN 45,4500,6,30479.695,99999
20170114040000,FEW 35   BKN 45,4500,6,30479.695,99999
20170114050000,FEW 35   BKN 45,4500,6,30479.695,99999
20170114060000,FEW 35   SCT 45,-99999,99999,30479.695,99999
20170114060000,FEW 35   SCT 45,-99999,99999,30479.695,99999
20170114070000,FEW 35,-99999,99999,30479.695,99999
20170114070000,FEW 35,-99999,99999,30479.695,99999
20170114080000,FEW 35,-99999,99999,30479.695,99999
20170114080000,FEW 35,-99999,99999,30479.695,99999
20170114090000,FEW 30,-99999,99999,30479.695,99999
20170114090000,FEW 30,-99999,99999,30479.695,99999
20170114100000,FEW 30,-99999,99999,30479.695,99999
20170114100000,FEW 30,-99999,99999,30479.695,99999
20170114110000,FEW 30,-99999,99999,30479.695,99999
20170114110000,FEW 30,-99999,99999,30479.695,99999
20170114120000,FEW 30,-99999,99999,30479.695,99999
20170114120000,FEW 30,-99999,99999,30479.695,99999
20170114210000,FEW 30   BKN 40,4000,6,30479.695,99999
20170114220000,FEW 25,-99999,99999,30479.695,99999
20170114230000,FEW 30,-99999,99999,30479.695,99999
20170115000000,FEW 30,-99999,99999,30479.695,99999
20170115010000,FEW 30,-99999,99999,30479.695,99999
20170115020000,FEW 35,-99999,99999,30479.695,99999
20170115030000,FEW 35,-99999,99999,30479.695,99999
20170115040000,FEW 35,-99999,99999,30479.695,99999
20170115050000,FEW 40,-99999,99999,30479.695,99999
20170115060000,FEW 40,-99999,99999,30479.695,99999
20170115060000,FEW 40,-99999,99999,30479.695,99999
20170115070000,FEW 40,-99999,99999,30479.695,99999
20170115070000,FEW 40,-99999,99999,30479.695,99999
20170115080000,FEW 40,-99999,99999,30479.695,99999
20170115080000,FEW 40,-99999,99999,30479.695,99999
20170115090000,FEW 30,-99999,99999,30479.695,99999
20170115090000,FEW 30,-99999,99999,30479.695,99999
20170115100000,FEW 30,-99999,99999,30479.695,99999
20170115100000,FEW 30,-99999,99999,30479.695,99999
20170115110000,FEW 30,-99999,99999,30479.695,99999
20170115110000,FEW 30,-99999,99999,30479.695,99999
20170115120000,FEW 30,-99999,99999,30479.695,99999
20170115120000,FEW 30,-99999,99999,30479.695,99999
20170115210000,FEW 25   SCT 140,-99999,99999,30479.695,99999
20170115220000,FEW 25   SCT 140,-99999,99999,30479.695,99999
20170115230000,FEW 30   SCT 140,-99999,99999,30479.695,99999
20170116000000,FEW 30   SCT -9999,-99999,99999,30479.695,99999
20170116010000,FEW 30   SCT -9999,-99999,99999,30479.695,99999
20170116020000,FEW 30,-99999,99999,30479.695,99999
20170116030000,FEW 30,-99999,99999,30479.695,99999
20170116040000,FEW 30,-99999,99999,30479.695,99999
20170116050000,FEW 30,-99999,99999,30479.695,99999
20170116060000,FEW 30,-99999,99999,30479.695,99999
20170116060000,FEW 30,-99999,99999,30479.695,99999
20170116070000,FEW 30,-99999,99999,30479.695,99999
20170116070000,FEW 30,-99999,99999,30479.695,99999
20170116080000,FEW 30,-99999,99999,30479.695,99999
20170116080000,FEW 30,-99999,99999,30479.695,99999
20170116090000,FEW 30,-99999,99999,30479.695,99999
20170116090000,FEW 30,-99999,99999,30479.695,99999
20170116100000,FEW 30,-99999,99999,30479.695,99999
20170116100000,FEW 30,-99999,99999,30479.695,99999
20170116110000,FEW 30,-99999,99999,30479.695,99999
20170116110000,FEW 30,-99999,99999,30479.695,99999
20170116120000,FEW 30,-99999,99999,30479.695,99999
20170116120000,FEW 30,-99999,99999,30479.695,99999
20170116210000,-99999,-99999,99999,30479.695,99999
20170116220000,-99999,-99999,99999,30479.695,99999
20170116230000,-99999,-99999,99999,30479.695,99999
20170117000000,-99999,-99999,99999,30479.695,99999
20170117010000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170117020000,FEW 40   BKN -9999,-9999,9999,30479.695,99999
20170117030000,-99999,-99999,99999,30479.695,99999
20170117040000,FEW 35,-99999,99999,30479.695,99999
20170117050000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170117060000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170117060000,FEW 40   SCT -9999,-99999,99999,30479.695,99999
20170117070000,FEW 35   SCT -9999,-99999,99999,30479.695,99999
20170117070000,FEW 35   SCT -9999,-99999,99999,30479.695,99999
20170117080000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170117080000,FEW 35   BKN -9999,-9999,9999,30479.695,99999
20170117090000,FEW 50,-99999,99999,30479.695,99999
20170117090000,FEW 50,-99999,99999,30479.695,99999
20170117100000,-99999,-99999,99999,30479.695,99999
20170117100000,-99999,-99999,99999,30479.695,99999
20170117110000,FEW 40   SCT 50   BKN 140,14000,6,30479.695,99999
20170117110000,FEW 40   SCT 50   BKN 140,14000,6,30479.695,99999
20170117120000,FEW 30   SCT 120,-99999,99999,30479.695,99999
20170117120000,FEW 30   SCT 120,-99999,99999,30479.695,99999
20170117210000,FEW 20   BKN 45   BKN 100,4500,6,1066.8,4
20170117220000,FEW 10   SCT 40   BKN 50,5000,6,1066.8,4
20170117230000,FEW 5   SCT 30   BKN 35,3500,5,914.4,3
20170118000000,FEW 10   BKN 30   BKN 50,3000,5,609.6,3
20170118010000,FEW 15   BKN 30   BKN 40,3000,5,457.2,2
20170118020000,FEW 15   BKN 30   BKN 40,3000,5,457.2,2
20170118030000,FEW 15   BKN 30   BKN 40,3000,5,243.84,2
20170118040000,FEW 15   BKN 30   BKN 40,3000,5,243.84,2
20170118050000,FEW 15   BKN 20   BKN 30,2000,5,243.84,2
20170118060000,FEW 10   BKN 40   BKN 60,4000,6,243.84,2
20170118060000,FEW 10   BKN 40   BKN 60,4000,6,457.2,2
20170118070000,FEW 5   BKN 50   BKN 70,5000,6,243.84,2
20170118070000,FEW 5   BKN 50   BKN 70,5000,6,457.2,2
20170118080000,FEW 4   BKN 45   BKN 70,4500,6,243.84,2
20170118080000,FEW 4   BKN 45   BKN 70,4500,6,457.2,2
20170118090000,FEW 4   SCT 20   BKN 45,4500,6,304.8,2
20170118090000,FEW 4   SCT 20   BKN 45,4500,6,243.84,2
20170118100000,FEW 4   SCT 25   BKN 45,4500,6,304.8,2
20170118100000,FEW 4   SCT 25   BKN 45,4500,6,243.84,2
20170118110000,FEW 4   BKN 25   BKN 45,2500,5,304.8,2
20170118110000,FEW 4   BKN 25   BKN 45,2500,5,243.84,2
20170118120000,FEW 4   BKN 30   BKN 100,3000,5,304.8,2
20170118120000,FEW 4   BKN 30   BKN 100,3000,5,243.84,2
20170118210000,FEW 2   BKN 130,13000,6,914.4,3
20170118220000,FEW 2   SCT 100   BKN 140,14000,6,30479.695,99999
20170118230000,FEW 2   BKN 140,14000,6,30479.695,99999
20170119000000,FEW 2   SCT 140   BKN -9999,-9999,9999,30479.695,99999
20170119010000,FEW 3   SCT 100   BKN -9999,-9999,9999,30479.695,99999
20170119020000,FEW 10   SCT -9999,-99999,99999,30479.695,99999
20170119030000,FEW 15   SCT 100   BKN -9999,-9999,9999,30479.695,99999
20170119040000,FEW 25   BKN 100,10000,6,30479.695,99999
20170119050000,FEW 25   SCT 50   BKN 100,10000,6,30479.695,99999
20170119060000,FEW 25   SCT 50   BKN 100,10000,6,30479.695,99999
20170119060000,FEW 25   SCT 50   BKN 100,10000,6,30479.695,99999
20170119070000,FEW 30   SCT 40   BKN 50,5000,6,30479.695,99999
20170119070000,FEW 30   SCT 40   BKN 50,5000,6,30479.695,99999
20170119080000,FEW 30   BKN 50   BKN -9999,-9999,9999,30479.695,99999
20170119080000,FEW 30   BKN 50   BKN -9999,-9999,9999,30479.695,99999
20170119090000,FEW 30   SCT 50   BKN -9999,-9999,9999,30479.695,99999
20170119090000,FEW 30   SCT 50   BKN -9999,-9999,9999,30479.695,99999
20170119100000,FEW 30   SCT 50   BKN -9999,-9999,9999,30479.695,99999
20170119100000,FEW 30   SCT 50   BKN -9999,-9999,9999,30479.695,99999
20170119110000,FEW 30   SCT 50   BKN 100,10000,6,30479.695,99999
20170119110000,FEW 30   SCT 50   BKN 100,10000,6,30479.695,99999
20170119120000,FEW 30   SCT 50   BKN 100,10000,6,30479.695,99999
20170119120000,FEW 30   SCT 50   BKN 100,10000,6,30479.695,99999
20170119210000,FEW 10   SCT 15   BKN 20,2000,5,609.6,3
20170119220000,FEW 10   SCT 15   BKN 20,2000,5,609.6,3
20170119230000,FEW 20   SCT 40   BKN 80,8000,6,609.6,3
20170120000000,FEW 10   BKN 15   BKN 20,1500,4,609.6,3
20170120010000,FEW 10   SCT 20   BKN 30,3000,5,609.6,3
20170120020000,FEW 15   SCT 30   BKN 40,4000,6,609.6,3
20170120030000,FEW 20   SCT 40   BKN 70,7000,6,914.4,3
20170120040000,FEW 20   SCT 30   BKN 40,4000,6,914.4,3
20170120050000,FEW 25   SCT 30   BKN 40,4000,6,914.4,3
20170120060000,FEW 10   SCT 35,-99999,99999,457.2,2
20170120060000,FEW 10   SCT 35,-99999,99999,914.4,3
20170120070000,FEW 10   SCT 30   BKN 40,4000,6,457.2,2
20170120070000,FEW 10   SCT 30   BKN 40,4000,6,914.4,3
20170120080000,FEW 9   SCT 20   BKN 30,3000,5,457.2,2
20170120080000,FEW 9   SCT 20   BKN 30,3000,5,457.2,2
20170120090000,FEW 6   SCT 12   BKN 25,2500,5,457.2,2
20170120090000,FEW 6   SCT 12   BKN 25,2500,5,822.96,3
20170120100000,FEW 8   SCT 25   BKN 50,5000,6,609.6,3
20170120100000,FEW 8   SCT 25   BKN 50,5000,6,883.92,3
20170120110000,FEW 20   BKN 50,5000,6,914.4,3
20170120110000,FEW 20   BKN 50,5000,6,883.92,3
20170120120000,FEW 25   BKN 50,5000,6,914.4,3
20170120120000,FEW 25   BKN 50,5000,6,30479.695,99999
20170120210000,FEW 25,-99999,99999,30479.695,99999
20170120220000,FEW 25,-99999,99999,30479.695,99999
20170120230000,FEW 30,-99999,99999,30479.695,99999
20170121000000,FEW 30,-99999,99999,30479.695,99999
20170121010000,FEW 40,-99999,99999,30479.695,99999
20170121020000,FEW 40,-99999,99999,30479.695,99999
20170121030000,FEW 35,-99999,99999,30479.695,99999
20170121040000,FEW 50,-99999,99999,30479.695,99999
20170121050000,-99999,-99999,99999,30479.695,99999
20170121060000,FEW 35,-99999,99999,30479.695,99999
20170121060000,FEW 35,-99999,99999,30479.695,99999
