file_name,telegram_type,station_code,data_id,announced,created,obs_kind,date,fct_start_day,fct_start_hour,fct_end_day,fct_end_hour,wind_dir,wind_speed_over100kt_flag,wind_speed,wind_gusts_over100kt_flag,wind_gusts,wind_dir_min,wind_dir_max,cavok,visibility,rvr_count,wx_count,cloud_count,str_cloud,temp_sign,temp,dew_point_sign,dew_point,altimeter_hpa,bulletin,wx
20180113_100000.002,0,RJFK,,,,0,20180113100000,-1,-1,-1,-1,310,-1,8,-1,-1,-1,-1,,9999,0,0,1,FEW 30,-1,1,-1,5,1030,RJFK 131000Z 31008KT 9999 FEW030 M01/M05 Q1030 RMK 1CU030     A3044=,
20180113_110000.002,0,RJFK,,,,0,20180113110000,-1,-1,-1,-1,330,-1,3,-1,-1,-1,-1,,9999,0,0,1,FEW 30,-1,0,-1,5,1030,RJFK 131100Z 33003KT 9999 FEW030 M00/M05 Q1030 RMK 1CU030     A3043=,
20180113_120000.002,0,RJFK,,,,0,20180113120000,-1,-1,-1,-1,340,-1,12,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,0,-1,4,1029,RJFK 131200Z 34012KT 9999 FEW030 00/M04 Q1029 RMK 1CU030     A3041=,
20180113_210000.002,0,RJFK,,,,0,20180113210000,-1,-1,-1,-1,350,-1,5,-1,-1,-1,-1,,9999,0,0,2,FEW 20   SCT -9999,-1,3,-1,4,1029,RJFK 132100Z 35005KT 9999 FEW020 SCT/// M03/M04 Q1029 RMK     1CU020 A3039=,
20180113_220000.002,0,RJFK,,,,0,20180113220000,-1,-1,-1,-1,320,-1,3,-1,-1,-1,-1,,9999,0,0,2,FEW 20   SCT -9999,-1,3,-1,5,1031,RJFK 132200Z 32003KT 9999 FEW020 SCT/// M03/M05 Q1031 RMK     1CU020 A3045=,
20180113_230000.002,0,RJFK,,,,0,20180113230000,-1,-1,-1,-1,10,-1,6,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN -9999,-1,2,-1,4,1031,RJFK 132300Z 01006KT 9999 FEW025 BKN/// M02/M04 Q1031 RMK     1CU025 A3046=,
20180114_000000.003,0,RJFK,,,,0,20180114000000,-1,-1,-1,-1,10,-1,5,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN -9999,-1,1,-1,4,1031,RJFK 140000Z 01005KT 9999 FEW025 BKN/// M01/M04 Q1031 RMK     1CU025 A3044=,
20180114_010000.002,0,RJFK,,,,0,20180114010000,-1,-1,-1,-1,360,-1,5,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN -9999,1,1,-1,3,1031,RJFK 140100Z 36005KT 9999 FEW025 BKN/// 01/M03 Q1031 RMK     1CU025 A3044=,
20180114_020000.002,0,RJFK,,,,0,20180114020000,-1,-1,-1,-1,60,-1,3,-1,-1,30,100,,9999,0,0,3,FEW 25   SCT 150   BKN -9999,1,4,-1,4,1030,RJFK 140200Z 06003KT 030V100 9999 FEW025 SCT150 BKN/// 04/M04     Q1030 RMK 1CU025 3AC150 A3042=,
20180114_030000.002,0,RJFK,,,,0,20180114030000,-1,-1,-1,-1,70,-1,5,-1,-1,20,170,,9999,0,0,3,FEW 25   SCT 180   BKN -9999,1,7,-1,6,1029,RJFK 140300Z 07005KT 020V170 9999 FEW025 SCT180 BKN/// 07/M06     Q1029 RMK 1CU025 3AC180 A3040=,
20180114_040000.002,0,RJFK,,,,0,20180114040000,-1,-1,-1,-1,999,-1,1,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN -9999,1,8,-1,4,1028,RJFK 140400Z VRB01KT 9999 FEW025 BKN/// 08/M04 Q1028 RMK     1CU025 A3036=,
20180114_050000.002,0,RJFK,,,,0,20180114050000,-1,-1,-1,-1,230,-1,3,-1,-1,160,310,,9999,0,0,2,FEW 25   BKN -9999,1,8,-1,4,1027,RJFK 140500Z 23003KT 160V310 9999 FEW025 BKN/// 08/M04 Q1027     RMK 1CU025 A3034=,
20180114_060000.003,0,RJFK,,,,0,20180114060000,-1,-1,-1,-1,250,-1,5,-1,-1,180,310,,9999,0,0,2,FEW 25   BKN -9999,1,9,-1,3,1027,RJFK 140600Z 25005KT 180V310 9999 FEW025 BKN/// 09/M03 Q1027     RMK 1CU025 A3034=,
20180114_070000.002,0,RJFK,,,,0,20180114070000,-1,-1,-1,-1,180,-1,5,-1,-1,110,220,,9999,0,0,2,FEW 25   BKN -9999,1,9,-1,2,1027,RJFK 140700Z 18005KT 110V220 9999 FEW025 BKN/// 09/M02 Q1027     RMK 1CU025 A3033=,
20180114_080000.002,0,RJFK,,,,0,20180114080000,-1,-1,-1,-1,140,-1,3,-1,-1,-1,-1,,9999,0,1,2,FEW 25   BKN -9999,1,8,-1,1,1026,RJFK 140800Z 14003KT 9999 VCVA FEW025 BKN/// 08/M01 Q1026 RMK     1CU025 A3032 ASH FALL VOLCANIC ASH CLOUD SE-S=,VC VA
20180114_090000.002,0,RJFK,,,,0,20180114090000,-1,-1,-1,-1,40,-1,2,-1,-1,-1,-1,,9999,0,1,2,FEW 25   BKN -9999,1,7,-1,2,1026,RJFK 140900Z 04002KT 9999 VCVA FEW025 BKN/// 07/M02 Q1026 RMK     1CU025 A3032 ASH FALL VOLCANIC ASH CLOUD S=,VC VA
20180114_100000.002,0,RJFK,,,,0,20180114100000,-1,-1,-1,-1,80,-1,4,-1,-1,-1,-1,,9999,0,1,2,FEW 25   BKN -9999,1,5,-1,1,1027,RJFK 141000Z 08004KT 9999 VCVA FEW025 BKN/// 05/M01 Q1027 RMK     1CU025 A3033 ASH FALL VOLCANIC ASH CLOUD S-SW=,VC VA
20180114_110000.002,0,RJFK,,,,0,20180114110000,-1,-1,-1,-1,999,-1,2,-1,-1,-1,-1,,9999,0,1,2,FEW 25   SCT -9999,1,3,-1,2,1028,RJFK 141100Z VRB02KT 9999 VCVA FEW025 SCT/// 03/M02 Q1028 RMK     1CU025 A3036 ASH FALL VOLCANIC ASH CLOUD S=,VC VA
20180114_120000.002,0,RJFK,,,,0,20180114120000,-1,-1,-1,-1,10,-1,6,-1,-1,-1,-1,,9999,0,1,2,FEW 25   SCT -9999,1,1,-1,2,1028,RJFK 141200Z 01006KT 9999 VCVA FEW025 SCT/// 01/M02 Q1028 RMK     1CU025 A3036 ASH FALL VOLCANIC ASH CLOUD S=,VC VA
20180114_210000.002,0,RJFK,,,,0,20180114210000,-1,-1,-1,-1,360,-1,6,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,2,1,0,1026,RJFK 142100Z 36006KT 9999 FEW030 02/00 Q1026 RMK 1CU030 A3030     VOLCANIC ASH CLOUD S=,
20180114_220000.002,0,RJFK,,,,0,20180114220000,-1,-1,-1,-1,360,-1,4,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,2,1,0,1026,RJFK 142200Z 36004KT 9999 FEW030 02/00 Q1026 RMK 1CU030 A3031     VOLCANIC ASH CLOUD SE-S=,
20180114_230000.002,0,RJFK,,,,0,20180114230000,-1,-1,-1,-1,10,-1,6,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,2,1,1,1026,RJFK 142300Z 01006KT 9999 FEW030 02/01 Q1026 RMK 1CU030 A3031     VOLCANIC ASH CLOUD SE-S=,
20180115_000000.002,0,RJFK,,,,0,20180115000000,-1,-1,-1,-1,10,-1,5,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,4,1,1,1026,RJFK 150000Z 01005KT 9999 FEW030 04/01 Q1026 RMK 1CU030 A3032     VOLCANIC ASH CLOUD SE-S=,
20180115_010000.002,0,RJFK,,,,0,20180115010000,-1,-1,-1,-1,360,-1,2,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,9,1,3,1026,RJFK 150100Z 36002KT 9999 FEW030 09/03 Q1026 RMK 1CU030 A3032     VOLCANIC ASH CLOUD SE-S=,
20180115_020000.002,0,RJFK,,,,0,20180115020000,-1,-1,-1,-1,999,-1,2,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,13,1,4,1026,RJFK 150200Z VRB02KT 9999 FEW030 13/04 Q1026 RMK 1CU030 A3031     VOLCANIC ASH CLOUD SE-S=,
20180115_030000.002,0,RJFK,,,,0,20180115030000,-1,-1,-1,-1,100,-1,4,-1,-1,50,160,,9999,0,0,1,FEW 30,1,14,1,3,1024,RJFK 150300Z 10004KT 050V160 9999 FEW030 14/03 Q1024 RMK     1CU030 A3026 VOLCANIC ASH CLOUD SE-S=,
20180115_040000.002,0,RJFK,,,,0,20180115040000,-1,-1,-1,-1,999,-1,4,-1,-1,-1,-1,,9999,0,0,1,FEW 35,1,15,1,1,1023,RJFK 150400Z VRB04KT 9999 FEW035 15/01 Q1023 RMK 1CU035 A3023     VOLCANIC ASH CLOUD SE-S=,
20180115_050000.002,0,RJFK,,,,0,20180115050000,-1,-1,-1,-1,220,-1,6,-1,-1,190,290,,9999,0,0,2,FEW 35   SCT 45,1,16,1,2,1023,RJFK 150500Z 22006KT 190V290 9999 FEW035 SCT045 16/02 Q1023     RMK 1CU035 3CU045 A3021 VOLCANIC ASH CLOUD S=,
20180115_060000.002,0,RJFK,,,,0,20180115060000,-1,-1,-1,-1,230,-1,8,-1,-1,-1,-1,,9999,0,0,2,FEW 35   SCT 45,1,16,1,3,1022,RJFK 150600Z 23008KT 9999 FEW035 SCT045 16/03 Q1022 RMK 1CU035     3CU045 A3020 VOLCANIC ASH CLOUD S=,
20180115_070000.003,0,RJFK,,,,0,20180115070000,-1,-1,-1,-1,230,-1,7,-1,-1,-1,-1,,9999,0,0,2,FEW 40   SCT 60,1,14,1,3,1023,RJFK 150700Z 23007KT 9999 FEW040 SCT060 14/03 Q1023 RMK 1CU040     4SC060 A3021 VOLCANIC ASH CLOUD SE-S=,
20180115_080000.002,0,RJFK,,,,0,20180115080000,-1,-1,-1,-1,220,-1,4,-1,-1,200,260,,9999,0,0,2,FEW 40   SCT 60,1,14,1,3,1023,RJFK 150800Z 22004KT 200V260 9999 FEW040 SCT060 14/03 Q1023     RMK 1CU040 3SC060 A3022 VOLCANIC ASH CLOUD SE-S=,
20180115_090000.002,0,RJFK,,,,0,20180115090000,-1,-1,-1,-1,90,-1,2,-1,-1,-1,-1,,9999,0,0,1,FEW 40,1,11,1,4,1023,RJFK 150900Z 09002KT 9999 FEW040 11/04 Q1023 RMK 1CU040 A3023     VOLCANIC ASH CLOUD SE-S=,
20180115_100000.002,0,RJFK,,,,0,20180115100000,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,,9999,0,0,2,FEW 40   BKN 50,1,11,1,3,1024,RJFK 151000Z 00000KT 9999 FEW040 BKN050 11/03 Q1024 RMK 1CU040     6SC050 A3024 VOLCANIC ASH CLOUD S=,
20180115_110000.002,0,RJFK,,,,0,20180115110000,-1,-1,-1,-1,20,-1,5,-1,-1,-1,-1,,9999,0,0,2,FEW 40   SCT 50,1,6,1,4,1024,RJFK 151100Z 02005KT 9999 FEW040 SCT050 06/04 Q1024 RMK 1CU040     3SC050 A3026 VOLCANIC ASH CLOUD S=,
20180115_120000.002,0,RJFK,,,,0,20180115120000,-1,-1,-1,-1,340,-1,3,-1,-1,-1,-1,,9999,0,0,1,FEW 40,1,7,1,4,1024,RJFK 151200Z 34003KT 9999 FEW040 07/04 Q1024 RMK 1CU040 A3025     VOLCANIC ASH CLOUD S=,
20180115_210000.002,0,RJFK,,,,0,20180115210000,-1,-1,-1,-1,350,-1,4,-1,-1,320,30,,9999,0,1,2,FEW 20   BKN 50,1,5,1,5,1022,RJFK 152100Z 35004KT 320V030 9999 VA FEW020 BKN050 05/05 Q1022     RMK 1CU020 6SC050 A3020 ASH FALL VOLCANIC ASH CLOUD E-S=,VA
20180115_220000.002,0,RJFK,,,,0,20180115220000,-1,-1,-1,-1,350,-1,5,-1,-1,-1,-1,,9999,0,1,2,FEW 35   BKN 60,1,5,1,4,1022,RJFK 152200Z 35005KT 9999 VA FEW035 BKN060 05/04 Q1022 RMK     1CU035 6SC060 A3021 ASH FALL VOLCANIC ASH CLOUD S=,VA
20180115_230000.002,0,RJFK,,,,0,20180115230000,-1,-1,-1,-1,10,-1,4,-1,-1,-1,-1,,9999,0,1,2,FEW 35   BKN 50,1,6,1,5,1023,RJFK 152300Z 01004KT 9999 VA FEW035 BKN050 06/05 Q1023 RMK     1CU035 6SC050 A3021 ASH FALL VOLCANIC ASH CLOUD S=,VA
20180116_000000.002,0,RJFK,,,,0,20180116000000,-1,-1,-1,-1,70,-1,3,-1,-1,-1,-1,,9999,0,1,2,FEW 35   SCT 60,1,11,1,6,1022,RJFK 160000Z 07003KT 9999 VA FEW035 SCT060 11/06 Q1022 RMK     1CU035 3SC060 A3019 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_010000.002,0,RJFK,,,,0,20180116010000,-1,-1,-1,-1,130,-1,6,-1,-1,-1,-1,,9999,0,1,2,FEW 35   BKN 60,1,15,1,7,1022,RJFK 160100Z 13006KT 9999 VA FEW035 BKN060 15/07 Q1022 RMK     1CU035 5SC060 A3020 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_020000.002,0,RJFK,,,,0,20180116020000,-1,-1,-1,-1,150,-1,8,-1,-1,-1,-1,,9999,0,1,2,FEW 35   SCT 70,1,16,1,7,1021,RJFK 160200Z 15008KT 9999 VA FEW035 SCT070 16/07 Q1021 RMK     1CU035 4AC070 A3017 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_030000.002,0,RJFK,,,,0,20180116030000,-1,-1,-1,-1,170,-1,8,-1,-1,130,200,,9999,0,1,1,FEW 30,1,17,1,7,1020,RJFK 160300Z 17008KT 130V200 9999 VA FEW030 17/07 Q1020 RMK     1CU030 A3014 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_040000.002,0,RJFK,,,,0,20180116040000,-1,-1,-1,-1,180,-1,9,-1,-1,-1,-1,,9999,0,1,2,FEW 30   SCT 35,1,16,1,6,1018,RJFK 160400Z 18009KT 9999 VA FEW030 SCT035 16/06 Q1018 RMK     1CU030 3CU035 A3009 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_050000.002,0,RJFK,,,,0,20180116050000,-1,-1,-1,-1,200,-1,8,-1,-1,160,230,,9999,0,1,2,FEW 30   BKN 40,1,17,1,6,1018,RJFK 160500Z 20008KT 160V230 9999 VA FEW030 BKN040 17/06 Q1018     RMK 1CU030 5CU040 A3006 ASH FALL VOLCANIC ASH CLOUD S-W=,VA
20180116_060000.002,0,RJFK,,,,0,20180116060000,-1,-1,-1,-1,190,-1,8,-1,-1,130,220,,9999,0,1,1,FEW 30,1,17,1,6,1017,RJFK 160600Z 19008KT 130V220 9999 VA FEW030 17/06 Q1017 RMK     1CU030 A3005 ASH FALL VOLCANIC ASH CLOUD S-OHD AND OHD-N=,VA
20180116_070000.002,0,RJFK,,,,0,20180116070000,-1,-1,-1,-1,150,-1,8,-1,-1,-1,-1,,9999,0,1,2,FEW 30   SCT 40,1,16,1,7,1017,RJFK 160700Z 15008KT 9999 VA FEW030 SCT040 16/07 Q1017 RMK     1CU030 3CU040 A3003 ASH FALL VOLCANIC ASH CLOUD S-NW=,VA
20180116_080000.002,0,RJFK,,,,0,20180116080000,-1,-1,-1,-1,190,-1,8,-1,-1,-1,-1,,9999,0,1,3,FEW 30   SCT 40   BKN 160,1,16,1,8,1016,RJFK 160800Z 19008KT 9999 VA FEW030 SCT040 BKN160 16/08 Q1016     RMK 1CU030 3CU040 7AC160 A3003 ASH FALL VOLCANIC ASH           CLOUD S-NW=,VA
20180116_090000.002,0,RJFK,,,,0,20180116090000,-1,-1,-1,-1,180,-1,7,-1,-1,130,210,,9999,0,1,3,FEW 30   SCT 40   BKN 170,1,14,1,8,1017,RJFK 160900Z 18007KT 130V210 9999 VA FEW030 SCT040 BKN170     14/08 Q1017 RMK 1CU030 4CU040 7AC170 A3004 ASH FALL           VOLCANIC ASH CLOUD S-NW=,VA
20180116_100000.002,0,RJFK,,,,0,20180116100000,-1,-1,-1,-1,130,-1,4,-1,-1,-1,-1,,9999,0,1,3,FEW 30   BKN 140   BKN 170,1,13,1,8,1016,RJFK 161000Z 13004KT 9999 VA FEW030 BKN140 BKN170 13/08 Q1016     RMK 1CU030 5AC140 7AC170 A3002 ASH FALL VOLCANIC ASH           CLOUD S-W=,VA
20180116_110000.004,0,RJFK,,,,0,20180116110000,-1,-1,-1,-1,80,-1,3,-1,-1,-1,-1,,9999,0,1,3,FEW 25   BKN 35   BKN 150,1,13,1,7,1016,RJFK 161100Z 08003KT 9999 VCVA FEW025 BKN035 BKN150 13/07     Q1016 RMK 1CU025 6CU035 7AC150 A3002 ASH FALL VOLCANIC           ASH CLOUD S-W=,VC VA
20180116_120000.002,0,RJFK,,,,0,20180116120000,-1,-1,-1,-1,150,-1,5,-1,-1,100,190,,9999,0,2,3,FEW 25   SCT 35   BKN 60,1,13,1,8,1016,RJFK 161200Z 15005KT 100V190 9999 -RA VCVA FEW025 SCT035     BKN060 13/08 Q1016 RMK 1CU025 3CU035 5SC060 A3000 ASH           FALL VOLCANIC ASH CLOUD S-W=,- RA; VC VA
20180116_210000.002,0,RJFK,,,,0,20180116210000,-1,-1,-1,-1,40,-1,3,-1,-1,360,70,,8000,0,1,3,FEW 2   BKN 35   BKN 100,1,12,1,12,1012,RJFK 162100Z 04003KT 360V070 8000 -SHRA FEW002 BKN035 BKN100     12/12 Q1012 RMK 1ST002 5CU035 6AC100 A2990=,- RA SH
20180116_220000.002,0,RJFK,,,,0,20180116220000,-1,-1,-1,-1,150,-1,4,-1,-1,120,190,,1200,1,2,3,FEW 1   SCT 2   BKN 40,1,12,1,12,1012,RJFK 162200Z 15004KT 120V190 1200 R34/P2000N -SHRA BR FEW001     SCT002 BKN040 12/12 Q1012 RMK 1ST001 4ST002 5CU040 A2990=,- RA SH; BR
20180116_230000.002,0,RJFK,,,,0,20180116230000,-1,-1,-1,-1,130,-1,3,-1,-1,100,180,,600,1,2,3,FEW 1   SCT 2   BKN 3,1,13,1,13,1012,RJFK 162300Z 13003KT 100V180 0600 R34/0600V2000N -SHRA FG     FEW001 SCT002 BKN003 13/13 Q1012 RMK 1ST001 3ST002 6ST003           A2990 2000W-NW=,- RA SH; FG
20180117_000000.002,0,RJFK,,,,0,20180117000000,-1,-1,-1,-1,230,-1,3,-1,-1,-1,-1,,3500,0,2,3,FEW 1   SCT 3   BKN 10,1,14,1,14,1013,RJFK 170000Z 23003KT 3500 -SHRA BR FEW001 SCT003 BKN010 14/14     Q1013 RMK 1ST001 3ST003 5CU010 A2992 9999SE-S=,- RA SH; BR
20180117_010000.002,0,RJFK,,,,0,20180117010000,-1,-1,-1,-1,270,-1,3,-1,-1,-1,-1,,3500,0,2,3,FEW 1   SCT 3   BKN 5,1,14,1,14,1013,RJFK 170100Z 27003KT 3500 -SHRA BR FEW001 SCT003 BKN005 14/14     Q1013 RMK 1ST001 4ST003 6ST005 A2994=,- RA SH; BR
20180117_020000.004,0,RJFK,,,,0,20180117020000,-1,-1,-1,-1,250,-1,5,-1,-1,-1,-1,,6000,0,0,3,FEW 1   BKN 6   BKN 9,1,15,1,15,1014,RJFK 170200Z 25005KT 6000 FEW001 BKN006 BKN009 15/15 Q1014 RMK     1ST001 5ST006 6ST009 A2994 VOLCANIC ASH CLOUD MT           SAKURAJIMA (AIRA CALDERA) TOP 8000FT MOV E OBS AT 0150Z           15NM S OF RJFK 6000FT IN DES AT46=,
20180117_030000.002,0,RJFK,,,,0,20180117030000,-1,-1,-1,-1,290,-1,9,-1,-1,-1,-1,,9999,0,1,3,FEW 5   SCT 10   BKN 15,1,15,1,13,1013,RJFK 170300Z 29009KT 9999 -SHRA FEW005 SCT010 BKN015 15/13     Q1013 RMK 1ST005 4CU010 6CU015 A2993=,- RA SH
20180117_040000.003,0,RJFK,,,,0,20180117040000,-1,-1,-1,-1,270,-1,8,-1,-1,-1,-1,,9999,0,0,3,FEW 10   SCT 20   BKN 50,1,16,1,11,1012,RJFK 170400Z 27008KT 9999 FEW010 SCT020 BKN050 16/11 Q1012 RMK     1CU010 3CU020 6SC050 A2991=,
20180117_050000.003,0,RJFK,,,,0,20180117050000,-1,-1,-1,-1,290,-1,11,-1,-1,-1,-1,,9999,0,1,3,FEW 10   SCT 20   BKN 40,1,15,1,10,1013,RJFK 170500Z 29011KT 9999 -SHRA FEW010 SCT020 BKN040 15/10     Q1013 RMK 1CU010 3CU020 6CU040 A2992=,- RA SH
20180117_060000.002,0,RJFK,,,,0,20180117060000,-1,-1,-1,-1,270,-1,9,-1,-1,-1,-1,,9999,0,1,3,FEW 10   SCT 15   BKN 20,1,14,1,12,1013,RJFK 170600Z 27009KT 9999 -SHRA FEW010 SCT015 BKN020 14/12     Q1013 RMK 1CU010 4CU015 6CU020 A2993=,- RA SH
20180117_070000.002,0,RJFK,,,,0,20180117070000,-1,-1,-1,-1,290,-1,11,-1,-1,-1,-1,,9999,0,0,2,FEW 15   SCT 20,1,14,1,10,1013,RJFK 170700Z 29011KT 9999 FEW015 SCT020 14/10 Q1013 RMK 1CU015     3CU020 A2994=,
20180117_080000.002,0,RJFK,,,,0,20180117080000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 30,1,12,1,9,1014,RJFK 170800Z 33010KT 9999 FEW020 BKN030 12/09 Q1014 RMK 1CU020     5CU030 A2996=,
20180117_090000.003,0,RJFK,,,,0,20180117090000,-1,-1,-1,-1,310,-1,17,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,11,1,8,1015,RJFK 170900Z 31017KT 9999 FEW025 11/08 Q1015 RMK 1CU025 A2999=,
20180117_100000.002,0,RJFK,,,,0,20180117100000,-1,-1,-1,-1,290,-1,6,-1,-1,260,330,,9999,0,0,1,FEW 25,1,10,1,7,1016,RJFK 171000Z 29006KT 260V330 9999 FEW025 10/07 Q1016 RMK     1CU025 A3002=,
20180117_110000.003,0,RJFK,,,,0,20180117110000,-1,-1,-1,-1,290,-1,11,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,10,1,6,1017,RJFK 171100Z 29011KT 9999 FEW030 10/06 Q1017 RMK 1CU030 A3003=,
20180117_120000.003,0,RJFK,,,,0,20180117120000,-1,-1,-1,-1,310,-1,14,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,9,1,6,1017,RJFK 171200Z 31014KT 9999 FEW030 09/06 Q1017 RMK 1CU030 A3004=,
20180117_210000.002,0,RJFK,,,,0,20180117210000,-1,-1,-1,-1,340,-1,5,-1,-1,-1,-1,,300,1,1,2,FEW 1   BKN 2,1,4,1,4,1019,RJFK 172100Z 34005KT 0300 R34/0325N FG FEW001 BKN002 04/04     Q1019 RMK 2ST001 6ST002 A3010=,FG
20180117_220000.003,0,RJFK,,,,0,20180117220000,-1,-1,-1,-1,340,-1,3,-1,-1,-1,-1,,9999,1,1,1,FEW 1,1,2,1,2,1019,RJFK 172200Z 34003KT 9999 R34/0700VP2000U BCFG FEW001 02/02     Q1019 RMK 1ST001 A3011 1200N-E FG N-E VOLCANIC ASH CLOUD           SE-S=,BC FG
20180117_230000.002,0,RJFK,,,,0,20180117230000,-1,-1,-1,-1,330,-1,6,-1,-1,-1,-1,,9999,0,1,1,FEW 1,1,4,1,4,1019,RJFK 172300Z 33006KT 9999 BCFG FEW001 04/04 Q1019 RMK 1ST001     A3011 2500NE FG NE VOLCANIC ASH CLOUD S=,BC FG
20180118_000000.002,0,RJFK,,,,0,20180118000000,-1,-1,-1,-1,340,-1,6,-1,-1,-1,-1,,9999,0,0,1,FEW 4,1,7,1,7,1019,RJFK 180000Z 34006KT 9999 FEW004 07/07 Q1019 RMK 1ST004 A3011     VOLCANIC ASH CLOUD S=,
20180118_010000.002,0,RJFK,,,,0,20180118010000,-1,-1,-1,-1,340,-1,6,-1,-1,-1,-1,,9999,0,0,1,FEW 20,1,10,1,8,1020,RJFK 180100Z 34006KT 9999 FEW020 10/08 Q1020 RMK 1CU020 A3013     VOLCANIC ASH CLOUD S=,
20180118_020000.002,0,RJFK,,,,0,20180118020000,-1,-1,-1,-1,340,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 20,1,12,1,5,1020,RJFK 180200Z 34010KT 9999 FEW020 12/05 Q1020 RMK 1CU020 A3013     VOLCANIC ASH CLOUD SE-S=,
20180118_030000.003,0,RJFK,,,,0,20180118030000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,13,1,5,1019,RJFK 180300Z 33010KT 9999 FEW025 13/05 Q1019 RMK 1CU025 A3010     VOLCANIC ASH CLOUD SE-S=,
20180118_040000.002,0,RJFK,,,,0,20180118040000,-1,-1,-1,-1,320,-1,12,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,14,1,4,1018,RJFK 180400Z 32012KT 9999 FEW025 14/04 Q1018 RMK 1CU025 A3008     VOLCANIC ASH CLOUD S=,
20180118_050000.002,0,RJFK,,,,0,20180118050000,-1,-1,-1,-1,340,-1,11,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,15,1,4,1017,RJFK 180500Z 34011KT 9999 FEW025 15/04 Q1017 RMK 1CU025 A3006     VOLCANIC ASH CLOUD S=,
20180118_060000.002,0,RJFK,,,,0,20180118060000,-1,-1,-1,-1,320,-1,14,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,14,1,4,1017,RJFK 180600Z 32014KT 9999 FEW025 14/04 Q1017 RMK 1CU025 A3005     VOLCANIC ASH CLOUD S=,
20180118_070000.002,0,RJFK,,,,0,20180118070000,-1,-1,-1,-1,300,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,13,1,4,1017,RJFK 180700Z 30010KT 9999 FEW025 13/04 Q1017 RMK 1CU025 A3005     VOLCANIC ASH CLOUD SE-S=,
20180118_080000.002,0,RJFK,,,,0,20180118080000,-1,-1,-1,-1,310,-1,11,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,11,1,4,1018,RJFK 180800Z 31011KT 9999 FEW025 11/04 Q1018 RMK 1CU025 A3007     VOLCANIC ASH CLOUD E-S=,
20180118_090000.002,0,RJFK,,,,0,20180118090000,-1,-1,-1,-1,330,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,9,1,4,1019,RJFK 180900Z 33005KT CAVOK 09/04 Q1019 RMK A3010 VOLCANIC ASH     CLOUD S=,
20180118_100000.002,0,RJFK,,,,0,20180118100000,-1,-1,-1,-1,360,-1,4,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,1,4,1020,RJFK 181000Z 36004KT CAVOK 07/04 Q1020 RMK A3012 VOLCANIC ASH     CLOUD S=,
20180118_110000.002,0,RJFK,,,,0,20180118110000,-1,-1,-1,-1,350,-1,7,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,1,5,1020,RJFK 181100Z 35007KT CAVOK 07/05 Q1020 RMK A3014 VOLCANIC ASH     CLOUD S=,
20180118_120000.002,0,RJFK,,,,0,20180118120000,-1,-1,-1,-1,330,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,6,1,5,1020,RJFK 181200Z 33005KT CAVOK 06/05 Q1020 RMK A3014 VOLCANIC ASH     CLOUD S=,
20180118_210000.003,0,RJFK,,,,0,20180118210000,-1,-1,-1,-1,999,-1,2,-1,-1,-1,-1,,6000,0,0,1,FEW 25,1,3,1,3,1019,RJFK 182100Z VRB02KT 6000 FEW025 03/03 Q1019 RMK 1CU025 A3011=,
20180118_220000.002,0,RJFK,,,,0,20180118220000,-1,-1,-1,-1,999,-1,1,-1,-1,-1,-1,,3000,0,1,1,NSC -1,1,2,1,2,1019,RJFK 182200Z VRB01KT 3000 BR NSC 02/02 Q1019 RMK A3011=,BR
