file_name,telegram_type,station_code,data_id,announced,created,obs_kind,date,fct_start_day,fct_start_hour,fct_end_day,fct_end_hour,wind_dir,wind_speed_over100kt_flag,wind_speed,wind_gusts_over100kt_flag,wind_gusts,wind_dir_min,wind_dir_max,cavok,visibility,rvr_count,wx_count,cloud_count,str_cloud,temp_sign,temp,dew_point_sign,dew_point,altimeter_hpa,bulletin,wx
20180118_230000.003,0,RJFK,,,,0,20180118230000,-1,-1,-1,-1,330,-1,3,-1,-1,290,360,,6000,0,0,1,NSC -1,1,2,1,2,1020,RJFK 182300Z 33003KT 290V360 6000 NSC 02/02 Q1020 RMK A3014=,
20180119_000000.002,0,RJFK,,,,0,20180119000000,-1,-1,-1,-1,20,-1,8,-1,-1,-1,-1,,6000,0,0,1,NSC -1,1,4,1,4,1021,RJFK 190000Z 02008KT 6000 NSC 04/04 Q1021 RMK 1AC100 A3015=,
20180119_010000.003,0,RJFK,,,,0,20180119010000,-1,-1,-1,-1,350,-1,8,-1,-1,-1,-1,,6000,0,0,1,NSC -1,1,7,1,6,1021,RJFK 190100Z 35008KT 6000 NSC 07/06 Q1021 RMK 1AC100 A3018=,
20180119_020000.002,0,RJFK,,,,0,20180119020000,-1,-1,-1,-1,10,-1,4,-1,-1,320,80,,8000,0,0,1,NSC -1,1,10,1,5,1021,RJFK 190200Z 01004KT 320V080 8000 NSC 10/05 Q1021 RMK 5AC100     A3015=,
20180119_030000.002,0,RJFK,,,,0,20180119030000,-1,-1,-1,-1,999,-1,3,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,11,1,3,1020,RJFK 190300Z VRB03KT CAVOK 11/03 Q1020 RMK 7AC090 A3013=,
20180119_040000.002,0,RJFK,,,,0,20180119040000,-1,-1,-1,-1,350,-1,7,-1,-1,320,20,CAVOK,-1,0,0,0,,1,12,1,2,1019,RJFK 190400Z 35007KT 320V020 CAVOK 12/02 Q1019 RMK A3009=,
20180119_050000.003,0,RJFK,,,,0,20180119050000,-1,-1,-1,-1,320,-1,11,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,12,1,1,1018,RJFK 190500Z 32011KT CAVOK 12/01 Q1018 RMK A3006=,
20180119_060000.002,0,RJFK,,,,0,20180119060000,-1,-1,-1,-1,330,-1,9,-1,-1,300,360,CAVOK,-1,0,0,0,,1,13,1,2,1017,RJFK 190600Z 33009KT 300V360 CAVOK 13/02 Q1017 RMK A3005=,
20180119_070000.002,0,RJFK,,,,0,20180119070000,-1,-1,-1,-1,320,-1,10,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,12,1,0,1017,RJFK 190700Z 32010KT CAVOK 12/00 Q1017 RMK A3005=,
20180119_080000.002,0,RJFK,,,,0,20180119080000,-1,-1,-1,-1,330,-1,8,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,10,1,1,1018,RJFK 190800Z 33008KT CAVOK 10/01 Q1018 RMK A3006=,
20180119_090000.003,0,RJFK,,,,0,20180119090000,-1,-1,-1,-1,300,-1,8,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,8,1,1,1018,RJFK 190900Z 30008KT CAVOK 08/01 Q1018 RMK A3007 VOLCANIC ASH     CLOUD SE-S=,
20180119_100000.002,0,RJFK,,,,0,20180119100000,-1,-1,-1,-1,300,-1,10,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,1,2,1018,RJFK 191000Z 30010KT CAVOK 07/02 Q1018 RMK A3009=,
20180119_110000.002,0,RJFK,,,,0,20180119110000,-1,-1,-1,-1,310,-1,7,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,6,1,0,1018,RJFK 191100Z 31007KT CAVOK 06/00 Q1018 RMK A3008=,
20180119_120000.003,0,RJFK,,,,0,20180119120000,-1,-1,-1,-1,260,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,1,0,1019,RJFK 191200Z 26005KT CAVOK 07/00 Q1019 RMK A3009=,
20180119_210000.002,0,RJFK,,,,0,20180119210000,-1,-1,-1,-1,310,-1,6,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,4,1,1,1018,RJFK 192100Z 31006KT CAVOK 04/01 Q1018 RMK A3008=,
20180119_220000.002,0,RJFK,,,,0,20180119220000,-1,-1,-1,-1,320,-1,7,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,3,1,1,1018,RJFK 192200Z 32007KT CAVOK 03/01 Q1018 RMK A3008=,
20180119_230000.002,0,RJFK,,,,0,20180119230000,-1,-1,-1,-1,60,-1,2,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,2,1,1,1018,RJFK 192300Z 06002KT CAVOK 02/01 Q1018 RMK A3009 VOLCANIC ASH     CLOUD S=,
20180120_000000.002,0,RJFK,,,,0,20180120000000,-1,-1,-1,-1,10,-1,4,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,5,1,3,1019,RJFK 200000Z 01004KT CAVOK 05/03 Q1019 RMK A3010 VOLCANIC ASH     CLOUD S=,
20180120_010000.002,0,RJFK,,,,0,20180120010000,-1,-1,-1,-1,360,-1,3,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,1,3,1019,RJFK 200100Z 36003KT CAVOK 07/03 Q1019 RMK A3011=,
20180120_020000.003,0,RJFK,,,,0,20180120020000,-1,-1,-1,-1,360,-1,4,-1,-1,310,60,CAVOK,-1,0,0,0,,1,10,1,1,1018,RJFK 200200Z 36004KT 310V060 CAVOK 10/01 Q1018 RMK A3009     VOLCANIC ASH CLOUD S=,
20180120_030000.002,0,RJFK,,,,0,20180120030000,-1,-1,-1,-1,999,-1,2,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,12,-1,5,1018,RJFK 200300Z VRB02KT CAVOK 12/M05 Q1018 RMK A3008 VOLCANIC ASH     CLOUD S=,
20180120_040000.002,0,RJFK,,,,0,20180120040000,-1,-1,-1,-1,230,-1,5,-1,-1,190,280,CAVOK,-1,0,0,0,,1,13,1,0,1017,RJFK 200400Z 23005KT 190V280 CAVOK 13/00 Q1017 RMK A3006     VOLCANIC ASH CLOUD S=,
20180120_050000.002,0,RJFK,,,,0,20180120050000,-1,-1,-1,-1,999,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,14,-1,1,1017,RJFK 200500Z VRB05KT CAVOK 14/M01 Q1017 RMK A3004 VOLCANIC ASH     CLOUD S=,
20180120_060000.002,0,RJFK,,,,0,20180120060000,-1,-1,-1,-1,340,-1,7,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,14,-1,4,1016,RJFK 200600Z 34007KT CAVOK 14/M04 Q1016 RMK A3003 VOLCANIC ASH     CLOUD S=,
20180120_070000.002,0,RJFK,,,,0,20180120070000,-1,-1,-1,-1,350,-1,6,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,12,-1,2,1016,RJFK 200700Z 35006KT CAVOK 12/M02 Q1016 RMK A3003 VOLCANIC ASH     CLOUD S=,
20180120_080000.002,0,RJFK,,,,0,20180120080000,-1,-1,-1,-1,10,-1,4,-1,-1,350,50,CAVOK,-1,0,0,0,,1,11,-1,5,1017,RJFK 200800Z 01004KT 350V050 CAVOK 11/M05 Q1017 RMK A3004=,
20180120_090000.002,0,RJFK,,,,0,20180120090000,-1,-1,-1,-1,350,-1,4,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,9,-1,3,1017,RJFK 200900Z 35004KT CAVOK 09/M03 Q1017 RMK A3005=,
20180120_100000.002,0,RJFK,,,,0,20180120100000,-1,-1,-1,-1,350,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,8,-1,1,1018,RJFK 201000Z 35005KT CAVOK 08/M01 Q1018 RMK A3008=,
20180120_110000.002,0,RJFK,,,,0,20180120110000,-1,-1,-1,-1,10,-1,6,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,7,-1,1,1019,RJFK 201100Z 01006KT CAVOK 07/M01 Q1019 RMK A3010=,
20180120_120000.002,0,RJFK,,,,0,20180120120000,-1,-1,-1,-1,340,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,6,-1,2,1019,RJFK 201200Z 34005KT CAVOK 06/M02 Q1019 RMK A3009=,
20180120_210000.002,0,RJFK,,,,0,20180120210000,-1,-1,-1,-1,340,-1,2,-1,-1,-1,-1,,8000,0,0,1,NSC -1,1,2,1,1,1018,RJFK 202100Z 34002KT 8000 NSC 02/01 Q1018 RMK 7AC150 A3007=,
20180120_220000.002,0,RJFK,,,,0,20180120220000,-1,-1,-1,-1,320,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,2,1,0,1019,RJFK 202200Z 32005KT CAVOK 02/00 Q1019 RMK A3009=,
20180120_230000.002,0,RJFK,,,,0,20180120230000,-1,-1,-1,-1,350,-1,5,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,2,-1,1,1019,RJFK 202300Z 35005KT CAVOK 02/M01 Q1019 RMK A3011=,
20180121_000000.002,0,RJFK,,,,0,20180121000000,-1,-1,-1,-1,999,-1,1,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,4,1,1,1020,RJFK 210000Z VRB01KT CAVOK 04/01 Q1020 RMK A3012=,
20180121_010000.002,0,RJFK,,,,0,20180121010000,-1,-1,-1,-1,10,-1,3,-1,-1,330,40,CAVOK,-1,0,0,0,,1,8,-1,0,1020,RJFK 210100Z 01003KT 330V040 CAVOK 08/M00 Q1020 RMK A3012     VOLCANIC ASH CLOUD S=,
20180121_020000.002,0,RJFK,,,,0,20180121020000,-1,-1,-1,-1,330,-1,6,-1,-1,290,10,CAVOK,-1,0,0,0,,1,11,-1,4,1019,RJFK 210200Z 33006KT 290V010 CAVOK 11/M04 Q1019 RMK A3011     VOLCANIC ASH CLOUD S=,
20180121_030000.002,0,RJFK,,,,0,20180121030000,-1,-1,-1,-1,290,-1,3,-1,-1,260,50,CAVOK,-1,0,0,0,,1,13,-1,6,1018,RJFK 210300Z 29003KT 260V050 CAVOK 13/M06 Q1018 RMK A3008     VOLCANIC ASH CLOUD S=,
20180121_040000.003,0,RJFK,,,,0,20180121040000,-1,-1,-1,-1,360,-1,4,-1,-1,270,50,CAVOK,-1,0,0,0,,1,13,-1,9,1017,RJFK 210400Z 36004KT 270V050 CAVOK 13/M09 Q1017 RMK A3005     VOLCANIC ASH CLOUD S=,
20180121_050000.002,0,RJFK,,,,0,20180121050000,-1,-1,-1,-1,999,-1,1,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,14,-1,8,1016,RJFK 210500Z VRB01KT CAVOK 14/M08 Q1016 RMK A3003=,
20180121_060000.002,0,RJFK,,,,0,20180121060000,-1,-1,-1,-1,180,-1,5,-1,-1,160,220,CAVOK,-1,0,0,0,,1,14,-1,2,1016,RJFK 210600Z 18005KT 160V220 CAVOK 14/M02 Q1016 RMK A3001     VOLCANIC ASH CLOUD S=,
20180121_070000.002,0,RJFK,,,,0,20180121070000,-1,-1,-1,-1,200,-1,5,-1,-1,140,240,,9999,0,0,2,FEW 35   BKN -9999,1,14,-1,2,1016,RJFK 210700Z 20005KT 140V240 9999 FEW035 BKN/// 14/M02 Q1016     RMK 1CU035 A3002 VOLCANIC ASH CLOUD S=,
20180121_080000.002,0,RJFK,,,,0,20180121080000,-1,-1,-1,-1,270,-1,4,-1,-1,-1,-1,,9999,0,0,3,FEW 40   BKN 180   BKN -9999,1,13,-1,3,1016,RJFK 210800Z 27004KT 9999 FEW040 BKN180 BKN/// 13/M03 Q1016     RMK 1CU040 5AC180 A3003 VOLCANIC ASH CLOUD S=,
20180121_090000.002,0,RJFK,,,,0,20180121090000,-1,-1,-1,-1,100,-1,5,-1,-1,60,130,,9999,0,0,2,FEW 30   BKN -9999,1,10,1,2,1017,RJFK 210900Z 10005KT 060V130 9999 FEW030 BKN/// 10/02 Q1017     RMK 1CU030 A3005 VOLCANIC ASH CLOUD S-SW=,
20180121_100000.002,0,RJFK,,,,0,20180121100000,-1,-1,-1,-1,100,-1,5,-1,-1,70,140,,9999,0,0,2,FEW 30   BKN -9999,1,9,1,2,1018,RJFK 211000Z 10005KT 070V140 9999 FEW030 BKN/// 09/02 Q1018     RMK 1CU030 A3007=,
20180121_110000.002,0,RJFK,,,,0,20180121110000,-1,-1,-1,-1,100,-1,6,-1,-1,40,140,,9999,0,0,2,FEW 30   SCT 180,1,9,1,2,1018,RJFK 211100Z 10006KT 040V140 9999 FEW030 SCT180 09/02 Q1018     RMK 1CU030 4AC180 A3006=,
20180121_120000.002,0,RJFK,,,,0,20180121120000,-1,-1,-1,-1,80,-1,6,-1,-1,20,150,,9999,0,1,3,FEW 30   BKN 160   BKN -9999,1,9,1,2,1018,RJFK 211200Z 08006KT 020V150 9999 VCVA FEW030 BKN160 BKN///     09/02 Q1018 RMK 1CU030 5AC160 A3006 ASH FALL VOLCANIC ASH           CLOUD S-W=,VC VA
20180121_210000.002,0,RJFK,,,,0,20180121210000,-1,-1,-1,-1,330,-1,3,-1,-1,-1,-1,,4000,0,2,3,FEW 1   BKN 35   OVC 80,1,5,1,5,1010,RJFK 212100Z 33003KT 4000 RA BR FEW001 BKN035 OVC080 05/05     Q1010 RMK 1ST001 7SC035 8AS080 A2984=,RA; BR
20180121_220000.002,0,RJFK,,,,0,20180121220000,-1,-1,-1,-1,340,-1,9,-1,-1,-1,-1,,4000,0,2,3,FEW 1   BKN 30   OVC 80,1,6,1,6,1010,RJFK 212200Z 34009KT 4000 RA BR FEW001 BKN030 OVC080 06/06     Q1010 RMK 1ST001 7SC030 8AS080 A2985=,RA; BR
20180121_230000.002,0,RJFK,,,,0,20180121230000,-1,-1,-1,-1,330,-1,8,-1,-1,-1,-1,,6000,0,1,3,FEW 1   SCT 5   BKN 25,1,6,1,6,1010,RJFK 212300Z 33008KT 6000 -RA FEW001 SCT005 BKN025 06/06 Q1010     RMK 1ST001 3ST005 5CU025 A2984=,- RA
20180122_000000.002,0,RJFK,,,,0,20180122000000,-1,-1,-1,-1,360,-1,9,-1,-1,-1,-1,,6000,0,1,3,FEW 1   SCT 15   BKN 25,1,6,1,6,1010,RJFK 220000Z 36009KT 6000 -SHRA FEW001 SCT015 BKN025 06/06     Q1010 RMK 1ST001 4CU015 6CU025 A2983=,- RA SH
20180122_010000.002,0,RJFK,,,,0,20180122010000,-1,-1,-1,-1,350,-1,7,-1,-1,310,20,,8000,0,1,3,FEW 1   SCT 10   BKN 20,1,7,1,6,1011,RJFK 220100Z 35007KT 310V020 8000 -SHRA FEW001 SCT010 BKN020     07/06 Q1011 RMK 1ST001 3ST010 6CU020 A2986=,- RA SH
20180122_020000.002,0,RJFK,,,,0,20180122020000,-1,-1,-1,-1,330,-1,13,-1,-1,-1,-1,,9000,0,1,3,FEW 1   SCT 10   BKN 20,1,6,1,5,1010,RJFK 220200Z 33013KT 9000 -SHRA FEW001 SCT010 BKN020 06/05     Q1010 WS R34 RMK 1ST001 3ST010 7CU020 A2984=,- RA SH
20180122_030000.002,0,RJFK,,,,0,20180122030000,-1,-1,-1,-1,350,-1,9,-1,-1,-1,-1,,9999,0,0,3,FEW 3   SCT 15   BKN 25,1,6,1,5,1009,RJFK 220300Z 35009KT 9999 FEW003 SCT015 BKN025 06/05 Q1009 RMK     1ST003 3CU015 7CU025 A2981=,
20180122_040000.002,0,RJFK,,,,0,20180122040000,-1,-1,-1,-1,40,-1,4,-1,-1,360,80,,9999,0,0,2,FEW 2   SCT 60,1,8,1,7,1008,RJFK 220400Z 04004KT 360V080 9999 FEW002 SCT060 08/07 Q1008     RMK 1ST002 3SC060 A2977=,
20180122_050000.002,0,RJFK,,,,0,20180122050000,-1,-1,-1,-1,280,-1,5,-1,-1,250,310,,9999,0,0,3,FEW 5   SCT 8   BKN 40,1,9,1,8,1009,RJFK 220500Z 28005KT 250V310 9999 FEW005 SCT008 BKN040 09/08     Q1009 RMK 1ST005 3ST008 5CU040 A2980=,
20180122_060000.003,0,RJFK,,,,0,20180122060000,-1,-1,-1,-1,320,-1,18,-1,-1,-1,-1,,9999,0,0,2,FEW 10   SCT 20,1,9,1,5,1009,RJFK 220600Z 32018KT 9999 FEW010 SCT020 09/05 Q1009 RMK 1CU010     3CU020 A2982=,
20180122_070000.002,0,RJFK,,,,0,20180122070000,-1,-1,-1,-1,330,-1,15,-1,-1,-1,-1,,9999,0,0,2,FEW 10   SCT 15,1,7,1,4,1011,RJFK 220700Z 33015KT 9999 FEW010 SCT015 07/04 Q1011 RMK 1CU010     3CU015 A2986=,
20180122_080000.003,0,RJFK,,,,0,20180122080000,-1,-1,-1,-1,320,-1,18,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,6,1,3,1011,RJFK 220800Z 32018KT 9999 FEW010 06/03 Q1011 RMK 1CU010 A2988=,
20180122_090000.002,0,RJFK,,,,0,20180122090000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,5,1,3,1012,RJFK 220900Z 33010KT 9999 FEW010 05/03 Q1012 RMK 1CU010 A2990=,
20180122_100000.002,0,RJFK,,,,0,20180122100000,-1,-1,-1,-1,320,-1,11,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,4,1,2,1014,RJFK 221000Z 32011KT 9999 FEW010 04/02 Q1014 RMK 1CU010 A2994=,
20180122_110000.003,0,RJFK,,,,0,20180122110000,-1,-1,-1,-1,310,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,4,1,1,1014,RJFK 221100Z 31010KT 9999 FEW010 04/01 Q1014 RMK 1CU010 A2996=,
20180122_120000.002,0,RJFK,,,,0,20180122120000,-1,-1,-1,-1,310,-1,7,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,4,1,1,1014,RJFK 221200Z 31007KT 9999 FEW010 04/01 Q1014 RMK 1CU010 A2997=,
20180122_210000.003,0,RJFK,,,,0,20180122210000,-1,-1,-1,-1,290,-1,3,-1,-1,250,10,,9999,0,0,1,FEW 45,1,1,1,1,1015,RJFK 222100Z 29003KT 250V010 9999 FEW045 01/01 Q1015 RMK     1CU045 A2998=,
20180122_220000.002,0,RJFK,,,,0,20180122220000,-1,-1,-1,-1,360,-1,6,-1,-1,-1,-1,,9999,0,0,1,FEW 2,1,2,1,1,1016,RJFK 222200Z 36006KT 9999 FEW002 02/01 Q1016 RMK 1ST002 A3001=,
20180122_230000.003,0,RJFK,,,,0,20180122230000,-1,-1,-1,-1,350,-1,7,-1,-1,-1,-1,CAVOK,-1,0,0,0,,1,2,1,2,1016,RJFK 222300Z 35007KT CAVOK 02/02 Q1016 RMK A3001=,
20180123_000000.002,0,RJFK,,,,0,20180123000000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 10,1,7,1,4,1016,RJFK 230000Z 33010KT 9999 FEW010 07/04 Q1016 RMK 1CU010 A3001=,
20180123_010000.002,0,RJFK,,,,0,20180123010000,-1,-1,-1,-1,330,-1,18,-1,-1,-1,-1,,9999,0,0,1,FEW 15,1,8,1,2,1017,RJFK 230100Z 33018KT 9999 FEW015 08/02 Q1017 RMK 1CU015 A3004=,
20180123_020000.002,0,RJFK,,,,0,20180123020000,-1,-1,-1,-1,330,-1,18,-1,-1,-1,-1,,9999,0,0,2,FEW 15   SCT 30,1,8,1,0,1017,RJFK 230200Z 33018KT 9999 FEW015 SCT030 08/00 Q1017 WS R34 RMK     1CU015 3CU030 A3004=,
20180123_030000.003,0,RJFK,,,,0,20180123030000,-1,-1,-1,-1,330,-1,16,-1,27,-1,-1,,9999,0,0,2,FEW 20   SCT 35,1,8,-1,0,1016,RJFK 230300Z 33016G27KT 9999 FEW020 SCT035 08/M00 Q1016 RMK     1CU020 3CU035 A3002=,
20180123_040000.003,0,RJFK,,,,0,20180123040000,-1,-1,-1,-1,330,-1,17,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 40,1,8,-1,1,1016,RJFK 230400Z 33017KT 9999 FEW020 BKN040 08/M01 Q1016 RMK     1CU020 5CU040 A3000=,
20180123_050000.002,0,RJFK,,,,0,20180123050000,-1,-1,-1,-1,320,-1,17,-1,-1,-1,-1,,9999,0,0,3,FEW 15   SCT 30   BKN 40,1,7,1,0,1016,RJFK 230500Z 32017KT 9999 FEW015 SCT030 BKN040 07/00 Q1016 RMK     1CU015 4CU030 6CU040 A3000=,
20180123_060000.003,0,RJFK,,,,0,20180123060000,-1,-1,-1,-1,340,-1,12,-1,-1,310,20,,9999,0,0,3,FEW 15   SCT 25   BKN 30,1,6,-1,0,1016,RJFK 230600Z 34012KT 310V020 9999 FEW015 SCT025 BKN030 06/M00     Q1016 RMK 1CU015 3CU025 5CU030 A3001=,
20180123_070000.002,0,RJFK,,,,0,20180123070000,-1,-1,-1,-1,330,-1,15,-1,-1,-1,-1,,9999,0,0,2,FEW 15   SCT 40,1,5,-1,1,1016,RJFK 230700Z 33015KT 9999 FEW015 SCT040 05/M01 Q1016 RMK     1CU015 3CU040 A3002=,
20180123_080000.002,0,RJFK,,,,0,20180123080000,-1,-1,-1,-1,340,-1,13,-1,-1,-1,-1,,9999,0,0,3,FEW 15   SCT 35   BKN 45,1,5,-1,1,1016,RJFK 230800Z 34013KT 9999 FEW015 SCT035 BKN045 05/M01 Q1016     RMK 1CU015 3CU035 5CU045 A3003=,
20180123_090000.002,0,RJFK,,,,0,20180123090000,-1,-1,-1,-1,340,-1,8,-1,-1,-1,-1,,9999,0,0,3,FEW 15   SCT 25   BKN 40,1,4,-1,1,1017,RJFK 230900Z 34008KT 9999 FEW015 SCT025 BKN040 04/M01 Q1017     RMK 1CU015 3CU025 7CU040 A3006=,
20180123_100000.002,0,RJFK,,,,0,20180123100000,-1,-1,-1,-1,340,-1,11,-1,-1,-1,-1,,9999,0,0,3,FEW 15   SCT 25   BKN 40,1,3,-1,2,1018,RJFK 231000Z 34011KT 9999 FEW015 SCT025 BKN040 03/M02 Q1018     RMK 1CU015 3CU025 7CU040 A3008=,
20180123_110000.002,0,RJFK,,,,0,20180123110000,-1,-1,-1,-1,340,-1,14,-1,-1,-1,-1,,9999,0,0,2,FEW 15   BKN 40,1,2,-1,3,1018,RJFK 231100Z 34014KT 9999 FEW015 BKN040 02/M03 Q1018 RMK     1CU015 5CU040 A3007=,
20180123_120000.002,0,RJFK,,,,0,20180123120000,-1,-1,-1,-1,330,-1,12,-1,-1,-1,-1,,9999,0,0,2,FEW 15   BKN 40,1,2,-1,4,1019,RJFK 231200Z 33012KT 9999 FEW015 BKN040 02/M04 Q1019 RMK     1CU015 7CU040 A3010=,
20180123_210000.002,0,RJFK,,,,0,20180123210000,-1,-1,-1,-1,340,-1,8,-1,-1,-1,-1,,9999,0,0,2,FEW 15   BKN 40,1,0,-1,5,1019,RJFK 232100Z 34008KT 9999 FEW015 BKN040 00/M05 Q1019 RMK     1CU015 7CU040 A3010=,
20180123_220000.002,0,RJFK,,,,0,20180123220000,-1,-1,-1,-1,330,-1,11,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 40,1,0,-1,6,1019,RJFK 232200Z 33011KT 9999 FEW020 BKN040 00/M06 Q1019 RMK     1CU020 7CU040 A3011=,
20180123_230000.002,0,RJFK,,,,0,20180123230000,-1,-1,-1,-1,330,-1,8,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 40,1,0,-1,6,1019,RJFK 232300Z 33008KT 9999 FEW020 BKN040 00/M06 Q1019 RMK     1CU020 7CU040 A3012=,
20180124_000000.002,0,RJFK,,,,0,20180124000000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 45,1,1,-1,6,1020,RJFK 240000Z 33010KT 9999 FEW020 BKN045 01/M06 Q1020 RMK     1CU020 6CU045 A3012=,
20180124_010000.003,0,RJFK,,,,0,20180124010000,-1,-1,-1,-1,340,-1,15,-1,-1,-1,-1,,9999,0,0,2,FEW 20   BKN 45,1,2,-1,6,1019,RJFK 240100Z 34015KT 9999 FEW020 BKN045 02/M06 Q1019 RMK     1CU020 6SC045 A3011=,
20180124_020000.002,0,RJFK,,,,0,20180124020000,-1,-1,-1,-1,330,-1,19,-1,-1,-1,-1,,9999,0,0,1,FEW 20,1,3,-1,6,1019,RJFK 240200Z 33019KT 9999 FEW020 03/M06 Q1019 RMK 1CU020     A3011=,
20180124_030000.002,0,RJFK,,,,0,20180124030000,-1,-1,-1,-1,330,-1,25,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,4,-1,7,1019,RJFK 240300Z 33025KT 9999 FEW025 04/M07 Q1019 RMK 1CU025     A3010=,
20180124_040000.002,0,RJFK,,,,0,20180124040000,-1,-1,-1,-1,330,-1,22,-1,-1,300,360,,9999,0,0,2,FEW 25   SCT 40,1,4,-1,6,1018,RJFK 240400Z 33022KT 300V360 9999 FEW025 SCT040 04/M06 Q1018     RMK 1CU025 3SC040 A3007=,
20180124_050000.002,0,RJFK,,,,0,20180124050000,-1,-1,-1,-1,310,-1,22,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,3,-1,9,1017,RJFK 240500Z 31022KT 9999 FEW025 03/M09 Q1017 RMK 1CU025     A3005=,
20180124_060000.002,0,RJFK,,,,0,20180124060000,-1,-1,-1,-1,330,-1,22,-1,32,-1,-1,,9999,0,0,1,FEW 25,1,3,-1,10,1018,RJFK 240600Z 33022G32KT 9999 FEW025 03/M10 Q1018 RMK 1CU025     A3006=,
20180124_070000.002,0,RJFK,,,,0,20180124070000,-1,-1,-1,-1,320,-1,24,-1,-1,-1,-1,,9999,0,0,1,FEW 25,1,2,-1,10,1018,RJFK 240700Z 32024KT 9999 FEW025 02/M10 Q1018 RMK 1CU025     A3007=,
20180124_080000.002,0,RJFK,,,,0,20180124080000,-1,-1,-1,-1,320,-1,17,-1,-1,-1,-1,,9999,0,0,1,FEW 30,1,1,-1,9,1018,RJFK 240800Z 32017KT 9999 FEW030 01/M09 Q1018 RMK 1CU030     A3008=,
20180124_090000.003,0,RJFK,,,,0,20180124090000,-1,-1,-1,-1,320,-1,18,-1,-1,-1,-1,,9999,0,0,1,FEW 25,-1,1,-1,10,1019,RJFK 240900Z 32018KT 9999 FEW025 M01/M10 Q1019 RMK 1CU025     A3009=,
20180124_100000.002,0,RJFK,,,,0,20180124100000,-1,-1,-1,-1,330,-1,10,-1,-1,-1,-1,,9999,0,0,1,FEW 25,-1,2,-1,10,1019,RJFK 241000Z 33010KT 9999 FEW025 M02/M10 Q1019 RMK 1CU025     A3009=,
20180124_110000.002,0,RJFK,,,,0,20180124110000,-1,-1,-1,-1,310,-1,11,-1,-1,-1,-1,,9999,0,0,1,FEW 25,-1,2,-1,9,1019,RJFK 241100Z 31011KT 9999 FEW025 M02/M09 Q1019 RMK 1CU025     A3011=,
20180124_120000.002,0,RJFK,,,,0,20180124120000,-1,-1,-1,-1,300,-1,10,-1,-1,-1,-1,,9999,0,0,2,FEW 20   SCT 30,-1,2,-1,9,1020,RJFK 241200Z 30010KT 9999 FEW020 SCT030 M02/M09 Q1020 RMK     1CU020 3CU030 A3013=,
20180124_210000.002,0,RJFK,,,,0,20180124210000,-1,-1,-1,-1,310,-1,7,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN 150,-1,4,-1,9,1021,RJFK 242100Z 31007KT 9999 FEW025 BKN150 M04/M09 Q1021 RMK     1CU025 5AC150 A3015=,
20180124_220000.002,0,RJFK,,,,0,20180124220000,-1,-1,-1,-1,330,-1,5,-1,-1,-1,-1,,9999,0,0,2,FEW 25   BKN 150,-1,4,-1,9,1020,RJFK 242200Z 33005KT 9999 FEW025 BKN150 M04/M09 Q1020 RMK     1CU025 5AC150 A3015=,
